lag_sweep	g_R
5	9.76797540E-01
10	9.65579001E-01
15	9.56828786E-01
20	9.49153388E-01
25	9.42630622E-01
30	9.36417540E-01
35	9.30891251E-01
40	9.26020546E-01
45	9.21329780E-01
50	9.17139994E-01
55	9.13114085E-01
60	9.09247094E-01
65	9.05476591E-01
70	9.01854555E-01
75	8.98173730E-01
80	8.94468333E-01
85	8.91360839E-01
90	8.88202496E-01
95	8.85265596E-01
100	8.82175912E-01
105	8.79753298E-01
110	8.77331134E-01
115	8.74822252E-01
120	8.72198314E-01
125	8.69702464E-01
130	8.67706192E-01
135	8.65869092E-01
140	8.63681494E-01
145	8.61840900E-01
150	8.59861290E-01
155	8.57758483E-01
160	8.55239345E-01
165	8.53090652E-01
170	8.50723911E-01
175	8.48562501E-01
180	8.46348275E-01
185	8.44327110E-01
190	8.42557721E-01
195	8.40739707E-01
200	8.38890200E-01
205	8.36963774E-01
210	8.35043266E-01
215	8.33168207E-01
220	8.30986540E-01
225	8.28844679E-01
230	8.26897262E-01
235	8.24854401E-01
240	8.22987473E-01
245	8.20920014E-01
250	8.19041585E-01
255	8.17423585E-01
260	8.15739854E-01
265	8.13770002E-01
270	8.11984883E-01
275	8.10009633E-01
280	8.07881332E-01
285	8.05993398E-01
290	8.04255337E-01
295	8.02351906E-01
300	8.00456732E-01
305	7.99021736E-01
310	7.97249679E-01
315	7.95645865E-01
320	7.94024672E-01
325	7.92619846E-01
330	7.90885707E-01
335	7.89428375E-01
340	7.87532200E-01
345	7.86146056E-01
350	7.84844690E-01
355	7.83358048E-01
360	7.81826512E-01
365	7.80420590E-01
370	7.79148328E-01
375	7.78171166E-01
380	7.76727087E-01
385	7.75354664E-01
390	7.73932327E-01
395	7.72668503E-01
400	7.71185338E-01
405	7.69856946E-01
410	7.68511911E-01
415	7.67248297E-01
420	7.65606953E-01
425	7.64296632E-01
430	7.63258298E-01
435	7.61803631E-01
440	7.60340633E-01
445	7.58989110E-01
450	7.57718364E-01
455	7.56347189E-01
460	7.55196960E-01
465	7.54302345E-01
470	7.53100928E-01
475	7.51478206E-01
480	7.50338108E-01
485	7.49370049E-01
490	7.48457763E-01
495	7.47438219E-01
500	7.46525920E-01
505	7.45619005E-01
510	7.44807041E-01
515	7.43590316E-01
520	7.42341184E-01
525	7.41095758E-01
530	7.39880164E-01
535	7.38653425E-01
540	7.37298436E-01
545	7.36187961E-01
550	7.35183194E-01
555	7.34055051E-01
560	7.32359059E-01
565	7.30700578E-01
570	7.29692191E-01
575	7.28311807E-01
580	7.27198732E-01
585	7.25767705E-01
590	7.24706981E-01
595	7.23760707E-01
600	7.22610704E-01
605	7.21342907E-01
610	7.20045405E-01
615	7.18994047E-01
620	7.18072917E-01
625	7.16693375E-01
630	7.15224013E-01
635	7.14048249E-01
640	7.12584769E-01
645	7.11276232E-01
650	7.09908470E-01
655	7.08868163E-01
660	7.08033791E-01
665	7.07168661E-01
670	7.06115265E-01
675	7.04433288E-01
680	7.03098633E-01
685	7.01587200E-01
690	6.99740419E-01
695	6.98210304E-01
700	6.96661833E-01
705	6.95264687E-01
710	6.94015050E-01
715	6.92512086E-01
720	6.91106400E-01
725	6.89715151E-01
730	6.88656307E-01
735	6.87223188E-01
740	6.85881181E-01
745	6.84345444E-01
750	6.83527708E-01
755	6.82218947E-01
760	6.80810793E-01
765	6.79646326E-01
770	6.78258647E-01
775	6.77089794E-01
780	6.75647728E-01
785	6.74242034E-01
790	6.73251442E-01
795	6.72093111E-01
800	6.70632562E-01
805	6.69082150E-01
810	6.68075036E-01
815	6.67121324E-01
820	6.65894855E-01
825	6.65090272E-01
830	6.63922140E-01
835	6.62539139E-01
840	6.62021055E-01
845	6.61548658E-01
850	6.60951326E-01
855	6.60613151E-01
860	6.59634983E-01
865	6.58646165E-01
870	6.57220469E-01
875	6.56120041E-01
880	6.55820334E-01
885	6.55363729E-01
890	6.54348476E-01
895	6.54091794E-01
900	6.53262133E-01
905	6.52410230E-01
910	6.52330462E-01
915	6.52589708E-01
920	6.51480042E-01
925	6.50879459E-01
930	6.50717092E-01
935	6.50242271E-01
940	6.49412550E-01
945	6.48154969E-01
950	6.47557830E-01
955	6.46982397E-01
960	6.46906752E-01
965	6.46329399E-01
970	6.45551200E-01
975	6.44267138E-01
980	6.43658704E-01
985	6.42886123E-01
990	6.42317246E-01
995	6.42002134E-01
1000	6.41554981E-01
1005	6.40745364E-01
1010	6.39306052E-01
1015	6.38104849E-01
1020	6.37024550E-01
1025	6.35679853E-01
1030	6.34686043E-01
1035	6.33442050E-01
1040	6.32165618E-01
1045	6.31597530E-01
1050	6.31110282E-01
1055	6.31193285E-01
1060	6.31365126E-01
1065	6.30815984E-01
1070	6.30503150E-01
1075	6.30441552E-01
1080	6.29902502E-01
1085	6.30268599E-01
1090	6.31042430E-01
1095	6.31276522E-01
1100	6.31337062E-01
1105	6.31296325E-01
1110	6.31273937E-01
1115	6.31615425E-01
1120	6.32488827E-01
1125	6.32751980E-01
1130	6.33190817E-01
1135	6.33633754E-01
1140	6.34296226E-01
1145	6.35357810E-01
1150	6.36530796E-01
1155	6.36814279E-01
1160	6.36955176E-01
1165	6.39208914E-01
1170	6.38223566E-01
1175	6.36959942E-01
1180	6.34318327E-01
1185	6.31627734E-01
1190	6.28957187E-01
1195	6.27822887E-01
1200	6.26944065E-01
1205	6.24189093E-01
1210	6.21290930E-01
1215	6.20198787E-01
1220	6.21565993E-01
1225	6.23187466E-01
1230	6.20682811E-01
1235	6.17268207E-01
1240	6.07314459E-01
1245	6.05454594E-01
