lag_sweep	g1
5	1.08578624E+01
10	1.50654757E+01
15	1.79843221E+01
20	2.00645573E+01
25	2.19363478E+01
30	2.34291417E+01
35	2.48381326E+01
40	2.59086122E+01
45	2.69691124E+01
50	2.80183107E+01
55	2.89867199E+01
60	2.98830620E+01
65	3.07372134E+01
70	3.15494096E+01
75	3.22727503E+01
80	3.29858856E+01
85	3.36939728E+01
90	3.44508017E+01
95	3.50413230E+01
100	3.57951602E+01
105	3.62258016E+01
110	3.68189858E+01
115	3.72756979E+01
120	3.79181087E+01
125	3.83247823E+01
130	3.89099258E+01
135	3.94156019E+01
140	4.00162679E+01
145	4.04843030E+01
150	4.09893524E+01
155	4.14535704E+01
160	4.20481842E+01
165	4.24594626E+01
170	4.29764583E+01
175	4.33985843E+01
180	4.39052127E+01
185	4.43349999E+01
190	4.46738733E+01
195	4.51441035E+01
200	4.55779509E+01
205	4.59351734E+01
210	4.64012803E+01
215	4.67744056E+01
220	4.71391762E+01
225	4.75436674E+01
230	4.79145191E+01
235	4.82262495E+01
240	4.86304169E+01
245	4.89544307E+01
250	4.93261637E+01
255	4.96758087E+01
260	4.99338850E+01
265	5.03080214E+01
270	5.06167243E+01
275	5.09810137E+01
280	5.13081825E+01
285	5.17066300E+01
290	5.20170159E+01
295	5.23207003E+01
300	5.26227632E+01
305	5.31048576E+01
310	5.33461062E+01
315	5.37263846E+01
320	5.39513624E+01
325	5.42698672E+01
330	5.46006399E+01
335	5.49962795E+01
340	5.53170863E+01
345	5.56915691E+01
350	5.59502963E+01
355	5.63165588E+01
360	5.65871020E+01
365	5.69464361E+01
370	5.71791118E+01
375	5.75715396E+01
380	5.78083991E+01
385	5.81884350E+01
390	5.84248272E+01
395	5.87906139E+01
400	5.88920187E+01
405	5.91733942E+01
410	5.93965261E+01
415	5.97680776E+01
420	5.99335105E+01
425	6.03124630E+01
430	6.04876749E+01
435	6.09187251E+01
440	6.09825171E+01
445	6.14154146E+01
450	6.15629912E+01
455	6.19162829E+01
460	6.20866269E+01
465	6.24169625E+01
470	6.26780278E+01
475	6.30684254E+01
480	6.31944286E+01
485	6.35811874E+01
490	6.37759941E+01
495	6.41789027E+01
500	6.42384268E+01
505	6.46545905E+01
510	6.47885595E+01
515	6.52313162E+01
520	6.54225262E+01
525	6.57603417E+01
530	6.58871710E+01
535	6.62485389E+01
540	6.63980470E+01
545	6.67601855E+01
550	6.69113558E+01
555	6.73140619E+01
560	6.74873837E+01
565	6.78857165E+01
570	6.79997941E+01
575	6.83611238E+01
580	6.85176638E+01
585	6.88464638E+01
590	6.90566619E+01
595	6.94457740E+01
600	6.95822650E+01
605	6.99781032E+01
610	7.01522068E+01
615	7.04987789E+01
620	7.06756024E+01
625	7.11102576E+01
630	7.12698069E+01
635	7.15934375E+01
640	7.17686429E+01
645	7.21258510E+01
650	7.22871347E+01
655	7.26644914E+01
660	7.28123771E+01
665	7.31328915E+01
670	7.32175336E+01
675	7.35374192E+01
680	7.36921767E+01
685	7.39459482E+01
690	7.41651939E+01
695	7.45090057E+01
700	7.46202657E+01
705	7.49733350E+01
710	7.51152883E+01
715	7.54053094E+01
720	7.55434743E+01
725	7.57812572E+01
730	7.59468975E+01
735	7.62651003E+01
740	7.64086538E+01
745	7.67752233E+01
750	7.68551673E+01
755	7.71782566E+01
760	7.71686667E+01
765	7.75125276E+01
770	7.76882433E+01
775	7.80503348E+01
780	7.81493951E+01
785	7.85537431E+01
790	7.86520043E+01
795	7.90215050E+01
800	7.91607903E+01
805	7.93843137E+01
810	7.95310368E+01
815	7.98597141E+01
820	7.99961587E+01
825	8.04203580E+01
830	8.05468236E+01
835	8.07816827E+01
840	8.09096977E+01
845	8.11803152E+01
850	8.14167727E+01
855	8.17013777E+01
860	8.17785674E+01
865	8.20737463E+01
870	8.22471921E+01
875	8.25108788E+01
880	8.25649718E+01
885	8.28749087E+01
890	8.29195731E+01
895	8.32553364E+01
900	8.32684251E+01
905	8.35956494E+01
910	8.36616966E+01
915	8.39660197E+01
920	8.40869695E+01
925	8.44912920E+01
930	8.45481711E+01
935	8.48891720E+01
940	8.48721049E+01
945	8.52158887E+01
950	8.51818310E+01
955	8.56031507E+01
960	8.55788011E+01
965	8.60267641E+01
970	8.60119509E+01
975	8.64948008E+01
980	8.64115359E+01
985	8.69004030E+01
990	8.68236211E+01
995	8.71356193E+01
1000	8.70973103E+01
1005	8.74725804E+01
1010	8.74697601E+01
1015	8.78430330E+01
1020	8.77880595E+01
1025	8.81805335E+01
1030	8.81842394E+01
1035	8.85314611E+01
1040	8.86472725E+01
1045	8.89632900E+01
1050	8.89658682E+01
1055	8.92684603E+01
1060	8.93717408E+01
1065	8.95852075E+01
1070	8.97618344E+01
1075	9.00979628E+01
1080	9.00845072E+01
1085	9.03623601E+01
1090	9.03537231E+01
1095	9.06422481E+01
1100	9.05478552E+01
1105	9.09887804E+01
1110	9.10367858E+01
1115	9.15095602E+01
1120	9.15725260E+01
1125	9.19685785E+01
1130	9.19323780E+01
1135	9.23444563E+01
1140	9.23430819E+01
1145	9.27510254E+01
1150	9.26485217E+01
1155	9.30943197E+01
1160	9.30767743E+01
1165	9.33830578E+01
1170	9.34805124E+01
1175	9.37823645E+01
1180	9.37742487E+01
1185	9.40811122E+01
1190	9.41290010E+01
1195	9.44187554E+01
1200	9.44471918E+01
1205	9.47428889E+01
1210	9.49089065E+01
1215	9.51793252E+01
1220	9.52959527E+01
1225	9.56019464E+01
1230	9.56659504E+01
1235	9.58515291E+01
1240	9.59399498E+01
1245	9.62471492E+01
1250	9.64210606E+01
1255	9.66675246E+01
1260	9.67309586E+01
1265	9.70623215E+01
1270	9.71194008E+01
1275	9.73663465E+01
1280	9.73018026E+01
1285	9.75966295E+01
1290	9.75460366E+01
1295	9.78888904E+01
1300	9.79309122E+01
1305	9.82158281E+01
1310	9.82519246E+01
1315	9.86610540E+01
1320	9.86655729E+01
1325	9.89770719E+01
1330	9.88568319E+01
1335	9.92531242E+01
1340	9.91365060E+01
1345	9.95370185E+01
1350	9.94275189E+01
1355	9.97886315E+01
1360	9.97268433E+01
1365	1.00056157E+02
1370	1.00060316E+02
1375	1.00358654E+02
1380	1.00399727E+02
1385	1.00626747E+02
1390	1.00726468E+02
1395	1.00955854E+02
1400	1.01051521E+02
1405	1.01266411E+02
1410	1.01305230E+02
1415	1.01517289E+02
1420	1.01686638E+02
1425	1.01905244E+02
1430	1.02057388E+02
1435	1.02241338E+02
1440	1.02247540E+02
1445	1.02553086E+02
1450	1.02649525E+02
1455	1.02972226E+02
1460	1.03064635E+02
1465	1.03293691E+02
1470	1.03467586E+02
1475	1.03746064E+02
1480	1.03766298E+02
1485	1.03879322E+02
1490	1.04017670E+02
1495	1.04206681E+02
1500	1.04318684E+02
1505	1.04538981E+02
1510	1.04723966E+02
1515	1.04922153E+02
1520	1.04995101E+02
1525	1.05121893E+02
1530	1.05236585E+02
1535	1.05365505E+02
1540	1.05389105E+02
1545	1.05570550E+02
1550	1.05621519E+02
1555	1.05776560E+02
1560	1.05905254E+02
1565	1.06102265E+02
1570	1.06195497E+02
1575	1.06215792E+02
1580	1.06369809E+02
1585	1.06519405E+02
1590	1.06643929E+02
1595	1.06868582E+02
1600	1.06964854E+02
1605	1.07038098E+02
1610	1.07141344E+02
1615	1.07161406E+02
1620	1.07379710E+02
1625	1.07491934E+02
1630	1.07514783E+02
1635	1.07682841E+02
1640	1.07776190E+02
1645	1.07956167E+02
1650	1.07993575E+02
1655	1.08246049E+02
1660	1.08382910E+02
1665	1.08568565E+02
1670	1.08592210E+02
1675	1.08863924E+02
1680	1.08906133E+02
1685	1.09076099E+02
1690	1.09109476E+02
1695	1.09322056E+02
1700	1.09445000E+02
1705	1.09635452E+02
1710	1.09737274E+02
1715	1.09917263E+02
1720	1.09890881E+02
1725	1.10049331E+02
1730	1.10114197E+02
1735	1.10114916E+02
1740	1.10223455E+02
1745	1.10313424E+02
1750	1.10406638E+02
1755	1.10436808E+02
1760	1.10507313E+02
1765	1.10535009E+02
1770	1.10542156E+02
1775	1.10646342E+02
1780	1.10751519E+02
1785	1.10926021E+02
1790	1.10972352E+02
1795	1.11071085E+02
1800	1.11159033E+02
1805	1.11331806E+02
1810	1.11274123E+02
1815	1.11463740E+02
1820	1.11443971E+02
1825	1.11666320E+02
1830	1.11748140E+02
1835	1.11928132E+02
1840	1.12047228E+02
1845	1.12164146E+02
1850	1.12370477E+02
1855	1.12403403E+02
1860	1.12419451E+02
1865	1.12581421E+02
1870	1.12577607E+02
1875	1.12710891E+02
1880	1.12817001E+02
1885	1.12902021E+02
1890	1.12931284E+02
1895	1.13063038E+02
1900	1.13190503E+02
1905	1.13405337E+02
1910	1.13506074E+02
1915	1.13552910E+02
1920	1.13614875E+02
1925	1.13701159E+02
1930	1.13672394E+02
1935	1.13764712E+02
1940	1.13851573E+02
1945	1.13914145E+02
1950	1.14028492E+02
1955	1.14090894E+02
1960	1.14104741E+02
1965	1.14268087E+02
1970	1.14346240E+02
1975	1.14424235E+02
1980	1.14591902E+02
1985	1.14673421E+02
1990	1.14851239E+02
1995	1.14950085E+02
2000	1.15103753E+02
2005	1.15162465E+02
2010	1.15294389E+02
2015	1.15309886E+02
2020	1.15424011E+02
2025	1.15368723E+02
2030	1.15420902E+02
2035	1.15518673E+02
2040	1.15632956E+02
2045	1.15604487E+02
2050	1.15862703E+02
2055	1.15815526E+02
2060	1.16051625E+02
2065	1.16002663E+02
2070	1.16206730E+02
2075	1.16136790E+02
2080	1.16382858E+02
2085	1.16463567E+02
2090	1.16491051E+02
2095	1.16600656E+02
2100	1.16717944E+02
2105	1.16940733E+02
2110	1.17061336E+02
2115	1.17215721E+02
2120	1.17174299E+02
2125	1.17459085E+02
2130	1.17536510E+02
2135	1.17736770E+02
2140	1.17757440E+02
2145	1.17949985E+02
2150	1.17882075E+02
2155	1.18101438E+02
2160	1.18128673E+02
2165	1.18228790E+02
2170	1.18193627E+02
2175	1.18441971E+02
2180	1.18337949E+02
2185	1.18516334E+02
2190	1.18438414E+02
2195	1.18607963E+02
2200	1.18533479E+02
2205	1.18666181E+02
2210	1.18650002E+02
2215	1.18929936E+02
2220	1.18854176E+02
2225	1.19204514E+02
2230	1.19176681E+02
2235	1.19312446E+02
2240	1.19355359E+02
2245	1.19534000E+02
2250	1.19598242E+02
2255	1.19696397E+02
2260	1.19841839E+02
2265	1.19902566E+02
2270	1.20148949E+02
2275	1.20254601E+02
2280	1.20362237E+02
2285	1.20416726E+02
2290	1.20426246E+02
2295	1.20575743E+02
2300	1.20592161E+02
2305	1.20766942E+02
2310	1.20764975E+02
