chain_id	R2	Rg2
0	4.43872022E+03	4.24001623E+02
1	1.35909091E+03	3.00551101E+02
2	1.19542693E+03	2.67894899E+02
3	3.05866863E+03	3.63242606E+02
4	3.85584380E+02	1.74750360E+02
5	4.79100460E+02	1.08196030E+02
6	1.58467913E+02	1.83715561E+02
7	2.33655571E+03	4.25171267E+02
8	4.47028616E+03	5.33975097E+02
9	1.31419334E+03	1.78303562E+02
10	5.71601830E+02	2.66159409E+02
11	2.90523273E+02	1.95109017E+02
12	1.99963948E+03	1.83053236E+02
13	9.92822453E+02	3.06041085E+02
14	9.90243886E+02	2.46528134E+02
15	2.09818987E+03	1.87898025E+02
16	1.10051498E+03	2.21796936E+02
17	1.65976968E+03	3.41762788E+02
18	3.38334312E+03	4.87050310E+02
19	2.61925987E+03	3.89180523E+02
20	2.98004267E+03	2.91784003E+02
21	7.10878431E+02	2.17260246E+02
22	1.16227530E+03	2.04674588E+02
23	1.48641609E+03	3.74644356E+02
24	6.83324024E+02	1.68485064E+02
25	1.44653429E+03	2.70756402E+02
26	1.80405860E+03	2.47926542E+02
27	2.45296339E+02	2.24413147E+02
28	6.53406150E+02	1.11058298E+02
29	1.87894028E+02	1.42855795E+02
30	2.24974848E+03	2.68359151E+02
31	4.98045221E+02	1.44905566E+02
32	1.17585508E+03	2.46109330E+02
33	1.08190200E+03	2.29711079E+02
34	2.18989253E+03	4.53260600E+02
35	1.93772122E+03	3.60547273E+02
36	5.10559081E+02	1.18337962E+02
37	2.50104526E+03	2.28975169E+02
38	1.38350385E+03	2.79235273E+02
39	8.17119371E+02	1.73799299E+02
40	5.12966929E+02	2.01140427E+02
41	1.47265383E+03	3.02508024E+02
42	1.98617752E+03	2.59628739E+02
43	3.17321738E+03	3.89140443E+02
44	1.70194753E+03	3.37728488E+02
45	1.41027687E+03	3.73412162E+02
46	1.10722653E+03	2.12606136E+02
47	3.11697564E+03	3.40819626E+02
48	6.92768036E+02	1.05953002E+02
49	6.60918667E+02	1.74691465E+02
50	3.41323243E+03	3.76698004E+02
51	4.15114214E+03	5.09552512E+02
52	1.49522617E+03	2.65796620E+02
53	2.12240312E+02	1.50454509E+02
54	1.01918815E+03	1.84121994E+02
55	3.52982861E+03	4.69117193E+02
56	1.44461988E+03	2.66152895E+02
57	4.54163409E+03	6.07585445E+02
58	7.30460046E+02	1.90503574E+02
59	6.21670798E+02	1.80493554E+02
60	1.97581326E+03	4.34808841E+02
61	1.81596228E+03	2.10853977E+02
62	1.45475740E+03	1.84937409E+02
63	1.26448799E+03	2.15910701E+02
64	1.85593381E+03	2.83356548E+02
65	3.43363848E+02	1.36927004E+02
66	6.23063511E+02	1.28705555E+02
67	9.32352877E+02	2.27610725E+02
68	1.98955435E+03	3.43813133E+02
69	2.39012068E+03	3.22255748E+02
70	1.03485600E+03	3.37039921E+02
71	2.83046194E+03	2.27057594E+02
72	2.72903941E+02	1.77450165E+02
73	3.51812794E+02	1.42733625E+02
74	2.06984991E+03	2.48296121E+02
75	1.45044630E+03	1.98965167E+02
76	1.66394732E+03	3.46276395E+02
77	7.43047861E+02	2.62220901E+02
78	1.95909707E+03	1.51733292E+02
79	4.34781951E+02	2.20762640E+02
80	3.49895733E+02	1.00876831E+02
81	2.67086309E+03	2.73042983E+02
82	6.55124095E+02	1.79665392E+02
83	2.88442496E+03	4.99380956E+02
84	4.94777468E+03	5.40980909E+02
85	1.78719312E+03	2.06426829E+02
86	2.22245625E+03	2.33593576E+02
87	4.88659456E+02	1.91736271E+02
88	3.25412425E+03	5.06573407E+02
89	2.15513477E+03	2.61695965E+02
90	7.71020262E+02	1.37590477E+02
91	1.93084099E+03	2.93640562E+02
92	1.82974391E+03	2.94139994E+02
93	2.20472719E+03	2.28273596E+02
94	1.42046297E+03	2.24925250E+02
95	7.58035385E+02	2.13172751E+02
96	1.86347717E+03	2.99917635E+02
97	2.17832547E+03	2.62747962E+02
98	1.87769373E+03	2.67111706E+02
99	8.85078263E+02	2.01345411E+02
