lag_sweep	g_CM
5	2.81618229E-01
10	4.19019325E-01
15	5.21550405E-01
20	6.07458795E-01
25	6.84596983E-01
30	7.54641365E-01
35	8.17992304E-01
40	8.78251772E-01
45	9.35383576E-01
50	9.88829949E-01
55	1.04307437E+00
60	1.09497156E+00
65	1.14291853E+00
70	1.18711721E+00
75	1.23134088E+00
80	1.27486370E+00
85	1.31921369E+00
90	1.36021722E+00
95	1.40063622E+00
100	1.43825006E+00
105	1.47528622E+00
110	1.51385653E+00
115	1.55372822E+00
120	1.59177687E+00
125	1.62797303E+00
130	1.66464927E+00
135	1.69964546E+00
140	1.73631791E+00
145	1.77139569E+00
150	1.80643225E+00
155	1.84272869E+00
160	1.87843486E+00
165	1.91275009E+00
170	1.94543875E+00
175	1.97964275E+00
180	2.01205812E+00
185	2.04432824E+00
190	2.07539545E+00
195	2.10862663E+00
200	2.14068008E+00
205	2.17149170E+00
210	2.20210355E+00
215	2.23569706E+00
220	2.26728577E+00
225	2.29785476E+00
230	2.32954380E+00
235	2.36074955E+00
240	2.38993543E+00
245	2.42041945E+00
250	2.45078879E+00
255	2.47923115E+00
260	2.50580050E+00
265	2.53389344E+00
270	2.56121635E+00
275	2.58885444E+00
280	2.61708671E+00
285	2.64428068E+00
290	2.67267489E+00
295	2.70087123E+00
300	2.73064283E+00
305	2.75758504E+00
310	2.78477796E+00
315	2.81222354E+00
320	2.83859777E+00
325	2.86612219E+00
330	2.89329073E+00
335	2.91841676E+00
340	2.94555102E+00
345	2.97372656E+00
350	3.00158687E+00
355	3.03070279E+00
360	3.06024661E+00
365	3.08908563E+00
370	3.11736241E+00
375	3.14536437E+00
380	3.17155554E+00
385	3.19754155E+00
390	3.22543945E+00
395	3.25329159E+00
400	3.27856283E+00
405	3.30367203E+00
410	3.33110681E+00
415	3.35533263E+00
420	3.37950565E+00
425	3.40366491E+00
430	3.42723506E+00
435	3.45069902E+00
440	3.47430600E+00
445	3.49732700E+00
450	3.52116151E+00
455	3.54263636E+00
460	3.56258789E+00
465	3.58500230E+00
470	3.60681254E+00
475	3.62796539E+00
480	3.64882355E+00
485	3.67198303E+00
490	3.69611111E+00
495	3.71869289E+00
500	3.74012858E+00
505	3.75980040E+00
510	3.78037772E+00
515	3.79838643E+00
520	3.81976742E+00
525	3.84156631E+00
530	3.86467021E+00
535	3.88782531E+00
540	3.91106655E+00
545	3.93237081E+00
550	3.95523928E+00
555	3.97720833E+00
560	3.99826873E+00
565	4.01959036E+00
570	4.04156116E+00
575	4.06245206E+00
580	4.08219287E+00
585	4.10371954E+00
590	4.12446238E+00
595	4.14458069E+00
600	4.16656972E+00
605	4.18725774E+00
610	4.20566796E+00
615	4.22670842E+00
620	4.24776642E+00
625	4.26600669E+00
630	4.28482004E+00
635	4.30238707E+00
640	4.31864132E+00
645	4.33807672E+00
650	4.35623470E+00
655	4.37512731E+00
660	4.39351849E+00
665	4.41328595E+00
670	4.43284201E+00
675	4.45344768E+00
680	4.47249951E+00
685	4.49188639E+00
690	4.51225037E+00
695	4.53434818E+00
700	4.55753444E+00
705	4.57722966E+00
710	4.59408036E+00
715	4.61254294E+00
720	4.63237682E+00
725	4.65245463E+00
730	4.66862527E+00
735	4.68535300E+00
740	4.70531200E+00
745	4.72608583E+00
750	4.74625642E+00
755	4.76217947E+00
760	4.78035305E+00
765	4.79762694E+00
770	4.81764725E+00
775	4.83344195E+00
780	4.85156450E+00
785	4.87080231E+00
790	4.88878289E+00
795	4.91009631E+00
800	4.92968030E+00
805	4.94851270E+00
810	4.96715721E+00
815	4.98906186E+00
820	5.00970843E+00
825	5.03119313E+00
830	5.05240383E+00
835	5.07548542E+00
840	5.09853675E+00
845	5.12156913E+00
850	5.14389247E+00
855	5.16415232E+00
860	5.18799852E+00
865	5.21203169E+00
870	5.23412363E+00
875	5.25517089E+00
880	5.27534571E+00
885	5.29403667E+00
890	5.31333466E+00
895	5.32876648E+00
900	5.34623124E+00
905	5.36174946E+00
910	5.37976977E+00
915	5.39612157E+00
920	5.41552131E+00
925	5.43194461E+00
930	5.44845931E+00
935	5.46675926E+00
940	5.48520138E+00
945	5.50137437E+00
950	5.51719715E+00
955	5.53521459E+00
960	5.55184589E+00
965	5.57217739E+00
970	5.59237033E+00
975	5.61120735E+00
980	5.62935108E+00
985	5.64849828E+00
990	5.66863913E+00
995	5.68668093E+00
1000	5.70728485E+00
1005	5.72490140E+00
1010	5.74329775E+00
1015	5.76201823E+00
1020	5.77782070E+00
1025	5.79609120E+00
1030	5.81375939E+00
1035	5.82778788E+00
1040	5.84601176E+00
1045	5.86231938E+00
1050	5.88023442E+00
1055	5.89768760E+00
1060	5.91419214E+00
1065	5.93221292E+00
1070	5.95046092E+00
1075	5.96755896E+00
1080	5.98476719E+00
1085	5.99921908E+00
1090	6.01577185E+00
1095	6.03627942E+00
1100	6.05611997E+00
1105	6.07612479E+00
1110	6.09857513E+00
1115	6.12139023E+00
1120	6.13910092E+00
1125	6.15972120E+00
1130	6.17972129E+00
1135	6.19932056E+00
1140	6.22016265E+00
1145	6.23822787E+00
1150	6.25736343E+00
1155	6.27551337E+00
1160	6.29410881E+00
1165	6.31381347E+00
1170	6.33207895E+00
1175	6.35199937E+00
1180	6.37020594E+00
1185	6.39007250E+00
1190	6.40896500E+00
1195	6.43040614E+00
1200	6.44650496E+00
1205	6.46469023E+00
