sweep	phase	mean_R2	mean_Rg2	ratio_R2_Rg2	energy_total	accepted_moves
48000	equilibration	4.82400862E+03	7.53187625E+02	6.40479008E+00	0.00000000E+00	1590
49000	equilibration	4.74665642E+03	7.41515872E+02	6.40128768E+00	0.00000000E+00	1549
50000	production	4.54857214E+03	7.52143970E+02	6.04747537E+00	0.00000000E+00	1572
50001	production	4.59441361E+03	7.51822689E+02	6.11103346E+00	0.00000000E+00	1483
50002	production	4.57271563E+03	7.50791960E+02	6.09052290E+00	0.00000000E+00	1489
50003	production	4.60729522E+03	7.51995029E+02	6.12676287E+00	0.00000000E+00	1508
50004	production	4.60712822E+03	7.51224451E+02	6.13282517E+00	0.00000000E+00	1500
50005	production	4.56792922E+03	7.51061356E+02	6.08196545E+00	0.00000000E+00	1489
50006	production	4.56200317E+03	7.51721330E+02	6.06874249E+00	0.00000000E+00	1510
50007	production	4.63456405E+03	7.53908788E+02	6.14738032E+00	0.00000000E+00	1598
50008	production	4.64897850E+03	7.54369402E+02	6.16273471E+00	0.00000000E+00	1572
50009	production	4.68994831E+03	7.55546878E+02	6.20735582E+00	0.00000000E+00	1544
50010	production	4.68765382E+03	7.54832177E+02	6.21019342E+00	0.00000000E+00	1540
50011	production	4.67781240E+03	7.55742457E+02	6.18969116E+00	0.00000000E+00	1605
50012	production	4.62490381E+03	7.55478103E+02	6.12182378E+00	0.00000000E+00	1587
50013	production	4.65739169E+03	7.52895945E+02	6.18596996E+00	0.00000000E+00	1595
50014	production	4.63512865E+03	7.53929356E+02	6.14796150E+00	0.00000000E+00	1581
50015	production	4.62182320E+03	7.54465137E+02	6.12595993E+00	0.00000000E+00	1578
50016	production	4.63692290E+03	7.53691945E+02	6.15227870E+00	0.00000000E+00	1620
50017	production	4.64251657E+03	7.55167622E+02	6.14766369E+00	0.00000000E+00	1633
50018	production	4.65406027E+03	7.54881294E+02	6.16528758E+00	0.00000000E+00	1644
50019	production	4.64874156E+03	7.55873261E+02	6.15016008E+00	0.00000000E+00	1615
50020	production	4.66858843E+03	7.56099155E+02	6.17457168E+00	0.00000000E+00	1639
50021	production	4.71378589E+03	7.56068723E+02	6.23459978E+00	0.00000000E+00	1616
50022	production	4.67911808E+03	7.54781087E+02	6.19930489E+00	0.00000000E+00	1629
50023	production	4.65913403E+03	7.55273931E+02	6.16880027E+00	0.00000000E+00	1639
50024	production	4.67449709E+03	7.55003392E+02	6.19135906E+00	0.00000000E+00	1658
50025	production	4.71833305E+03	7.55184769E+02	6.24791872E+00	0.00000000E+00	1686
50026	production	4.73080707E+03	7.53841277E+02	6.27560099E+00	0.00000000E+00	1648
50027	production	4.68236377E+03	7.54166582E+02	6.20865984E+00	0.00000000E+00	1630
50028	production	4.63320753E+03	7.54739070E+02	6.13882031E+00	0.00000000E+00	1683
50029	production	4.68524413E+03	7.54953272E+02	6.20600547E+00	0.00000000E+00	1692
50030	production	4.65422290E+03	7.53346505E+02	6.17806396E+00	0.00000000E+00	1662
50031	production	4.65039403E+03	7.53471488E+02	6.17195753E+00	0.00000000E+00	1671
50032	production	4.70037011E+03	7.53844472E+02	6.23519874E+00	0.00000000E+00	1695
50033	production	4.74692956E+03	7.54672671E+02	6.29005096E+00	0.00000000E+00	1691
50034	production	4.76364908E+03	7.57441361E+02	6.28913250E+00	0.00000000E+00	1652
50035	production	4.78150103E+03	7.57729334E+02	6.31030213E+00	0.00000000E+00	1683
50036	production	4.70794151E+03	7.55439025E+02	6.23206024E+00	0.00000000E+00	1686
50037	production	4.68252859E+03	7.55439064E+02	6.19841999E+00	0.00000000E+00	1691
50038	production	4.67321195E+03	7.55243057E+02	6.18769270E+00	0.00000000E+00	1714
50039	production	4.67053848E+03	7.54969078E+02	6.18639705E+00	0.00000000E+00	1696
50040	production	4.73528380E+03	7.55868013E+02	6.26469664E+00	0.00000000E+00	1743
50041	production	4.68871752E+03	7.55343743E+02	6.20739572E+00	0.00000000E+00	1745
50042	production	4.72543484E+03	7.56447278E+02	6.24687929E+00	0.00000000E+00	1708
50043	production	4.74481291E+03	7.57030080E+02	6.26766761E+00	0.00000000E+00	1734
50044	production	4.68899897E+03	7.56259898E+02	6.20024806E+00	0.00000000E+00	1703
50045	production	4.67029215E+03	7.56158074E+02	6.17634370E+00	0.00000000E+00	1711
50046	production	4.62660538E+03	7.56588432E+02	6.11508872E+00	0.00000000E+00	1716
50047	production	4.60926122E+03	7.56168442E+02	6.09554824E+00	0.00000000E+00	1775
50048	production	4.64024716E+03	7.56239082E+02	6.13595259E+00	0.00000000E+00	1765
50049	production	4.64525319E+03	7.56390583E+02	6.14134191E+00	0.00000000E+00	1714
50050	production	4.62925225E+03	7.55753171E+02	6.12534942E+00	0.00000000E+00	1740
50051	production	4.68255785E+03	7.55829628E+02	6.19525575E+00	0.00000000E+00	1764
50052	production	4.65171354E+03	7.55620734E+02	6.15614863E+00	0.00000000E+00	1739
50053	production	4.61856796E+03	7.55895914E+02	6.11005811E+00	0.00000000E+00	1749
50054	production	4.57015120E+03	7.53908053E+02	6.06194771E+00	0.00000000E+00	1762
50055	production	4.52667426E+03	7.52390293E+02	6.01639110E+00	0.00000000E+00	1764
50056	production	4.53220259E+03	7.49839295E+02	6.04423191E+00	0.00000000E+00	1742
50057	production	4.56629301E+03	7.50779877E+02	6.08206633E+00	0.00000000E+00	1757
50058	production	4.59670671E+03	7.50752628E+02	6.12279802E+00	0.00000000E+00	1716
50059	production	4.67393297E+03	7.51389702E+02	6.22038465E+00	0.00000000E+00	1721
50060	production	4.62219430E+03	7.51377015E+02	6.15163122E+00	0.00000000E+00	1744
50061	production	4.62189858E+03	7.52461014E+02	6.14237615E+00	0.00000000E+00	1722
50062	production	4.61065412E+03	7.52910165E+02	6.12377723E+00	0.00000000E+00	1734
50063	production	4.66196833E+03	7.54912673E+02	6.17550678E+00	0.00000000E+00	1739
50064	production	4.59271037E+03	7.54585516E+02	6.08640144E+00	0.00000000E+00	1749
50065	production	4.61858797E+03	7.54437328E+02	6.12189746E+00	0.00000000E+00	1746
50066	production	4.58929668E+03	7.53583282E+02	6.08996615E+00	0.00000000E+00	1733
50067	production	4.61600944E+03	7.52493784E+02	6.13428249E+00	0.00000000E+00	1722
50068	production	4.65848787E+03	7.53366082E+02	6.18356464E+00	0.00000000E+00	1752
50069	production	4.73396832E+03	7.53491169E+02	6.28271241E+00	0.00000000E+00	1776
50070	production	4.75822490E+03	7.53264435E+02	6.31680546E+00	0.00000000E+00	1770
50071	production	4.78496385E+03	7.53787213E+02	6.34789736E+00	0.00000000E+00	1736
50072	production	4.72522355E+03	7.54535575E+02	6.26242646E+00	0.00000000E+00	1709
50073	production	4.81304146E+03	7.54756195E+02	6.37694859E+00	0.00000000E+00	1732
50074	production	4.80941949E+03	7.55882737E+02	6.36265290E+00	0.00000000E+00	1749
50075	production	4.75027465E+03	7.54081387E+02	6.29941904E+00	0.00000000E+00	1735
50076	production	4.71549307E+03	7.52628589E+02	6.26536533E+00	0.00000000E+00	1748
50077	production	4.74848323E+03	7.54015468E+02	6.29759393E+00	0.00000000E+00	1750
50078	production	4.77677983E+03	7.54340558E+02	6.33239162E+00	0.00000000E+00	1784
50079	production	4.79581257E+03	7.56098530E+02	6.34284076E+00	0.00000000E+00	1737
50080	production	4.79106979E+03	7.55019212E+02	6.34562633E+00	0.00000000E+00	1745
50081	production	4.77808914E+03	7.54864659E+02	6.32972955E+00	0.00000000E+00	1770
50082	production	4.74740096E+03	7.54724547E+02	6.29024321E+00	0.00000000E+00	1770
50083	production	4.74198298E+03	7.52979445E+02	6.29762607E+00	0.00000000E+00	1777
50084	production	4.73981534E+03	7.51718259E+02	6.30530824E+00	0.00000000E+00	1787
50085	production	4.77043126E+03	7.50798484E+02	6.35381046E+00	0.00000000E+00	1788
50086	production	4.75798685E+03	7.51771075E+02	6.32903687E+00	0.00000000E+00	1743
50087	production	4.76284360E+03	7.51942751E+02	6.33405082E+00	0.00000000E+00	1750
50088	production	4.73263489E+03	7.52100651E+02	6.29255524E+00	0.00000000E+00	1754
50089	production	4.71276150E+03	7.51306946E+02	6.27275114E+00	0.00000000E+00	1779
50090	production	4.73299911E+03	7.51741276E+02	6.29604794E+00	0.00000000E+00	1787
50091	production	4.81939612E+03	7.53380603E+02	6.39702708E+00	0.00000000E+00	1746
50092	production	4.84862482E+03	7.54470550E+02	6.42652629E+00	0.00000000E+00	1743
50093	production	4.83307298E+03	7.53674460E+02	6.41267978E+00	0.00000000E+00	1748
50094	production	4.86147273E+03	7.54064015E+02	6.44702921E+00	0.00000000E+00	1753
50095	production	4.80691924E+03	7.53181380E+02	6.38215358E+00	0.00000000E+00	1741
50096	production	4.85753546E+03	7.54871106E+02	6.43492037E+00	0.00000000E+00	1731
50097	production	4.80519282E+03	7.54703190E+02	6.36699684E+00	0.00000000E+00	1732
50098	production	4.85022406E+03	7.54214812E+02	6.43082578E+00	0.00000000E+00	1771
50099	production	4.81486483E+03	7.52399731E+02	6.39934416E+00	0.00000000E+00	1786
50100	production	4.78170136E+03	7.51651593E+02	6.36159280E+00	0.00000000E+00	1558
50101	production	4.81088518E+03	7.52356200E+02	6.39442485E+00	0.00000000E+00	1481
50102	production	4.83756397E+03	7.53813763E+02	6.41745244E+00	0.00000000E+00	1468
50103	production	4.80913369E+03	7.53641482E+02	6.38119558E+00	0.00000000E+00	1465
50104	production	4.78438115E+03	7.53028124E+02	6.35352252E+00	0.00000000E+00	1412
50105	production	4.72668527E+03	7.52508875E+02	6.28123525E+00	0.00000000E+00	1464
50106	production	4.71335186E+03	7.52581637E+02	6.26291106E+00	0.00000000E+00	1480
50107	production	4.69653944E+03	7.52558316E+02	6.24076479E+00	0.00000000E+00	1510
50108	production	4.68000392E+03	7.52599599E+02	6.21845125E+00	0.00000000E+00	1589
50109	production	4.69743640E+03	7.53933522E+02	6.23057109E+00	0.00000000E+00	1600
50110	production	4.70517996E+03	7.54126153E+02	6.23924782E+00	0.00000000E+00	1618
50111	production	4.77094395E+03	7.54964534E+02	6.31942791E+00	0.00000000E+00	1624
50112	production	4.80252906E+03	7.52792141E+02	6.37962168E+00	0.00000000E+00	1634
50113	production	4.85401635E+03	7.51196584E+02	6.46171249E+00	0.00000000E+00	1622
50114	production	4.81645555E+03	7.51607536E+02	6.40820551E+00	0.00000000E+00	1599
50115	production	4.80653478E+03	7.51053214E+02	6.39972599E+00	0.00000000E+00	1605
50116	production	4.75285197E+03	7.50955678E+02	6.32907122E+00	0.00000000E+00	1638
50117	production	4.75436552E+03	7.51478569E+02	6.32668145E+00	0.00000000E+00	1654
50118	production	4.69585686E+03	7.50664733E+02	6.25559808E+00	0.00000000E+00	1648
50119	production	4.65121618E+03	7.51547793E+02	6.18884949E+00	0.00000000E+00	1624
50120	production	4.63934872E+03	7.52507038E+02	6.16518980E+00	0.00000000E+00	1637
50121	production	4.61534406E+03	7.54305527E+02	6.11866664E+00	0.00000000E+00	1643
50122	production	4.56481228E+03	7.53508554E+02	6.05807625E+00	0.00000000E+00	1600
50123	production	4.52687555E+03	7.53062516E+02	6.01128785E+00	0.00000000E+00	1616
50124	production	4.54281668E+03	7.54604038E+02	6.02013301E+00	0.00000000E+00	1622
50125	production	4.48275541E+03	7.52713138E+02	5.95546322E+00	0.00000000E+00	1659
50126	production	4.47330519E+03	7.52432790E+02	5.94512260E+00	0.00000000E+00	1635
50127	production	4.47752741E+03	7.53011790E+02	5.94615845E+00	0.00000000E+00	1674
50128	production	4.48651971E+03	7.51780162E+02	5.96786127E+00	0.00000000E+00	1673
50129	production	4.43554141E+03	7.50240141E+02	5.91216221E+00	0.00000000E+00	1665
50130	production	4.45296926E+03	7.50168519E+02	5.93595858E+00	0.00000000E+00	1648
50131	production	4.47921534E+03	7.51840210E+02	5.95766930E+00	0.00000000E+00	1692
50132	production	4.52711407E+03	7.52004334E+02	6.02006381E+00	0.00000000E+00	1722
50133	production	4.54345433E+03	7.52256256E+02	6.03976942E+00	0.00000000E+00	1682
50134	production	4.58213499E+03	7.52013907E+02	6.09315194E+00	0.00000000E+00	1668
50135	production	4.56691248E+03	7.52883445E+02	6.06589574E+00	0.00000000E+00	1724
50136	production	4.58344620E+03	7.52348320E+02	6.09218640E+00	0.00000000E+00	1680
50137	production	4.59980285E+03	7.52197726E+02	6.11515123E+00	0.00000000E+00	1723
50138	production	4.57529226E+03	7.53288332E+02	6.07375962E+00	0.00000000E+00	1714
50139	production	4.56480132E+03	7.54485003E+02	6.05022141E+00	0.00000000E+00	1657
50140	production	4.60373073E+03	7.54250312E+02	6.10371737E+00	0.00000000E+00	1705
50141	production	4.60044658E+03	7.54163847E+02	6.10006247E+00	0.00000000E+00	1714
50142	production	4.63922328E+03	7.54490962E+02	6.14881226E+00	0.00000000E+00	1717
50143	production	4.59653205E+03	7.54182858E+02	6.09471828E+00	0.00000000E+00	1702
50144	production	4.63640695E+03	7.54693930E+02	6.14342685E+00	0.00000000E+00	1684
50145	production	4.68188020E+03	7.55577517E+02	6.19642603E+00	0.00000000E+00	1729
50146	production	4.63987329E+03	7.54309116E+02	6.15115632E+00	0.00000000E+00	1726
50147	production	4.62240452E+03	7.54265559E+02	6.12835156E+00	0.00000000E+00	1711
50148	production	4.64065424E+03	7.53762026E+02	6.15665698E+00	0.00000000E+00	1707
50149	production	4.65513981E+03	7.53128566E+02	6.18106924E+00	0.00000000E+00	1696
50150	production	4.73068828E+03	7.55126220E+02	6.26476496E+00	0.00000000E+00	1634
50151	production	4.73704047E+03	7.57063858E+02	6.25712141E+00	0.00000000E+00	1716
50152	production	4.74934172E+03	7.57730832E+02	6.26784805E+00	0.00000000E+00	1739
50153	production	4.66578284E+03	7.56859836E+02	6.16465906E+00	0.00000000E+00	1724
50154	production	4.62906466E+03	7.54430258E+02	6.13584173E+00	0.00000000E+00	1718
50155	production	4.67035514E+03	7.56222026E+02	6.17590466E+00	0.00000000E+00	1731
50156	production	4.66760190E+03	7.57506177E+02	6.16180045E+00	0.00000000E+00	1759
50157	production	4.70510387E+03	7.58927614E+02	6.19967410E+00	0.00000000E+00	1713
50158	production	4.68968124E+03	7.60693376E+02	6.16500865E+00	0.00000000E+00	1716
50159	production	4.70810660E+03	7.59975398E+02	6.19507765E+00	0.00000000E+00	1728
50160	production	4.73053630E+03	7.59324940E+02	6.22992352E+00	0.00000000E+00	1759
50161	production	4.68801626E+03	7.58507638E+02	6.18057884E+00	0.00000000E+00	1720
50162	production	4.64025643E+03	7.56441210E+02	6.13432527E+00	0.00000000E+00	1747
50163	production	4.65026506E+03	7.53214602E+02	6.17389128E+00	0.00000000E+00	1730
50164	production	4.63071149E+03	7.52757263E+02	6.15166630E+00	0.00000000E+00	1671
50165	production	4.59643377E+03	7.51394570E+02	6.11720387E+00	0.00000000E+00	1755
50166	production	4.59748905E+03	7.51534079E+02	6.11747249E+00	0.00000000E+00	1713
50167	production	4.59292202E+03	7.51509750E+02	6.11159339E+00	0.00000000E+00	1718
50168	production	4.62471350E+03	7.52572597E+02	6.14520581E+00	0.00000000E+00	1764
50169	production	4.69985113E+03	7.52288469E+02	6.24740552E+00	0.00000000E+00	1757
50170	production	4.68914062E+03	7.51063725E+02	6.24333258E+00	0.00000000E+00	1721
50171	production	4.73578072E+03	7.53060944E+02	6.28870845E+00	0.00000000E+00	1733
50172	production	4.74450961E+03	7.52326260E+02	6.30645222E+00	0.00000000E+00	1757
50173	production	4.77342758E+03	7.53136449E+02	6.33806474E+00	0.00000000E+00	1746
50174	production	4.74458425E+03	7.51307157E+02	6.31510588E+00	0.00000000E+00	1760
50175	production	4.74431998E+03	7.52500567E+02	6.30473941E+00	0.00000000E+00	1771
50176	production	4.70627445E+03	7.53793244E+02	6.24345534E+00	0.00000000E+00	1762
50177	production	4.72465746E+03	7.53948381E+02	6.26655296E+00	0.00000000E+00	1744
50178	production	4.71741356E+03	7.55393733E+02	6.24497313E+00	0.00000000E+00	1740
50179	production	4.71325550E+03	7.55122236E+02	6.24171196E+00	0.00000000E+00	1780
50180	production	4.66574868E+03	7.56406555E+02	6.16830810E+00	0.00000000E+00	1798
50181	production	4.69622405E+03	7.56997223E+02	6.20375334E+00	0.00000000E+00	1778
50182	production	4.65505097E+03	7.56071798E+02	6.15689011E+00	0.00000000E+00	1773
50183	production	4.61834538E+03	7.57076593E+02	6.10023534E+00	0.00000000E+00	1750
50184	production	4.57893641E+03	7.57045750E+02	6.04842761E+00	0.00000000E+00	1760
50185	production	4.60785688E+03	7.57238150E+02	6.08508284E+00	0.00000000E+00	1734
50186	production	4.61907033E+03	7.58155600E+02	6.09250968E+00	0.00000000E+00	1750
50187	production	4.62115124E+03	7.58692818E+02	6.09093843E+00	0.00000000E+00	1803
50188	production	4.64963023E+03	7.58613483E+02	6.12911626E+00	0.00000000E+00	1783
50189	production	4.69223455E+03	7.61540209E+02	6.16150597E+00	0.00000000E+00	1781
50190	production	4.67442686E+03	7.59754016E+02	6.15255301E+00	0.00000000E+00	1777
50191	production	4.64733529E+03	7.58398871E+02	6.12782464E+00	0.00000000E+00	1768
50192	production	4.60465388E+03	7.57949005E+02	6.07514998E+00	0.00000000E+00	1754
50193	production	4.67478009E+03	7.60572842E+02	6.14639365E+00	0.00000000E+00	1742
50194	production	4.74911131E+03	7.61967546E+02	6.23269499E+00	0.00000000E+00	1765
50195	production	4.74687515E+03	7.62281712E+02	6.22719275E+00	0.00000000E+00	1763
50196	production	4.77414105E+03	7.64664170E+02	6.24344808E+00	0.00000000E+00	1797
50197	production	4.79835388E+03	7.64086100E+02	6.27986019E+00	0.00000000E+00	1780
50198	production	4.83121553E+03	7.63878840E+02	6.32458353E+00	0.00000000E+00	1739
50199	production	4.83185178E+03	7.64046494E+02	6.32402848E+00	0.00000000E+00	1758
50200	production	4.76556114E+03	7.63204246E+02	6.24414914E+00	0.00000000E+00	1564
50201	production	4.80798067E+03	7.62907225E+02	6.30218264E+00	0.00000000E+00	1501
50202	production	4.78737306E+03	7.62450252E+02	6.27893170E+00	0.00000000E+00	1433
50203	production	4.75675414E+03	7.62361034E+02	6.23950324E+00	0.00000000E+00	1504
50204	production	4.74526061E+03	7.61072460E+02	6.23496560E+00	0.00000000E+00	1524
50205	production	4.75266513E+03	7.61714691E+02	6.23942953E+00	0.00000000E+00	1524
50206	production	4.72394773E+03	7.61291239E+02	6.20517811E+00	0.00000000E+00	1544
50207	production	4.69745734E+03	7.59544832E+02	6.18456889E+00	0.00000000E+00	1543
50208	production	4.71059360E+03	7.58990648E+02	6.20639215E+00	0.00000000E+00	1526
50209	production	4.74444394E+03	7.61009706E+02	6.23440662E+00	0.00000000E+00	1581
50210	production	4.71891847E+03	7.61100087E+02	6.20012867E+00	0.00000000E+00	1594
50211	production	4.68050756E+03	7.60277234E+02	6.15631687E+00	0.00000000E+00	1588
50212	production	4.73101527E+03	7.61446805E+02	6.21319210E+00	0.00000000E+00	1612
50213	production	4.65042774E+03	7.61037439E+02	6.11064253E+00	0.00000000E+00	1571
50214	production	4.65001743E+03	7.60508441E+02	6.11435348E+00	0.00000000E+00	1594
50215	production	4.65241408E+03	7.61033108E+02	6.11328736E+00	0.00000000E+00	1634
50216	production	4.63185759E+03	7.59760221E+02	6.09647289E+00	0.00000000E+00	1611
50217	production	4.63477222E+03	7.60957110E+02	6.09071413E+00	0.00000000E+00	1637
50218	production	4.66122980E+03	7.61665179E+02	6.11978849E+00	0.00000000E+00	1599
50219	production	4.64349272E+03	7.61926485E+02	6.09441043E+00	0.00000000E+00	1607
50220	production	4.65673309E+03	7.61237197E+02	6.11732205E+00	0.00000000E+00	1631
50221	production	4.69104791E+03	7.60901698E+02	6.16511688E+00	0.00000000E+00	1638
50222	production	4.69802816E+03	7.62515961E+02	6.16121943E+00	0.00000000E+00	1665
50223	production	4.72778547E+03	7.63265476E+02	6.19415605E+00	0.00000000E+00	1688
50224	production	4.74609948E+03	7.64256446E+02	6.21008761E+00	0.00000000E+00	1645
50225	production	4.78439208E+03	7.66460093E+02	6.24219334E+00	0.00000000E+00	1700
50226	production	4.76588518E+03	7.66333139E+02	6.21907750E+00	0.00000000E+00	1703
50227	production	4.74607410E+03	7.64706533E+02	6.20639931E+00	0.00000000E+00	1692
50228	production	4.74348098E+03	7.64115987E+02	6.20780230E+00	0.00000000E+00	1716
50229	production	4.78385795E+03	7.64603482E+02	6.25665205E+00	0.00000000E+00	1708
50230	production	4.82964275E+03	7.64286129E+02	6.31915531E+00	0.00000000E+00	1687
50231	production	4.82911298E+03	7.65753017E+02	6.30635841E+00	0.00000000E+00	1681
50232	production	4.88324250E+03	7.67296757E+02	6.36421627E+00	0.00000000E+00	1703
50233	production	4.89040504E+03	7.67000208E+02	6.37601527E+00	0.00000000E+00	1647
50234	production	4.92494075E+03	7.66282806E+02	6.42705370E+00	0.00000000E+00	1671
50235	production	4.93081849E+03	7.66293436E+02	6.43463491E+00	0.00000000E+00	1674
50236	production	4.92541182E+03	7.65846101E+02	6.43133368E+00	0.00000000E+00	1647
50237	production	4.93029242E+03	7.66083850E+02	6.43570861E+00	0.00000000E+00	1657
50238	production	4.95894055E+03	7.65836343E+02	6.47519616E+00	0.00000000E+00	1644
50239	production	4.91065104E+03	7.65914890E+02	6.41148397E+00	0.00000000E+00	1644
50240	production	4.90111465E+03	7.65168187E+02	6.40527759E+00	0.00000000E+00	1675
50241	production	4.95330831E+03	7.65847550E+02	6.46774716E+00	0.00000000E+00	1661
50242	production	4.90821628E+03	7.65913813E+02	6.40831409E+00	0.00000000E+00	1687
50243	production	4.82982448E+03	7.66196359E+02	6.30363800E+00	0.00000000E+00	1700
50244	production	4.80221982E+03	7.65791205E+02	6.27092579E+00	0.00000000E+00	1716
50245	production	4.79263214E+03	7.64960096E+02	6.26520541E+00	0.00000000E+00	1695
50246	production	4.73109445E+03	7.64525099E+02	6.18827879E+00	0.00000000E+00	1751
50247	production	4.78375810E+03	7.65246389E+02	6.25126518E+00	0.00000000E+00	1759
50248	production	4.78058362E+03	7.65588106E+02	6.24432849E+00	0.00000000E+00	1758
50249	production	4.71017263E+03	7.64443964E+02	6.16156690E+00	0.00000000E+00	1724
50250	production	4.72815816E+03	7.65799968E+02	6.17414254E+00	0.00000000E+00	1717
50251	production	4.76898536E+03	7.65134836E+02	6.23286921E+00	0.00000000E+00	1730
50252	production	4.77387337E+03	7.64065216E+02	6.24799202E+00	0.00000000E+00	1709
50253	production	4.73675254E+03	7.63794747E+02	6.20160398E+00	0.00000000E+00	1715
50254	production	4.75379272E+03	7.63254495E+02	6.22831933E+00	0.00000000E+00	1742
50255	production	4.72110015E+03	7.63218761E+02	6.18577582E+00	0.00000000E+00	1733
50256	production	4.75666984E+03	7.62550781E+02	6.23784010E+00	0.00000000E+00	1749
50257	production	4.74257138E+03	7.62436472E+02	6.22028399E+00	0.00000000E+00	1700
50258	production	4.74104038E+03	7.62790523E+02	6.21538973E+00	0.00000000E+00	1744
50259	production	4.79002481E+03	7.64866624E+02	6.26256220E+00	0.00000000E+00	1745
50260	production	4.71661167E+03	7.63373717E+02	6.17864037E+00	0.00000000E+00	1690
50261	production	4.73691389E+03	7.62894048E+02	6.20913730E+00	0.00000000E+00	1731
