lag_sweep	g_R
5	9.83487707E-01
10	9.75963027E-01
15	9.70137486E-01
20	9.65307436E-01
25	9.61013268E-01
30	9.57095611E-01
35	9.53686651E-01
40	9.50469083E-01
45	9.47349933E-01
50	9.44323403E-01
55	9.41098227E-01
60	9.38271538E-01
65	9.35729196E-01
70	9.33031864E-01
75	9.30736585E-01
80	9.28339461E-01
85	9.26061472E-01
90	9.23705748E-01
95	9.21613334E-01
100	9.19669134E-01
105	9.17726429E-01
110	9.15994803E-01
115	9.14340071E-01
120	9.12398460E-01
125	9.10817952E-01
130	9.09321580E-01
135	9.07559150E-01
140	9.06188549E-01
145	9.04713799E-01
150	9.03295831E-01
155	9.01905384E-01
160	9.00439187E-01
165	8.99221498E-01
170	8.98011681E-01
175	8.96681412E-01
180	8.95282181E-01
185	8.94332370E-01
190	8.93049978E-01
195	8.91814984E-01
200	8.90476231E-01
205	8.89212541E-01
210	8.88128331E-01
215	8.87016582E-01
220	8.85916502E-01
225	8.84683175E-01
230	8.83447231E-01
235	8.82095653E-01
240	8.80756919E-01
245	8.79399897E-01
250	8.78226829E-01
255	8.76810439E-01
260	8.75242985E-01
265	8.74239574E-01
270	8.72922117E-01
275	8.71809491E-01
280	8.70429013E-01
285	8.69229820E-01
290	8.67748117E-01
295	8.66310180E-01
300	8.65057792E-01
305	8.64051377E-01
310	8.62788008E-01
315	8.61503394E-01
320	8.60376639E-01
325	8.59324639E-01
330	8.58145867E-01
335	8.57046881E-01
340	8.56006396E-01
345	8.55044357E-01
350	8.54066856E-01
355	8.52996381E-01
360	8.51927682E-01
365	8.51014872E-01
370	8.49917642E-01
375	8.48853591E-01
380	8.47872500E-01
385	8.46609170E-01
390	8.45579800E-01
395	8.44618254E-01
400	8.43580480E-01
405	8.42367531E-01
410	8.40963926E-01
415	8.39846068E-01
420	8.38735839E-01
425	8.37704597E-01
430	8.36493849E-01
435	8.35383545E-01
440	8.34585625E-01
445	8.33482982E-01
450	8.32353233E-01
455	8.31193933E-01
460	8.30629797E-01
465	8.29774818E-01
470	8.28951459E-01
475	8.28035064E-01
480	8.27121555E-01
485	8.26439072E-01
490	8.25435169E-01
495	8.24782670E-01
500	8.23851254E-01
505	8.23238354E-01
510	8.22522196E-01
515	8.21610827E-01
520	8.21044798E-01
525	8.20055200E-01
530	8.19127492E-01
535	8.18509212E-01
540	8.18025326E-01
545	8.17499624E-01
550	8.17237134E-01
555	8.16578226E-01
560	8.15952796E-01
565	8.15407134E-01
570	8.14824640E-01
575	8.13931251E-01
580	8.13539589E-01
585	8.12910001E-01
590	8.12215579E-01
595	8.11492590E-01
600	8.10839975E-01
605	8.10071317E-01
610	8.09445041E-01
615	8.08900187E-01
620	8.08602583E-01
625	8.08187718E-01
630	8.07595852E-01
635	8.07186821E-01
640	8.06406387E-01
645	8.05582847E-01
650	8.04898707E-01
655	8.03861415E-01
660	8.03027721E-01
665	8.02457418E-01
670	8.02037394E-01
675	8.01456768E-01
680	8.00958227E-01
685	8.00325667E-01
690	7.99565560E-01
695	7.98694132E-01
700	7.97795907E-01
705	7.97178306E-01
710	7.96654889E-01
715	7.95980548E-01
720	7.95270339E-01
725	7.94604592E-01
730	7.93721112E-01
735	7.93166504E-01
740	7.92352622E-01
745	7.91945388E-01
750	7.91461051E-01
755	7.90663804E-01
760	7.89928270E-01
765	7.89335819E-01
770	7.88693631E-01
775	7.87926845E-01
780	7.87154233E-01
785	7.86411944E-01
790	7.85608180E-01
795	7.84784752E-01
800	7.83865772E-01
805	7.83029104E-01
810	7.82115884E-01
815	7.80975965E-01
820	7.80117306E-01
825	7.79030637E-01
830	7.78074639E-01
835	7.77067528E-01
840	7.76121529E-01
845	7.74979686E-01
850	7.74113610E-01
855	7.73286485E-01
860	7.72417954E-01
865	7.71697812E-01
870	7.70939845E-01
875	7.70585419E-01
880	7.69918440E-01
885	7.69193889E-01
890	7.68732523E-01
895	7.68703814E-01
900	7.68128062E-01
905	7.67825983E-01
910	7.66885285E-01
915	7.66080183E-01
920	7.65576348E-01
925	7.65089731E-01
930	7.64064888E-01
935	7.63569989E-01
940	7.62902051E-01
945	7.62319732E-01
950	7.61840829E-01
955	7.61204353E-01
960	7.60533206E-01
965	7.59099995E-01
970	7.57847707E-01
975	7.57419768E-01
980	7.57185907E-01
985	7.57395809E-01
990	7.57354796E-01
995	7.56709137E-01
1000	7.55706482E-01
1005	7.55207887E-01
1010	7.54445030E-01
1015	7.53985951E-01
1020	7.52986539E-01
1025	7.52635852E-01
1030	7.52726047E-01
1035	7.53333136E-01
1040	7.53837344E-01
1045	7.54755090E-01
1050	7.54750006E-01
1055	7.54938312E-01
1060	7.55505535E-01
1065	7.55816108E-01
1070	7.55814417E-01
1075	7.56221618E-01
1080	7.56064310E-01
1085	7.57071931E-01
1090	7.58561274E-01
1095	7.59074149E-01
1100	7.59833730E-01
1105	7.60323978E-01
1110	7.60419438E-01
1115	7.61512129E-01
1120	7.61889284E-01
1125	7.63886180E-01
1130	7.64951360E-01
1135	7.65168785E-01
1140	7.65776405E-01
1145	7.65410378E-01
1150	7.65140656E-01
1155	7.65837139E-01
1160	7.67073560E-01
1165	7.67386206E-01
1170	7.67451456E-01
1175	7.67944506E-01
1180	7.67843052E-01
1185	7.68322796E-01
1190	7.66285941E-01
1195	7.65214285E-01
1200	7.61745315E-01
1205	7.61832668E-01
1210	7.64583410E-01
1215	7.64600167E-01
1220	7.59681844E-01
1225	7.53756333E-01
1230	7.51556536E-01
1235	7.44820665E-01
1240	7.45903392E-01
1245	7.51138812E-01
