sweep	phase	mean_R2	mean_Rg2	ratio_R2_Rg2	energy_total	accepted_moves
0	equilibration	7.01639293E+02	1.09719647E+02	6.39483732E+00	0.00000000E+00	368
200	equilibration	7.50810149E+02	1.16725660E+02	6.43226302E+00	0.00000000E+00	261
400	equilibration	7.59931844E+02	1.17873329E+02	6.44702112E+00	0.00000000E+00	271
600	equilibration	7.23869549E+02	1.18045520E+02	6.13212217E+00	0.00000000E+00	322
800	equilibration	7.25032739E+02	1.18205224E+02	6.13367761E+00	0.00000000E+00	289
1000	equilibration	7.87618876E+02	1.22446561E+02	6.43234786E+00	0.00000000E+00	317
1200	equilibration	7.68021604E+02	1.20369641E+02	6.38052584E+00	0.00000000E+00	310
1400	equilibration	8.06397583E+02	1.21041734E+02	6.66214498E+00	0.00000000E+00	290
1600	equilibration	7.40495806E+02	1.17340828E+02	6.31064071E+00	0.00000000E+00	300
1800	equilibration	8.04171667E+02	1.22537142E+02	6.56267687E+00	0.00000000E+00	313
2000	equilibration	7.79857561E+02	1.23174408E+02	6.33132786E+00	0.00000000E+00	285
2200	equilibration	7.99382416E+02	1.23960011E+02	6.44871203E+00	0.00000000E+00	315
2400	equilibration	8.48893460E+02	1.26336316E+02	6.71931463E+00	0.00000000E+00	311
2600	equilibration	8.30557205E+02	1.25029337E+02	6.64289857E+00	0.00000000E+00	349
2800	equilibration	7.99698073E+02	1.21988053E+02	6.55554417E+00	0.00000000E+00	336
3000	equilibration	7.97129073E+02	1.22992351E+02	6.48112723E+00	0.00000000E+00	338
3200	equilibration	7.82341436E+02	1.18539564E+02	6.59983391E+00	0.00000000E+00	330
3400	equilibration	7.39487981E+02	1.18613707E+02	6.23442267E+00	0.00000000E+00	308
3600	equilibration	7.52148119E+02	1.18908413E+02	6.32544074E+00	0.00000000E+00	346
3800	equilibration	7.96332714E+02	1.20864492E+02	6.58864074E+00	0.00000000E+00	321
4000	equilibration	7.96991561E+02	1.22313210E+02	6.51598926E+00	0.00000000E+00	322
4200	equilibration	8.17588579E+02	1.25096630E+02	6.53565628E+00	0.00000000E+00	325
4400	equilibration	8.22002618E+02	1.23501390E+02	6.65581675E+00	0.00000000E+00	311
4600	equilibration	7.91075431E+02	1.23445129E+02	6.40831630E+00	0.00000000E+00	313
4800	equilibration	8.14382279E+02	1.23482429E+02	6.59512684E+00	0.00000000E+00	328
5000	equilibration	8.36687123E+02	1.26132482E+02	6.63339934E+00	0.00000000E+00	299
5200	equilibration	7.63098575E+02	1.24367289E+02	6.13584633E+00	0.00000000E+00	328
5400	equilibration	7.55127671E+02	1.22539147E+02	6.16233826E+00	0.00000000E+00	331
5600	equilibration	7.10209472E+02	1.19949471E+02	5.92090543E+00	0.00000000E+00	326
5800	equilibration	7.51351842E+02	1.20535501E+02	6.23344854E+00	0.00000000E+00	337
6000	equilibration	8.02887637E+02	1.22237408E+02	6.56826458E+00	0.00000000E+00	300
6200	equilibration	7.69643482E+02	1.20363986E+02	6.39430038E+00	0.00000000E+00	310
6400	equilibration	7.70988860E+02	1.22545671E+02	6.29144103E+00	0.00000000E+00	320
6600	equilibration	7.24027958E+02	1.21101317E+02	5.97869598E+00	0.00000000E+00	307
6800	equilibration	7.39593043E+02	1.22515878E+02	6.03671177E+00	0.00000000E+00	350
7000	equilibration	7.60639592E+02	1.23197607E+02	6.17414258E+00	0.00000000E+00	353
7200	equilibration	7.84044507E+02	1.24518215E+02	6.29662502E+00	0.00000000E+00	317
7400	equilibration	7.83641220E+02	1.24945134E+02	6.27188268E+00	0.00000000E+00	318
7600	equilibration	7.33288019E+02	1.21809629E+02	6.01995116E+00	0.00000000E+00	342
7800	equilibration	7.61343413E+02	1.24471699E+02	6.11659853E+00	0.00000000E+00	339
8000	equilibration	7.51331704E+02	1.20276483E+02	6.24670499E+00	0.00000000E+00	303
8200	equilibration	7.74021104E+02	1.18797576E+02	6.51546209E+00	0.00000000E+00	323
8400	equilibration	8.12945111E+02	1.18165350E+02	6.87972500E+00	0.00000000E+00	327
8600	equilibration	7.58488800E+02	1.19795875E+02	6.33151016E+00	0.00000000E+00	303
8800	equilibration	7.45041409E+02	1.16864717E+02	6.37524679E+00	0.00000000E+00	312
9000	equilibration	7.85906614E+02	1.19688530E+02	6.56626507E+00	0.00000000E+00	320
9200	equilibration	7.77324299E+02	1.20466230E+02	6.45263239E+00	0.00000000E+00	307
9400	equilibration	7.28434295E+02	1.20800207E+02	6.03007489E+00	0.00000000E+00	325
9600	equilibration	7.63919254E+02	1.19840206E+02	6.37448216E+00	0.00000000E+00	320
9800	equilibration	7.32304101E+02	1.20072706E+02	6.09883898E+00	0.00000000E+00	337
10000	production	7.50891780E+02	1.19568935E+02	6.27999051E+00	0.00000000E+00	345
10001	production	7.51853083E+02	1.19487893E+02	6.29229511E+00	0.00000000E+00	298
10002	production	7.54814808E+02	1.19413126E+02	6.32103718E+00	0.00000000E+00	298
10003	production	7.40615887E+02	1.18403502E+02	6.25501675E+00	0.00000000E+00	299
10004	production	7.42173381E+02	1.19656379E+02	6.20253920E+00	0.00000000E+00	323
10005	production	7.47932903E+02	1.19523621E+02	6.25761582E+00	0.00000000E+00	309
10006	production	7.48921263E+02	1.19832207E+02	6.24974937E+00	0.00000000E+00	313
10007	production	7.55741602E+02	1.20061398E+02	6.29462606E+00	0.00000000E+00	310
10008	production	7.62048681E+02	1.20392315E+02	6.32971200E+00	0.00000000E+00	305
10009	production	7.74877866E+02	1.20886469E+02	6.40996362E+00	0.00000000E+00	298
