lag_sweep	g1
5	3.53116356E+00
10	5.13884200E+00
15	6.26816857E+00
20	7.21591296E+00
25	8.04583117E+00
30	8.77053755E+00
35	9.46465981E+00
40	1.01213666E+01
45	1.07340484E+01
50	1.12953138E+01
55	1.18631599E+01
60	1.23755294E+01
65	1.28665613E+01
70	1.33191901E+01
75	1.37787239E+01
80	1.41763016E+01
85	1.45699772E+01
90	1.49559959E+01
95	1.53371598E+01
100	1.57122675E+01
105	1.60636811E+01
110	1.64205111E+01
115	1.67473134E+01
120	1.70549163E+01
125	1.74134708E+01
130	1.77366900E+01
135	1.80427068E+01
140	1.83256754E+01
145	1.86294382E+01
150	1.89154529E+01
155	1.92088250E+01
160	1.94642281E+01
165	1.97472454E+01
170	1.99980217E+01
175	2.02553768E+01
180	2.05302811E+01
185	2.07797669E+01
190	2.10270716E+01
195	2.12945553E+01
200	2.15560146E+01
205	2.17850548E+01
210	2.19986113E+01
215	2.22002538E+01
220	2.24280703E+01
225	2.26602199E+01
230	2.28433954E+01
235	2.30385573E+01
240	2.32330421E+01
245	2.34464369E+01
250	2.36740039E+01
255	2.38357687E+01
260	2.40499672E+01
265	2.42559972E+01
270	2.44887413E+01
275	2.47509117E+01
280	2.50093159E+01
285	2.52391966E+01
290	2.54515336E+01
295	2.57178331E+01
300	2.59138655E+01
305	2.61397858E+01
310	2.63566205E+01
315	2.66048825E+01
320	2.68108517E+01
325	2.69889069E+01
330	2.71312311E+01
335	2.72734143E+01
340	2.74467445E+01
345	2.75856587E+01
350	2.77416506E+01
355	2.79286144E+01
360	2.81252298E+01
365	2.83332982E+01
370	2.85388746E+01
375	2.87162475E+01
380	2.89497170E+01
385	2.91753344E+01
390	2.93834545E+01
395	2.95689287E+01
400	2.97951961E+01
405	2.99756319E+01
410	3.01325302E+01
415	3.03110620E+01
420	3.05488456E+01
425	3.07050628E+01
430	3.08479386E+01
435	3.10010250E+01
440	3.11564851E+01
445	3.13070745E+01
450	3.14547293E+01
455	3.16433982E+01
460	3.18442251E+01
465	3.20558195E+01
470	3.22288112E+01
475	3.23224320E+01
480	3.25281270E+01
485	3.27078155E+01
490	3.28694044E+01
495	3.30301889E+01
500	3.31870441E+01
505	3.33588739E+01
510	3.35943512E+01
515	3.37639287E+01
520	3.39149855E+01
525	3.40794775E+01
530	3.41911419E+01
535	3.43580068E+01
540	3.44785679E+01
545	3.46153787E+01
550	3.47427520E+01
555	3.48464657E+01
560	3.49723056E+01
565	3.51044991E+01
570	3.52583698E+01
575	3.53704648E+01
580	3.55283656E+01
585	3.57519696E+01
590	3.59476979E+01
595	3.61533849E+01
600	3.63733880E+01
605	3.65573251E+01
610	3.67275457E+01
615	3.69262870E+01
620	3.71175085E+01
625	3.72539474E+01
630	3.74690826E+01
635	3.76519866E+01
640	3.78249095E+01
645	3.79675505E+01
650	3.81165380E+01
655	3.82250051E+01
660	3.83214730E+01
665	3.84004233E+01
670	3.85918947E+01
675	3.86755115E+01
680	3.88086657E+01
685	3.89815066E+01
690	3.90904090E+01
695	3.92425563E+01
700	3.93763108E+01
705	3.94153681E+01
710	3.94993879E+01
715	3.95952739E+01
720	3.97437304E+01
725	3.97875628E+01
730	3.98532908E+01
735	3.98966849E+01
740	4.00682041E+01
745	4.01869610E+01
750	4.03429654E+01
755	4.04185995E+01
760	4.05300577E+01
765	4.06883142E+01
770	4.08573844E+01
775	4.10030523E+01
780	4.11574192E+01
785	4.13117933E+01
790	4.14494121E+01
795	4.15814119E+01
800	4.17758593E+01
805	4.19264442E+01
810	4.21244419E+01
815	4.22200268E+01
820	4.24093613E+01
825	4.25573813E+01
830	4.27361185E+01
835	4.29251968E+01
840	4.30518525E+01
845	4.31484018E+01
850	4.32393989E+01
855	4.34143221E+01
860	4.34906991E+01
865	4.35545889E+01
870	4.35590622E+01
875	4.37131071E+01
880	4.37514787E+01
885	4.38579150E+01
890	4.39753274E+01
895	4.41362657E+01
900	4.42425380E+01
905	4.42876406E+01
910	4.42752050E+01
915	4.43592215E+01
920	4.44232194E+01
925	4.44542351E+01
930	4.45253028E+01
935	4.47360118E+01
940	4.47943872E+01
945	4.48795843E+01
950	4.51122661E+01
955	4.53169486E+01
960	4.55407435E+01
965	4.56425215E+01
970	4.57246071E+01
975	4.58630841E+01
980	4.60231110E+01
985	4.62029341E+01
990	4.63602105E+01
995	4.64939039E+01
1000	4.66435757E+01
1005	4.67976161E+01
1010	4.68990842E+01
1015	4.71652721E+01
1020	4.72724645E+01
1025	4.73750428E+01
1030	4.75445202E+01
1035	4.76947317E+01
1040	4.79443570E+01
1045	4.80640567E+01
1050	4.82170786E+01
1055	4.83091497E+01
1060	4.84831638E+01
1065	4.85312042E+01
1070	4.85952344E+01
1075	4.87848999E+01
1080	4.88629001E+01
1085	4.89238833E+01
1090	4.90171753E+01
1095	4.91556538E+01
1100	4.92593008E+01
1105	4.94710467E+01
1110	4.96635053E+01
1115	4.98031462E+01
1120	4.99924916E+01
1125	5.01243537E+01
1130	5.02704895E+01
1135	5.04733755E+01
1140	5.07770102E+01
1145	5.10851648E+01
1150	5.09561051E+01
1155	5.10322806E+01
1160	5.10804122E+01
1165	5.10055465E+01
1170	5.11738048E+01
1175	5.12265489E+01
1180	5.12773692E+01
1185	5.11386070E+01
1190	5.10106356E+01
1195	5.12538871E+01
1200	5.12722997E+01
1205	5.14565165E+01
1210	5.11624545E+01
1215	5.10227052E+01
1220	5.08420882E+01
1225	5.00715635E+01
1230	5.11702840E+01
1235	5.06563464E+01
1240	5.00665356E+01
1245	4.89903235E+01
