sweep	phase	mean_R2	mean_Rg2	ratio_R2_Rg2	energy_total	accepted_moves
0	equilibration	7.72314978E+02	1.19693442E+02	6.45244186E+00	0.00000000E+00	465
200	equilibration	8.60587334E+02	1.27431956E+02	6.75330867E+00	0.00000000E+00	443
400	equilibration	8.14694732E+02	1.30414711E+02	6.24695423E+00	0.00000000E+00	466
600	equilibration	8.94018101E+02	1.37021514E+02	6.52465496E+00	0.00000000E+00	445
800	equilibration	8.94496579E+02	1.35321233E+02	6.61017167E+00	0.00000000E+00	439
1000	equilibration	9.39406824E+02	1.36967845E+02	6.85859391E+00	0.00000000E+00	458
1200	equilibration	8.67019187E+02	1.37512760E+02	6.30500897E+00	0.00000000E+00	451
1400	equilibration	8.67931231E+02	1.35364976E+02	6.41178580E+00	0.00000000E+00	441
1600	equilibration	8.91069180E+02	1.37459938E+02	6.48239184E+00	0.00000000E+00	441
1800	equilibration	9.01532818E+02	1.40166511E+02	6.43187029E+00	0.00000000E+00	435
2000	equilibration	8.91759935E+02	1.36829086E+02	6.51732726E+00	0.00000000E+00	426
2200	equilibration	9.76016308E+02	1.38639853E+02	7.03994044E+00	0.00000000E+00	429
2400	equilibration	9.32793151E+02	1.38857149E+02	6.71764585E+00	0.00000000E+00	422
2600	equilibration	9.10592558E+02	1.32228636E+02	6.88650042E+00	0.00000000E+00	442
2800	equilibration	8.69042571E+02	1.30281841E+02	6.67048120E+00	0.00000000E+00	420
3000	equilibration	8.92150017E+02	1.35787741E+02	6.57018088E+00	0.00000000E+00	455
3200	equilibration	8.77658608E+02	1.33099963E+02	6.59398086E+00	0.00000000E+00	442
3400	equilibration	7.68968459E+02	1.24849942E+02	6.15914152E+00	0.00000000E+00	432
3600	equilibration	8.29137756E+02	1.31890357E+02	6.28656846E+00	0.00000000E+00	434
3800	equilibration	8.50817564E+02	1.29981305E+02	6.54569183E+00	0.00000000E+00	457
4000	equilibration	7.97098917E+02	1.27963454E+02	6.22911378E+00	0.00000000E+00	443
4200	equilibration	8.98140663E+02	1.34241873E+02	6.69046581E+00	0.00000000E+00	471
4400	equilibration	8.54025952E+02	1.32674417E+02	6.43700549E+00	0.00000000E+00	445
4600	equilibration	8.22960998E+02	1.26954079E+02	6.48235174E+00	0.00000000E+00	433
4800	equilibration	7.87241563E+02	1.25927596E+02	6.25154129E+00	0.00000000E+00	450
5000	equilibration	8.33624913E+02	1.25368140E+02	6.64941596E+00	0.00000000E+00	443
5200	equilibration	8.10525251E+02	1.26285265E+02	6.41820919E+00	0.00000000E+00	439
5400	equilibration	7.23821835E+02	1.19689208E+02	6.04751128E+00	0.00000000E+00	440
5600	equilibration	6.91851339E+02	1.19552434E+02	5.78701174E+00	0.00000000E+00	422
5800	equilibration	8.10768112E+02	1.25004484E+02	6.48591224E+00	0.00000000E+00	440
6000	equilibration	8.25894094E+02	1.29295193E+02	6.38766278E+00	0.00000000E+00	433
6200	equilibration	8.19787125E+02	1.32623295E+02	6.18132076E+00	0.00000000E+00	417
6400	equilibration	8.03778157E+02	1.30635986E+02	6.15280813E+00	0.00000000E+00	442
6600	equilibration	8.40005169E+02	1.32786703E+02	6.32597352E+00	0.00000000E+00	434
6800	equilibration	9.25182773E+02	1.31644251E+02	7.02790108E+00	0.00000000E+00	429
7000	equilibration	8.53884837E+02	1.34665187E+02	6.34079864E+00	0.00000000E+00	429
7200	equilibration	9.38376144E+02	1.31772467E+02	7.12118519E+00	0.00000000E+00	450
