lag_sweep	g_CM
665	6.07525415E+01
670	6.11350709E+01
675	6.15039919E+01
680	6.18794699E+01
685	6.22495162E+01
690	6.26423315E+01
695	6.30274398E+01
700	6.33937852E+01
705	6.37319123E+01
710	6.40818277E+01
715	6.44354060E+01
720	6.47830591E+01
725	6.51440230E+01
730	6.55170910E+01
735	6.58710571E+01
740	6.62190575E+01
745	6.65454234E+01
750	6.68974071E+01
755	6.72143790E+01
760	6.75342176E+01
765	6.79002635E+01
770	6.82377729E+01
775	6.86136240E+01
780	6.89424036E+01
785	6.93256391E+01
790	6.96709980E+01
795	7.00096351E+01
800	7.03180314E+01
805	7.06363901E+01
810	7.09845127E+01
815	7.13553278E+01
820	7.17654822E+01
825	7.21499471E+01
830	7.25393071E+01
835	7.28931782E+01
840	7.32632168E+01
845	7.37117662E+01
850	7.41623380E+01
855	7.46060260E+01
860	7.50072287E+01
865	7.54090704E+01
870	7.57754254E+01
875	7.61747398E+01
880	7.65514992E+01
885	7.69355783E+01
890	7.73089729E+01
895	7.77291700E+01
900	7.81846929E+01
905	7.86196779E+01
910	7.90576352E+01
915	7.95189477E+01
920	7.99908279E+01
925	8.03622133E+01
930	8.07542176E+01
935	8.11371742E+01
940	8.15303353E+01
945	8.18807752E+01
950	8.22255934E+01
955	8.25613714E+01
960	8.28748483E+01
965	8.32650854E+01
970	8.36197377E+01
975	8.40300730E+01
980	8.44338692E+01
985	8.47993057E+01
990	8.51484022E+01
995	8.54928254E+01
1000	8.58911832E+01
1005	8.62241615E+01
1010	8.66129524E+01
1015	8.70017675E+01
1020	8.73078648E+01
1025	8.77359910E+01
1030	8.80849882E+01
1035	8.84375672E+01
1040	8.87555811E+01
1045	8.91605404E+01
1050	8.95906548E+01
1055	8.99859667E+01
1060	9.03336505E+01
1065	9.07175172E+01
1070	9.10938984E+01
1075	9.14894885E+01
1080	9.17960429E+01
1085	9.20092564E+01
1090	9.21566595E+01
1095	9.23893545E+01
1100	9.26379541E+01
1105	9.27267917E+01
1110	9.28675590E+01
1115	9.30224229E+01
1120	9.31748439E+01
1125	9.34059677E+01
1130	9.34608688E+01
1135	9.36303032E+01
1140	9.38498849E+01
1145	9.40985848E+01
1150	9.42103551E+01
1155	9.44239757E+01
1160	9.46788169E+01
1165	9.48708728E+01
1170	9.50393365E+01
1175	9.52487292E+01
1180	9.53767811E+01
1185	9.56158256E+01
1190	9.59153658E+01
1195	9.60997695E+01
1200	9.66554434E+01
1205	9.71590141E+01
1210	9.75434865E+01
1215	9.80713044E+01
1220	9.90558145E+01
1225	9.98337656E+01
1230	1.00454739E+02
1235	1.00553717E+02
1240	1.01271853E+02
1245	1.01224108E+02
