chain_id	R2	Rg2
0	9.65073446E+02	1.61203597E+02
1	8.46087551E+02	1.46316681E+02
2	1.43759160E+03	1.91581690E+02
3	4.39677192E+02	1.00898529E+02
4	4.42190064E+02	1.15106547E+02
5	2.50071719E+02	8.38730817E+01
6	1.65268299E+03	1.86643745E+02
7	3.12916086E+02	1.19396628E+02
8	2.05216574E+03	2.55687169E+02
9	5.94515306E+02	1.25560292E+02
10	3.75509237E+02	1.29091001E+02
11	1.50736314E+03	1.82633876E+02
12	5.98414529E+02	8.48188457E+01
13	1.12770199E+03	1.32462530E+02
14	8.94763983E+01	6.11452527E+01
15	4.55506282E+02	1.49279059E+02
16	3.12431791E+02	1.01192455E+02
17	6.47556015E+02	1.16651559E+02
18	1.09607719E+03	1.20227181E+02
19	1.05277418E+03	1.37172076E+02
20	4.00820435E+02	1.09320130E+02
21	7.76846209E+02	1.17143727E+02
22	9.73406450E+02	1.80889181E+02
23	5.31620514E+02	1.01044461E+02
24	2.23272818E+03	2.19657806E+02
25	1.17410088E+03	1.80544088E+02
26	6.53076371E+02	8.99796681E+01
27	1.09736534E+03	1.41648085E+02
28	6.50040252E+02	1.17535881E+02
29	3.04714061E+02	1.15816834E+02
30	1.09462927E+03	1.06107846E+02
31	9.25517137E+02	1.39545621E+02
32	1.82099799E+03	2.28977420E+02
33	9.75321786E+02	1.14522564E+02
34	2.50833379E+02	8.49690296E+01
35	9.68921176E+02	1.31233554E+02
36	9.43482886E+02	1.05453435E+02
37	3.39072387E+02	8.13305426E+01
38	1.01935607E+03	1.54389871E+02
39	1.42048500E+03	1.57148025E+02
40	1.15488723E+03	1.37628536E+02
41	1.93248035E+03	1.96024340E+02
42	4.77033430E+02	7.96136289E+01
43	8.18144984E+02	1.00257013E+02
44	5.54673773E+02	1.08767714E+02
45	1.04222099E+03	1.31369591E+02
46	5.36253657E+02	1.45048494E+02
47	3.86686647E+02	8.66952330E+01
48	6.79348093E+02	1.00273950E+02
49	2.19737435E+02	1.22002072E+02
50	5.57389909E+02	6.88928628E+01
51	1.11682404E+02	8.48266272E+01
52	1.06150835E+03	1.11262766E+02
53	1.73818345E+02	9.50932405E+01
54	2.02265547E+02	6.12328005E+01
55	4.47198797E+02	9.53809677E+01
56	9.73837979E+01	7.27598278E+01
57	1.67583032E+03	2.26862911E+02
58	1.69799454E+03	1.61800985E+02
59	1.45902623E+03	1.66384539E+02
60	3.99685717E+02	8.60717329E+01
61	1.76944862E+03	1.67868761E+02
62	2.11944557E+03	1.94883649E+02
63	8.64776388E+02	1.38217828E+02
64	1.17457698E+02	7.18156587E+01
65	1.00702848E+03	1.05247692E+02
66	6.06152848E+02	1.08899738E+02
67	4.27032302E+02	8.30613520E+01
68	4.35562984E+02	1.00793233E+02
69	5.14933051E+02	1.03795603E+02
70	9.92778956E+02	1.11296772E+02
71	9.96587282E+02	1.25349337E+02
72	1.46322558E+03	1.85619308E+02
73	1.45645645E+03	1.63684541E+02
74	7.21275903E+02	1.11308812E+02
75	2.51963244E+02	8.41265003E+01
76	1.54883804E+03	1.76050169E+02
77	7.48948251E+02	1.27717027E+02
78	7.47956706E+02	1.04771414E+02
79	1.35872722E+03	2.47884698E+02
80	8.22964077E+02	1.00412935E+02
81	3.58053556E+02	8.47822596E+01
82	3.82880693E+02	1.37869517E+02
83	1.02983293E+03	9.54770946E+01
84	1.39926778E+03	1.45149332E+02
85	1.29403467E+03	1.82838908E+02
86	1.19603976E+03	1.06836018E+02
87	1.75933459E+03	2.20978281E+02
88	1.16877170E+03	1.73441593E+02
89	1.01239644E+03	1.56825794E+02
90	3.53877333E+02	9.87158467E+01
91	2.95378078E+02	8.62216226E+01
92	9.79793642E+02	1.01170826E+02
93	1.09709401E+03	1.79725517E+02
94	1.75427186E+03	1.95137484E+02
95	1.14451044E+02	5.21986080E+01
96	5.80915854E+02	8.12851631E+01
97	7.62138144E+02	1.21129869E+02
98	6.66423677E+02	1.35543099E+02
99	9.47232813E+02	1.32067632E+02
