lag_sweep	g_R
660	8.40465226E-01
665	8.39909271E-01
670	8.39374259E-01
675	8.38913808E-01
680	8.38524949E-01
685	8.38108455E-01
690	8.37681816E-01
695	8.37162961E-01
700	8.36485578E-01
705	8.35963388E-01
710	8.35504029E-01
715	8.34916563E-01
720	8.34493947E-01
725	8.34263812E-01
730	8.33988793E-01
735	8.33468063E-01
740	8.32884459E-01
745	8.32413513E-01
750	8.31935096E-01
755	8.31575299E-01
760	8.31157254E-01
765	8.30778490E-01
770	8.30223672E-01
775	8.29565290E-01
780	8.28940733E-01
785	8.28486425E-01
790	8.27963140E-01
795	8.27433745E-01
800	8.26984094E-01
805	8.26420272E-01
810	8.25815599E-01
815	8.25331774E-01
820	8.24704731E-01
825	8.24243809E-01
830	8.23816097E-01
835	8.23460247E-01
840	8.23005363E-01
845	8.22561965E-01
850	8.22052391E-01
855	8.21535540E-01
860	8.21016516E-01
865	8.20490329E-01
870	8.19891898E-01
875	8.19280062E-01
880	8.18814976E-01
885	8.18033886E-01
890	8.17321172E-01
895	8.16508429E-01
900	8.15901386E-01
905	8.15190340E-01
910	8.14506594E-01
915	8.13778710E-01
920	8.13123938E-01
925	8.12343021E-01
930	8.11688452E-01
935	8.10988282E-01
940	8.10253793E-01
945	8.09414121E-01
950	8.08674256E-01
955	8.08041641E-01
960	8.07268985E-01
965	8.06604072E-01
970	8.06011344E-01
975	8.05379378E-01
980	8.04744062E-01
985	8.04008951E-01
990	8.03239599E-01
995	8.02576728E-01
1000	8.01998546E-01
1005	8.01675692E-01
1010	8.01301834E-01
1015	8.00868657E-01
1020	8.00588954E-01
1025	8.00269970E-01
1030	8.00081055E-01
1035	7.99801203E-01
1040	7.99536918E-01
1045	7.99110863E-01
1050	7.98730185E-01
1055	7.98517412E-01
1060	7.98267704E-01
1065	7.97955830E-01
1070	7.97690535E-01
1075	7.97182794E-01
1080	7.96779053E-01
1085	7.96272996E-01
1090	7.95771512E-01
1095	7.95434517E-01
1100	7.94989538E-01
1105	7.94710604E-01
1110	7.94209881E-01
1115	7.93713281E-01
1120	7.93352428E-01
1125	7.92814079E-01
1130	7.92273689E-01
1135	7.91644030E-01
1140	7.91047064E-01
1145	7.90447202E-01
1150	7.89915627E-01
1155	7.89709631E-01
1160	7.89212883E-01
1165	7.88703559E-01
1170	7.88366003E-01
1175	7.87805449E-01
1180	7.87195662E-01
1185	7.86656495E-01
1190	7.86097104E-01
1195	7.85563793E-01
1200	7.84977039E-01
1205	7.84554519E-01
1210	7.83960470E-01
1215	7.83256557E-01
1220	7.82734025E-01
1225	7.82518874E-01
1230	7.82137730E-01
1235	7.81780186E-01
1240	7.81403995E-01
1245	7.81043025E-01
1250	7.80653362E-01
1255	7.80392218E-01
1260	7.79965030E-01
1265	7.79534190E-01
1270	7.79101924E-01
1275	7.78694603E-01
1280	7.78259223E-01
1285	7.77731943E-01
1290	7.77197348E-01
1295	7.76570853E-01
1300	7.75969872E-01
1305	7.75564211E-01
1310	7.75093871E-01
1315	7.74639374E-01
1320	7.74093757E-01
1325	7.73597536E-01
1330	7.72936513E-01
1335	7.72372014E-01
1340	7.71850094E-01
1345	7.71394018E-01
1350	7.70953562E-01
1355	7.70409137E-01
1360	7.69701408E-01
1365	7.69027194E-01
1370	7.68238506E-01
1375	7.67459150E-01
1380	7.66845473E-01
1385	7.66447916E-01
1390	7.65782095E-01
1395	7.65138069E-01
1400	7.64584564E-01
1405	7.64019464E-01
1410	7.63246658E-01
1415	7.62694488E-01
1420	7.62333720E-01
1425	7.61747675E-01
1430	7.61195347E-01
1435	7.60923709E-01
1440	7.60621238E-01
1445	7.60426882E-01
1450	7.60282596E-01
1455	7.60084621E-01
1460	7.59638893E-01
1465	7.59327229E-01
1470	7.58915505E-01
1475	7.58324170E-01
1480	7.57838647E-01
1485	7.57430609E-01
1490	7.56954807E-01
1495	7.56563454E-01
1500	7.55968180E-01
1505	7.55489985E-01
1510	7.55059820E-01
1515	7.54496483E-01
1520	7.54057886E-01
1525	7.53611268E-01
1530	7.53296161E-01
1535	7.52944728E-01
1540	7.52536033E-01
1545	7.52097400E-01
1550	7.51322018E-01
1555	7.50675664E-01
1560	7.49882763E-01
1565	7.49268155E-01
1570	7.48627769E-01
1575	7.48005121E-01
1580	7.47276954E-01
1585	7.46305353E-01
1590	7.45485454E-01
1595	7.44745496E-01
1600	7.43795237E-01
1605	7.42860734E-01
1610	7.42052522E-01
1615	7.41098098E-01
1620	7.40329836E-01
1625	7.39865913E-01
1630	7.39228788E-01
1635	7.38584935E-01
1640	7.37769265E-01
1645	7.36969707E-01
1650	7.36218455E-01
1655	7.35583966E-01
1660	7.35279451E-01
1665	7.34954274E-01
1670	7.34537056E-01
1675	7.34020238E-01
1680	7.33657678E-01
1685	7.32980351E-01
1690	7.32753316E-01
1695	7.32687327E-01
1700	7.32408487E-01
1705	7.32496015E-01
1710	7.32428783E-01
1715	7.32370505E-01
1720	7.32220079E-01
1725	7.32046086E-01
1730	7.32007896E-01
1735	7.31788179E-01
1740	7.31481054E-01
1745	7.31368454E-01
1750	7.31028454E-01
1755	7.30866356E-01
1760	7.30701997E-01
1765	7.30401424E-01
1770	7.29953884E-01
1775	7.29436795E-01
1780	7.28940654E-01
1785	7.28727356E-01
1790	7.28254224E-01
1795	7.27904668E-01
1800	7.27457284E-01
1805	7.27104188E-01
1810	7.26828097E-01
1815	7.26632124E-01
1820	7.26453394E-01
1825	7.26462428E-01
1830	7.26293575E-01
1835	7.26070964E-01
1840	7.25713158E-01
1845	7.25149822E-01
1850	7.24512800E-01
1855	7.23885459E-01
1860	7.23284840E-01
1865	7.22798773E-01
1870	7.22495527E-01
1875	7.22137889E-01
1880	7.21718298E-01
1885	7.21080119E-01
1890	7.20267260E-01
1895	7.19543312E-01
1900	7.18894012E-01
1905	7.18718313E-01
1910	7.18508712E-01
1915	7.18171055E-01
1920	7.18160254E-01
1925	7.17663972E-01
1930	7.16754240E-01
1935	7.16135768E-01
1940	7.15725836E-01
1945	7.15766706E-01
1950	7.15501005E-01
1955	7.15246132E-01
1960	7.15243687E-01
1965	7.15419693E-01
1970	7.15548529E-01
1975	7.15493101E-01
1980	7.15624584E-01
1985	7.15506185E-01
1990	7.15612068E-01
1995	7.15681668E-01
2000	7.15983241E-01
2005	7.16398044E-01
2010	7.16856277E-01
2015	7.16817511E-01
2020	7.16695646E-01
2025	7.16461518E-01
2030	7.15774184E-01
2035	7.14985713E-01
2040	7.14394046E-01
2045	7.13565548E-01
2050	7.12630677E-01
2055	7.12381638E-01
2060	7.12278567E-01
2065	7.12000892E-01
2070	7.12113983E-01
2075	7.11866256E-01
2080	7.11043333E-01
2085	7.10519717E-01
2090	7.09252453E-01
2095	7.08457389E-01
2100	7.08060209E-01
2105	7.07425115E-01
2110	7.07005279E-01
2115	7.06410425E-01
2120	7.05761295E-01
2125	7.05806027E-01
2130	7.05350786E-01
2135	7.05212383E-01
2140	7.05075955E-01
2145	7.05215948E-01
2150	7.05492585E-01
2155	7.05738753E-01
2160	7.05797413E-01
2165	7.05268548E-01
2170	7.04803262E-01
2175	7.04311176E-01
2180	7.04061672E-01
2185	7.04116406E-01
2190	7.04200054E-01
2195	7.04094511E-01
2200	7.03938592E-01
2205	7.03845575E-01
2210	7.03498404E-01
2215	7.03551474E-01
2220	7.03500947E-01
2225	7.03326384E-01
2230	7.03103510E-01
2235	7.02887776E-01
2240	7.03319767E-01
2245	7.03582850E-01
2250	7.04035571E-01
2255	7.04232962E-01
2260	7.04700089E-01
2265	7.05251586E-01
2270	7.06351360E-01
2275	7.07951074E-01
2280	7.09586681E-01
2285	7.10544974E-01
2290	7.10937016E-01
2295	7.11728042E-01
2300	7.12317632E-01
2305	7.12993173E-01
2310	7.13354905E-01
2315	7.13638094E-01
2320	7.12926854E-01
2325	7.13219956E-01
2330	7.12947217E-01
2335	7.11275242E-01
2340	7.09841221E-01
2345	7.09094160E-01
2350	7.09584433E-01
2355	7.09887074E-01
2360	7.10638564E-01
2365	7.11040271E-01
2370	7.11747262E-01
2375	7.12167774E-01
2380	7.11792150E-01
2385	7.11822399E-01
2390	7.12176272E-01
2395	7.12945597E-01
2400	7.14906647E-01
2405	7.16421524E-01
2410	7.17657308E-01
2415	7.18874541E-01
2420	7.19495453E-01
2425	7.20910243E-01
2430	7.20127291E-01
2435	7.18527526E-01
2440	7.17348135E-01
2445	7.15815898E-01
2450	7.17193197E-01
2455	7.19057049E-01
2460	7.18467804E-01
2465	7.21024863E-01
2470	7.25680521E-01
2475	7.28347621E-01
2480	7.27751549E-01
2485	7.28984049E-01
2490	7.31920388E-01
2495	7.18129845E-01
