lag_sweep	g_CM
1575	2.25139708E+01
1580	2.25635461E+01
1585	2.26117135E+01
1590	2.26564941E+01
1595	2.26965588E+01
1600	2.27368920E+01
1605	2.27755223E+01
1610	2.28120873E+01
1615	2.28551129E+01
1620	2.28992940E+01
1625	2.29479095E+01
1630	2.29873181E+01
1635	2.30365418E+01
1640	2.30770874E+01
1645	2.31090671E+01
1650	2.31489166E+01
1655	2.31864366E+01
1660	2.32300370E+01
1665	2.32757073E+01
1670	2.33249353E+01
1675	2.33689695E+01
1680	2.34273741E+01
1685	2.34761236E+01
1690	2.35331405E+01
1695	2.35923332E+01
1700	2.36423012E+01
1705	2.36936363E+01
1710	2.37491931E+01
1715	2.38008180E+01
1720	2.38507141E+01
1725	2.39024628E+01
1730	2.39552726E+01
1735	2.39982714E+01
1740	2.40516210E+01
1745	2.40984003E+01
1750	2.41475873E+01
1755	2.41894956E+01
1760	2.42405958E+01
1765	2.43053232E+01
1770	2.43662841E+01
1775	2.44239029E+01
1780	2.44715374E+01
1785	2.45153217E+01
1790	2.45769568E+01
1795	2.46360635E+01
1800	2.46870338E+01
1805	2.47304988E+01
1810	2.47752204E+01
1815	2.48221127E+01
1820	2.48748251E+01
1825	2.49152646E+01
1830	2.49604893E+01
1835	2.50056459E+01
1840	2.50558405E+01
1845	2.51013345E+01
1850	2.51509716E+01
1855	2.51973586E+01
1860	2.52534930E+01
1865	2.52923880E+01
1870	2.53490193E+01
1875	2.53886738E+01
1880	2.54405790E+01
1885	2.54920499E+01
1890	2.55431880E+01
1895	2.55941916E+01
1900	2.56595701E+01
1905	2.57238233E+01
1910	2.57846299E+01
1915	2.58481069E+01
1920	2.59132026E+01
1925	2.59812022E+01
1930	2.60520689E+01
1935	2.61221361E+01
1940	2.62037697E+01
1945	2.62846204E+01
1950	2.63532514E+01
1955	2.64222770E+01
1960	2.64935452E+01
1965	2.65589597E+01
1970	2.66396677E+01
1975	2.67220052E+01
1980	2.68008173E+01
1985	2.68799254E+01
1990	2.69468121E+01
1995	2.70226471E+01
2000	2.71018933E+01
2005	2.71879025E+01
2010	2.72728336E+01
2015	2.73440886E+01
2020	2.74154792E+01
2025	2.74747598E+01
2030	2.75369532E+01
2035	2.75982992E+01
2040	2.76590335E+01
2045	2.77110579E+01
2050	2.77639353E+01
2055	2.78197094E+01
2060	2.78712375E+01
2065	2.79106200E+01
2070	2.79613826E+01
2075	2.80082857E+01
2080	2.80442960E+01
2085	2.80827587E+01
2090	2.81300651E+01
2095	2.81664292E+01
2100	2.82078483E+01
2105	2.82484348E+01
2110	2.82861099E+01
2115	2.83415876E+01
2120	2.83796790E+01
2125	2.84219293E+01
2130	2.84679786E+01
2135	2.85189481E+01
2140	2.85664391E+01
2145	2.86141311E+01
2150	2.86830435E+01
2155	2.87371697E+01
2160	2.87974273E+01
2165	2.88442935E+01
2170	2.89008656E+01
2175	2.89606179E+01
2180	2.90150936E+01
2185	2.90692333E+01
2190	2.91184581E+01
2195	2.91845110E+01
2200	2.92574754E+01
2205	2.93504829E+01
2210	2.94068701E+01
2215	2.94646014E+01
2220	2.95397381E+01
2225	2.96261399E+01
2230	2.96918316E+01
2235	2.97447601E+01
2240	2.98024427E+01
2245	2.98666263E+01
2250	2.99241650E+01
2255	2.99938820E+01
2260	3.00653507E+01
2265	3.01371774E+01
2270	3.02016413E+01
2275	3.02583362E+01
2280	3.03239392E+01
2285	3.04036774E+01
2290	3.04457604E+01
2295	3.05165711E+01
2300	3.05670738E+01
2305	3.06047072E+01
2310	3.06495014E+01
2315	3.06654809E+01
2320	3.07051302E+01
2325	3.07611866E+01
2330	3.08025916E+01
2335	3.08549352E+01
2340	3.08988639E+01
2345	3.09434441E+01
2350	3.09840987E+01
2355	3.10619443E+01
2360	3.11246760E+01
2365	3.11630269E+01
2370	3.12346435E+01
2375	3.12796728E+01
2380	3.13527954E+01
2385	3.14164416E+01
2390	3.15065130E+01
2395	3.15842986E+01
2400	3.16939160E+01
2405	3.18444343E+01
2410	3.19857035E+01
2415	3.21282235E+01
2420	3.23608662E+01
2425	3.25867318E+01
2430	3.27071867E+01
2435	3.27952437E+01
2440	3.28265674E+01
2445	3.28699523E+01
2450	3.28355485E+01
2455	3.28372434E+01
2460	3.27195746E+01
2465	3.27048631E+01
2470	3.27448984E+01
2475	3.28930472E+01
2480	3.26804032E+01
2485	3.27492291E+01
2490	3.27112804E+01
2495	3.26670756E+01
