sweep	phase	mean_R2	mean_Rg2	ratio_R2_Rg2	energy_total	accepted_moves
25021	production	1.72417738E+03	2.73572830E+02	6.30244379E+00	0.00000000E+00	674
25022	production	1.72905295E+03	2.73971685E+02	6.31106439E+00	0.00000000E+00	675
25023	production	1.72112416E+03	2.72055327E+02	6.32637552E+00	0.00000000E+00	651
25024	production	1.72871609E+03	2.72653294E+02	6.34034554E+00	0.00000000E+00	673
25025	production	1.70673190E+03	2.71618835E+02	6.28355505E+00	0.00000000E+00	641
25026	production	1.72426130E+03	2.72165754E+02	6.33533526E+00	0.00000000E+00	667
25027	production	1.72342609E+03	2.71350981E+02	6.35128013E+00	0.00000000E+00	665
25028	production	1.70686090E+03	2.71144923E+02	6.29501331E+00	0.00000000E+00	675
25029	production	1.67582522E+03	2.71996378E+02	6.16120416E+00	0.00000000E+00	653
25030	production	1.71789935E+03	2.72424016E+02	6.30597614E+00	0.00000000E+00	666
25031	production	1.69844907E+03	2.73936715E+02	6.20015127E+00	0.00000000E+00	635
25032	production	1.64142061E+03	2.73425029E+02	6.00318348E+00	0.00000000E+00	677
25033	production	1.64993183E+03	2.72869546E+02	6.04659574E+00	0.00000000E+00	693
25034	production	1.63430530E+03	2.72496671E+02	5.99752391E+00	0.00000000E+00	677
25035	production	1.63132184E+03	2.71958378E+02	5.99842468E+00	0.00000000E+00	696
25036	production	1.63537108E+03	2.72488490E+02	6.00161526E+00	0.00000000E+00	698
25037	production	1.61713735E+03	2.72179998E+02	5.94142612E+00	0.00000000E+00	685
25038	production	1.61096451E+03	2.71993003E+02	5.92281599E+00	0.00000000E+00	694
25039	production	1.61806166E+03	2.72674308E+02	5.93404515E+00	0.00000000E+00	710
25040	production	1.61706971E+03	2.72887271E+02	5.92577919E+00	0.00000000E+00	746
25041	production	1.62004455E+03	2.72909086E+02	5.93620600E+00	0.00000000E+00	698
25042	production	1.59134980E+03	2.71798815E+02	5.85488129E+00	0.00000000E+00	723
25043	production	1.59298193E+03	2.72546333E+02	5.84481146E+00	0.00000000E+00	680
25044	production	1.64341590E+03	2.73015887E+02	6.01948816E+00	0.00000000E+00	697
25045	production	1.64890691E+03	2.73029280E+02	6.03930434E+00	0.00000000E+00	712
25046	production	1.63749347E+03	2.72672969E+02	6.00533849E+00	0.00000000E+00	670
25047	production	1.65328505E+03	2.72042191E+02	6.07731120E+00	0.00000000E+00	648
25048	production	1.67751310E+03	2.72319788E+02	6.16008522E+00	0.00000000E+00	695
25049	production	1.67161638E+03	2.73548651E+02	6.11085587E+00	0.00000000E+00	717
25050	production	1.70072721E+03	2.73454345E+02	6.21941923E+00	0.00000000E+00	692
25051	production	1.67363802E+03	2.72163951E+02	6.14937435E+00	0.00000000E+00	686
25052	production	1.65168898E+03	2.72545615E+02	6.06022952E+00	0.00000000E+00	696
25053	production	1.65902126E+03	2.73124547E+02	6.07422978E+00	0.00000000E+00	686
25054	production	1.66130845E+03	2.73359080E+02	6.07738529E+00	0.00000000E+00	683
25055	production	1.67752233E+03	2.73371310E+02	6.13642421E+00	0.00000000E+00	731
25056	production	1.67462559E+03	2.73751389E+02	6.11732269E+00	0.00000000E+00	709
25057	production	1.69694459E+03	2.73932631E+02	6.19475153E+00	0.00000000E+00	690
25058	production	1.70431469E+03	2.74533815E+02	6.20803194E+00	0.00000000E+00	684
25059	production	1.72395726E+03	2.76101825E+02	6.24391838E+00	0.00000000E+00	690
25060	production	1.72552305E+03	2.74904077E+02	6.27681869E+00	0.00000000E+00	701
25061	production	1.72769318E+03	2.74970268E+02	6.28319996E+00	0.00000000E+00	693
25062	production	1.75135018E+03	2.76402166E+02	6.33623898E+00	0.00000000E+00	704
25063	production	1.76193672E+03	2.76176338E+02	6.37975264E+00	0.00000000E+00	697
25064	production	1.73503452E+03	2.75588478E+02	6.29574403E+00	0.00000000E+00	718
25065	production	1.71862354E+03	2.74409185E+02	6.26299566E+00	0.00000000E+00	709
25066	production	1.68060283E+03	2.73794428E+02	6.13819223E+00	0.00000000E+00	702
25067	production	1.66448170E+03	2.74523581E+02	6.06316475E+00	0.00000000E+00	717
25068	production	1.67023685E+03	2.75298294E+02	6.06700766E+00	0.00000000E+00	706
25069	production	1.67874402E+03	2.75274571E+02	6.09843481E+00	0.00000000E+00	722
25070	production	1.64338239E+03	2.73221419E+02	6.01483734E+00	0.00000000E+00	747
25071	production	1.64344478E+03	2.74130446E+02	5.99511949E+00	0.00000000E+00	743
25072	production	1.62094850E+03	2.72842936E+02	5.94095826E+00	0.00000000E+00	742
25073	production	1.64216269E+03	2.72991163E+02	6.01544267E+00	0.00000000E+00	741
25074	production	1.64145919E+03	2.73071914E+02	6.01108759E+00	0.00000000E+00	720
25075	production	1.64921312E+03	2.73021666E+02	6.04059428E+00	0.00000000E+00	726
25076	production	1.62024100E+03	2.73289076E+02	5.92867093E+00	0.00000000E+00	726
25077	production	1.61274720E+03	2.72635913E+02	5.91538795E+00	0.00000000E+00	698
25078	production	1.61955217E+03	2.72197668E+02	5.94991200E+00	0.00000000E+00	748
25079	production	1.62117679E+03	2.72124118E+02	5.95749029E+00	0.00000000E+00	729
25080	production	1.61480891E+03	2.71451655E+02	5.94879005E+00	0.00000000E+00	722
25081	production	1.63529453E+03	2.71990409E+02	6.01232425E+00	0.00000000E+00	731
25082	production	1.62445014E+03	2.71800544E+02	5.97662580E+00	0.00000000E+00	684
25083	production	1.62379221E+03	2.72273964E+02	5.96381744E+00	0.00000000E+00	710
25084	production	1.62360987E+03	2.72218040E+02	5.96437278E+00	0.00000000E+00	713
25085	production	1.61476464E+03	2.71468169E+02	5.94826511E+00	0.00000000E+00	721
25086	production	1.61971987E+03	2.71213434E+02	5.97212257E+00	0.00000000E+00	720
25087	production	1.64957315E+03	2.73108074E+02	6.04000138E+00	0.00000000E+00	751
25088	production	1.64483566E+03	2.72163370E+02	6.04356000E+00	0.00000000E+00	729
25089	production	1.63912610E+03	2.71943484E+02	6.02745128E+00	0.00000000E+00	701
25090	production	1.68478909E+03	2.72304552E+02	6.18714992E+00	0.00000000E+00	714
25091	production	1.66931691E+03	2.71569860E+02	6.14691523E+00	0.00000000E+00	698
25092	production	1.65265594E+03	2.70883229E+02	6.10099024E+00	0.00000000E+00	714
25093	production	1.64658307E+03	2.70091648E+02	6.09638647E+00	0.00000000E+00	740
25094	production	1.65845949E+03	2.70101477E+02	6.14013485E+00	0.00000000E+00	717
25095	production	1.64649571E+03	2.69783334E+02	6.10302974E+00	0.00000000E+00	736
25096	production	1.65981246E+03	2.71100680E+02	6.12249466E+00	0.00000000E+00	727
25097	production	1.62468759E+03	2.69728904E+02	6.02340932E+00	0.00000000E+00	704
25098	production	1.62614665E+03	2.71008310E+02	6.00035714E+00	0.00000000E+00	720
25099	production	1.62682948E+03	2.71412362E+02	5.99394023E+00	0.00000000E+00	737
25100	production	1.62600328E+03	2.70375205E+02	6.01387718E+00	0.00000000E+00	664
25101	production	1.63051919E+03	2.70921295E+02	6.01842388E+00	0.00000000E+00	610
25102	production	1.59405187E+03	2.69889643E+02	5.90630990E+00	0.00000000E+00	640
25103	production	1.58019977E+03	2.69683903E+02	5.85945157E+00	0.00000000E+00	619
25104	production	1.59041825E+03	2.70796555E+02	5.87311111E+00	0.00000000E+00	614
25105	production	1.59939492E+03	2.71499178E+02	5.89097519E+00	0.00000000E+00	622
25106	production	1.58215421E+03	2.71615690E+02	5.82497354E+00	0.00000000E+00	622
25107	production	1.57889819E+03	2.71465512E+02	5.81620178E+00	0.00000000E+00	630
25108	production	1.56579511E+03	2.71699319E+02	5.76297030E+00	0.00000000E+00	616
25109	production	1.56717420E+03	2.70585998E+02	5.79177862E+00	0.00000000E+00	615
25110	production	1.57353025E+03	2.70950722E+02	5.80744070E+00	0.00000000E+00	640
25111	production	1.57905491E+03	2.70129833E+02	5.84554060E+00	0.00000000E+00	641
25112	production	1.58200149E+03	2.70222227E+02	5.85444622E+00	0.00000000E+00	637
25113	production	1.61257598E+03	2.70873141E+02	5.95325168E+00	0.00000000E+00	629
25114	production	1.59625522E+03	2.71411592E+02	5.88130820E+00	0.00000000E+00	649
25115	production	1.62995462E+03	2.71051605E+02	6.01344760E+00	0.00000000E+00	668
25116	production	1.63586951E+03	2.71396551E+02	6.02759872E+00	0.00000000E+00	642
25117	production	1.61904042E+03	2.70002314E+02	5.99639461E+00	0.00000000E+00	662
25118	production	1.61356602E+03	2.70020060E+02	5.97572645E+00	0.00000000E+00	676
25119	production	1.63644853E+03	2.70187861E+02	6.05670633E+00	0.00000000E+00	657
25120	production	1.61552812E+03	2.70352218E+02	5.97564219E+00	0.00000000E+00	664
25121	production	1.60018766E+03	2.69933580E+02	5.92807926E+00	0.00000000E+00	688
25122	production	1.59962486E+03	2.69937853E+02	5.92590053E+00	0.00000000E+00	680
25123	production	1.60762756E+03	2.70550160E+02	5.94206842E+00	0.00000000E+00	701
25124	production	1.61347363E+03	2.68987098E+02	5.99833092E+00	0.00000000E+00	668
25125	production	1.58316384E+03	2.68723221E+02	5.89142922E+00	0.00000000E+00	705
25126	production	1.58193540E+03	2.68351224E+02	5.89501838E+00	0.00000000E+00	697
25127	production	1.59947192E+03	2.70048811E+02	5.92289934E+00	0.00000000E+00	716
25128	production	1.59889507E+03	2.69049218E+02	5.94276054E+00	0.00000000E+00	687
25129	production	1.61671676E+03	2.69562517E+02	5.99755772E+00	0.00000000E+00	700
25130	production	1.59599182E+03	2.69276108E+02	5.92697150E+00	0.00000000E+00	751
25131	production	1.60927463E+03	2.70021653E+02	5.95979844E+00	0.00000000E+00	721
25132	production	1.60122603E+03	2.69649499E+02	5.93817542E+00	0.00000000E+00	697
25133	production	1.61743017E+03	2.69913896E+02	5.99239312E+00	0.00000000E+00	704
25134	production	1.62326687E+03	2.71080503E+02	5.98813584E+00	0.00000000E+00	727
25135	production	1.60906825E+03	2.71131052E+02	5.93465132E+00	0.00000000E+00	745
25136	production	1.61201289E+03	2.71636384E+02	5.93445127E+00	0.00000000E+00	722
25137	production	1.61547538E+03	2.71196449E+02	5.95684562E+00	0.00000000E+00	691
25138	production	1.62792789E+03	2.71674864E+02	5.99219180E+00	0.00000000E+00	711
25139	production	1.64222114E+03	2.71442215E+02	6.04998431E+00	0.00000000E+00	694
25140	production	1.63714173E+03	2.70957200E+02	6.04206764E+00	0.00000000E+00	730
25141	production	1.65212415E+03	2.71138657E+02	6.09328146E+00	0.00000000E+00	705
25142	production	1.66702677E+03	2.71512180E+02	6.13978633E+00	0.00000000E+00	680
25143	production	1.65438412E+03	2.70740769E+02	6.11058366E+00	0.00000000E+00	692
25144	production	1.65881575E+03	2.69762213E+02	6.14917757E+00	0.00000000E+00	690
25145	production	1.62457312E+03	2.69287264E+02	6.03286280E+00	0.00000000E+00	717
25146	production	1.63064259E+03	2.68191030E+02	6.08015336E+00	0.00000000E+00	739
25147	production	1.61003056E+03	2.67572287E+02	6.01717980E+00	0.00000000E+00	692
25148	production	1.61460764E+03	2.68414544E+02	6.01535079E+00	0.00000000E+00	686
25149	production	1.61388148E+03	2.68924948E+02	6.00123378E+00	0.00000000E+00	708
25150	production	1.64445420E+03	2.69938182E+02	6.09196589E+00	0.00000000E+00	706
25151	production	1.61516952E+03	2.69040015E+02	6.00345461E+00	0.00000000E+00	708
25152	production	1.59586271E+03	2.69408656E+02	5.92357623E+00	0.00000000E+00	689
25153	production	1.61206529E+03	2.69351497E+02	5.98498730E+00	0.00000000E+00	722
25154	production	1.62638649E+03	2.70291707E+02	6.01715274E+00	0.00000000E+00	711
25155	production	1.64551444E+03	2.70698893E+02	6.07876309E+00	0.00000000E+00	695
25156	production	1.65434304E+03	2.70882044E+02	6.10724512E+00	0.00000000E+00	712
25157	production	1.66220637E+03	2.70878458E+02	6.13635498E+00	0.00000000E+00	693
25158	production	1.66142741E+03	2.71321367E+02	6.12346689E+00	0.00000000E+00	714
25159	production	1.65035599E+03	2.68944861E+02	6.13641021E+00	0.00000000E+00	746
25160	production	1.65210055E+03	2.68263317E+02	6.15850339E+00	0.00000000E+00	733
25161	production	1.62885261E+03	2.68089315E+02	6.07578340E+00	0.00000000E+00	698
25162	production	1.63850507E+03	2.68840337E+02	6.09471441E+00	0.00000000E+00	758
25163	production	1.65483140E+03	2.68931001E+02	6.15336797E+00	0.00000000E+00	730
25164	production	1.65458518E+03	2.69305493E+02	6.14389688E+00	0.00000000E+00	735
25165	production	1.68314427E+03	2.68264793E+02	6.27418998E+00	0.00000000E+00	730
25166	production	1.68097740E+03	2.68533127E+02	6.25985115E+00	0.00000000E+00	744
25167	production	1.68897673E+03	2.68820557E+02	6.28291506E+00	0.00000000E+00	740
25168	production	1.66863781E+03	2.68778580E+02	6.20822468E+00	0.00000000E+00	717
25169	production	1.68766853E+03	2.69372654E+02	6.26518136E+00	0.00000000E+00	729
25170	production	1.66730452E+03	2.68904319E+02	6.20036346E+00	0.00000000E+00	735
25171	production	1.69155833E+03	2.68997121E+02	6.28838820E+00	0.00000000E+00	724
25172	production	1.67705777E+03	2.69697717E+02	6.21828687E+00	0.00000000E+00	770
25173	production	1.66840138E+03	2.71324661E+02	6.14909597E+00	0.00000000E+00	727
25174	production	1.65955514E+03	2.70992375E+02	6.12399203E+00	0.00000000E+00	707
25175	production	1.65822295E+03	2.71070172E+02	6.11731986E+00	0.00000000E+00	757
25176	production	1.67343190E+03	2.70878930E+02	6.17778540E+00	0.00000000E+00	750
25177	production	1.66903497E+03	2.72291601E+02	6.12958667E+00	0.00000000E+00	713
25178	production	1.65165552E+03	2.72286617E+02	6.06587110E+00	0.00000000E+00	679
25179	production	1.66790714E+03	2.72061238E+02	6.13063130E+00	0.00000000E+00	692
25180	production	1.67824643E+03	2.72746316E+02	6.15314059E+00	0.00000000E+00	726
25181	production	1.67832573E+03	2.72838525E+02	6.15135172E+00	0.00000000E+00	712
25182	production	1.63556920E+03	2.70972533E+02	6.03592247E+00	0.00000000E+00	754
25183	production	1.61907597E+03	2.70196086E+02	5.99222586E+00	0.00000000E+00	713
25184	production	1.64727038E+03	2.71718844E+02	6.06240759E+00	0.00000000E+00	706
25185	production	1.64127133E+03	2.71306689E+02	6.04950557E+00	0.00000000E+00	729
25186	production	1.65861674E+03	2.71359016E+02	6.11225955E+00	0.00000000E+00	737
25187	production	1.62194451E+03	2.71312560E+02	5.97814017E+00	0.00000000E+00	755
25188	production	1.61960258E+03	2.70780782E+02	5.98123166E+00	0.00000000E+00	724
25189	production	1.64745795E+03	2.70609985E+02	6.08794222E+00	0.00000000E+00	756
25190	production	1.66033306E+03	2.70812836E+02	6.13092454E+00	0.00000000E+00	745
25191	production	1.64856739E+03	2.71077571E+02	6.08153373E+00	0.00000000E+00	742
25192	production	1.63844082E+03	2.71128124E+02	6.04305004E+00	0.00000000E+00	742
25193	production	1.63518811E+03	2.70580746E+02	6.04325375E+00	0.00000000E+00	726
25194	production	1.65225695E+03	2.71247163E+02	6.09133359E+00	0.00000000E+00	735
25195	production	1.66261407E+03	2.71958194E+02	6.11349136E+00	0.00000000E+00	732
25196	production	1.62763345E+03	2.71881715E+02	5.98654989E+00	0.00000000E+00	735
25197	production	1.63281522E+03	2.70532291E+02	6.03556497E+00	0.00000000E+00	698
25198	production	1.67033747E+03	2.71341134E+02	6.15585791E+00	0.00000000E+00	712
25199	production	1.66734021E+03	2.71565190E+02	6.13974203E+00	0.00000000E+00	729
25200	production	1.65541124E+03	2.71800558E+02	6.09053655E+00	0.00000000E+00	661
25201	production	1.62649346E+03	2.71415883E+02	5.99262447E+00	0.00000000E+00	615
25202	production	1.64200658E+03	2.71662070E+02	6.04429828E+00	0.00000000E+00	600
25203	production	1.63579636E+03	2.70401971E+02	6.04949864E+00	0.00000000E+00	629
25204	production	1.62271654E+03	2.70452203E+02	6.00001229E+00	0.00000000E+00	606
25205	production	1.66210624E+03	2.71069921E+02	6.13165132E+00	0.00000000E+00	611
25206	production	1.66534072E+03	2.70735658E+02	6.15116876E+00	0.00000000E+00	634
25207	production	1.64729661E+03	2.69850682E+02	6.10447450E+00	0.00000000E+00	628
25208	production	1.64996466E+03	2.68103674E+02	6.15420384E+00	0.00000000E+00	633
25209	production	1.62948258E+03	2.67603427E+02	6.08916932E+00	0.00000000E+00	656
25210	production	1.63571989E+03	2.67303203E+02	6.11934265E+00	0.00000000E+00	647
25211	production	1.63155979E+03	2.68078838E+02	6.08611929E+00	0.00000000E+00	633
25212	production	1.64869380E+03	2.68981765E+02	6.12938872E+00	0.00000000E+00	641
25213	production	1.65036837E+03	2.68822435E+02	6.13925089E+00	0.00000000E+00	650
25214	production	1.66120260E+03	2.69225904E+02	6.17029260E+00	0.00000000E+00	667
25215	production	1.68730020E+03	2.69105693E+02	6.27002790E+00	0.00000000E+00	647
25216	production	1.72237120E+03	2.70809505E+02	6.36008399E+00	0.00000000E+00	667
25217	production	1.71292695E+03	2.69755871E+02	6.34991538E+00	0.00000000E+00	664
25218	production	1.67751699E+03	2.68973595E+02	6.23673484E+00	0.00000000E+00	689
25219	production	1.71559659E+03	2.70594851E+02	6.34009324E+00	0.00000000E+00	677
25220	production	1.70254643E+03	2.70990562E+02	6.28267795E+00	0.00000000E+00	687
25221	production	1.67728448E+03	2.70485077E+02	6.20102409E+00	0.00000000E+00	681
25222	production	1.68087538E+03	2.71401240E+02	6.19332240E+00	0.00000000E+00	671
25223	production	1.69171448E+03	2.72273957E+02	6.21328055E+00	0.00000000E+00	681
25224	production	1.66321022E+03	2.70048652E+02	6.15892808E+00	0.00000000E+00	656
25225	production	1.67262762E+03	2.71004499E+02	6.17195517E+00	0.00000000E+00	656
25226	production	1.64435342E+03	2.69460395E+02	6.10239371E+00	0.00000000E+00	658
25227	production	1.63963101E+03	2.69515022E+02	6.08363495E+00	0.00000000E+00	681
25228	production	1.66183934E+03	2.69714858E+02	6.16146753E+00	0.00000000E+00	673
25229	production	1.67396317E+03	2.70247449E+02	6.19418679E+00	0.00000000E+00	654
25230	production	1.66622314E+03	2.70071596E+02	6.16956082E+00	0.00000000E+00	696
25231	production	1.66669709E+03	2.69785210E+02	6.17786679E+00	0.00000000E+00	667
25232	production	1.66891385E+03	2.70684505E+02	6.16553154E+00	0.00000000E+00	679
25233	production	1.68014824E+03	2.71060277E+02	6.19843035E+00	0.00000000E+00	714
25234	production	1.65879635E+03	2.72043061E+02	6.09755066E+00	0.00000000E+00	683
25235	production	1.63800182E+03	2.72025089E+02	6.02151011E+00	0.00000000E+00	698
25236	production	1.64011324E+03	2.72786126E+02	6.01245108E+00	0.00000000E+00	692
25237	production	1.62674642E+03	2.71969378E+02	5.98135876E+00	0.00000000E+00	686
25238	production	1.63151054E+03	2.69967040E+02	6.04336939E+00	0.00000000E+00	681
25239	production	1.64172479E+03	2.70861572E+02	6.06112111E+00	0.00000000E+00	688
25240	production	1.64759526E+03	2.70895349E+02	6.08203598E+00	0.00000000E+00	708
25241	production	1.66088490E+03	2.70390788E+02	6.14253509E+00	0.00000000E+00	723
25242	production	1.68472777E+03	2.69624699E+02	6.24841779E+00	0.00000000E+00	696
25243	production	1.72687895E+03	2.70740582E+02	6.37835281E+00	0.00000000E+00	678
25244	production	1.69616110E+03	2.69179213E+02	6.30123361E+00	0.00000000E+00	674
25245	production	1.63534626E+03	2.68389153E+02	6.09319059E+00	0.00000000E+00	716
25246	production	1.63941991E+03	2.68616066E+02	6.10320868E+00	0.00000000E+00	710
25247	production	1.64720450E+03	2.69206754E+02	6.11873395E+00	0.00000000E+00	707
25248	production	1.65550084E+03	2.69216854E+02	6.14932097E+00	0.00000000E+00	714
25249	production	1.66558005E+03	2.68947377E+02	6.19295888E+00	0.00000000E+00	718
25250	production	1.61806491E+03	2.68540519E+02	6.02540324E+00	0.00000000E+00	711
25251	production	1.60834129E+03	2.69335388E+02	5.97151864E+00	0.00000000E+00	712
25252	production	1.62994250E+03	2.69303696E+02	6.05243271E+00	0.00000000E+00	723
25253	production	1.62311631E+03	2.69645361E+02	6.01944832E+00	0.00000000E+00	675
25254	production	1.61807228E+03	2.69829748E+02	5.99664156E+00	0.00000000E+00	685
25255	production	1.61565297E+03	2.70046806E+02	5.98286273E+00	0.00000000E+00	711
25256	production	1.61862748E+03	2.69281789E+02	6.01090585E+00	0.00000000E+00	693
25257	production	1.62608413E+03	2.69252671E+02	6.03924976E+00	0.00000000E+00	712
25258	production	1.64199664E+03	2.69569884E+02	6.09117240E+00	0.00000000E+00	693
25259	production	1.62289410E+03	2.68593301E+02	6.04219871E+00	0.00000000E+00	691
25260	production	1.64662321E+03	2.68216296E+02	6.13916167E+00	0.00000000E+00	703
25261	production	1.65333326E+03	2.69089124E+02	6.14418462E+00	0.00000000E+00	696
25262	production	1.62911937E+03	2.67755459E+02	6.08435539E+00	0.00000000E+00	715
25263	production	1.63733415E+03	2.67143658E+02	6.12903994E+00	0.00000000E+00	683
25264	production	1.65981119E+03	2.68251573E+02	6.18751710E+00	0.00000000E+00	690
25265	production	1.63644119E+03	2.69563261E+02	6.07071299E+00	0.00000000E+00	703
25266	production	1.63817249E+03	2.68663766E+02	6.09748205E+00	0.00000000E+00	703
25267	production	1.65057027E+03	2.69370225E+02	6.12751564E+00	0.00000000E+00	671
25268	production	1.63024339E+03	2.69372622E+02	6.05200107E+00	0.00000000E+00	706
25269	production	1.62784677E+03	2.68991673E+02	6.05166231E+00	0.00000000E+00	717
