sweep	phase	mean_R2	mean_Rg2	ratio_R2_Rg2	energy_total	accepted_moves
29000	equilibration	3.50094198E+03	6.21409437E+02	5.63387321E+00	0.00000000E+00	1439
30000	equilibration	3.43809495E+03	6.02512151E+02	5.70626658E+00	0.00000000E+00	1468
31000	equilibration	3.71188773E+03	6.15200405E+02	6.03362368E+00	0.00000000E+00	1463
32000	equilibration	3.68666132E+03	6.17042673E+02	5.97472668E+00	0.00000000E+00	1481
33000	equilibration	3.81298485E+03	6.20910791E+02	6.14095440E+00	0.00000000E+00	1469
34000	equilibration	3.89562757E+03	6.33760438E+02	6.14684562E+00	0.00000000E+00	1468
35000	equilibration	3.74250479E+03	6.23978418E+02	5.99781127E+00	0.00000000E+00	1485
36000	equilibration	3.58334026E+03	6.19538653E+02	5.78388489E+00	0.00000000E+00	1435
37000	equilibration	3.91318181E+03	6.27857337E+02	6.23259708E+00	0.00000000E+00	1429
38000	equilibration	3.89003022E+03	6.33683458E+02	6.13875930E+00	0.00000000E+00	1439
39000	equilibration	3.65185841E+03	6.25503278E+02	5.83827222E+00	0.00000000E+00	1471
40000	equilibration	3.91656769E+03	6.27036081E+02	6.24616001E+00	0.00000000E+00	1445
41000	equilibration	4.07865638E+03	6.21229486E+02	6.56545845E+00	0.00000000E+00	1413
42000	equilibration	4.02727446E+03	6.26375824E+02	6.42948580E+00	0.00000000E+00	1449
43000	equilibration	3.86251472E+03	6.26217154E+02	6.16801168E+00	0.00000000E+00	1445
44000	equilibration	3.77910974E+03	6.19226947E+02	6.10294781E+00	0.00000000E+00	1413
45000	equilibration	3.61282147E+03	6.20502066E+02	5.82241650E+00	0.00000000E+00	1402
46000	equilibration	3.68147488E+03	6.14132029E+02	5.99459840E+00	0.00000000E+00	1436
47000	equilibration	3.90867166E+03	6.07821437E+02	6.43062488E+00	0.00000000E+00	1489
48000	equilibration	3.61485421E+03	6.03777046E+02	5.98706796E+00	0.00000000E+00	1450
49000	equilibration	3.68519409E+03	6.07176656E+02	6.06939356E+00	0.00000000E+00	1536
50000	production	3.72120878E+03	6.13934875E+02	6.06124352E+00	0.00000000E+00	1441
50001	production	3.71732372E+03	6.13986532E+02	6.05440597E+00	0.00000000E+00	1408
50002	production	3.71851815E+03	6.13794782E+02	6.05824334E+00	0.00000000E+00	1382
50003	production	3.71714759E+03	6.13701637E+02	6.05692956E+00	0.00000000E+00	1394
50004	production	3.76702316E+03	6.14308098E+02	6.13213983E+00	0.00000000E+00	1428
50005	production	3.76269088E+03	6.15329384E+02	6.11492151E+00	0.00000000E+00	1403
50006	production	3.78473324E+03	6.15254710E+02	6.15149007E+00	0.00000000E+00	1413
50007	production	3.74854335E+03	6.14717566E+02	6.09799290E+00	0.00000000E+00	1373
50008	production	3.76566962E+03	6.14406148E+02	6.12895823E+00	0.00000000E+00	1450
50009	production	3.76865356E+03	6.14292033E+02	6.13495431E+00	0.00000000E+00	1483
50010	production	3.79146842E+03	6.14199538E+02	6.17302389E+00	0.00000000E+00	1463
50011	production	3.77525099E+03	6.13160995E+02	6.15703057E+00	0.00000000E+00	1493
50012	production	3.79324525E+03	6.13026027E+02	6.18773933E+00	0.00000000E+00	1477
50013	production	3.79693540E+03	6.12464682E+02	6.19943568E+00	0.00000000E+00	1502
50014	production	3.80812390E+03	6.12820812E+02	6.21409035E+00	0.00000000E+00	1536
50015	production	3.79260867E+03	6.13586938E+02	6.18104532E+00	0.00000000E+00	1504
50016	production	3.78572080E+03	6.13512472E+02	6.17056861E+00	0.00000000E+00	1478
50017	production	3.76896798E+03	6.13666268E+02	6.14172260E+00	0.00000000E+00	1524
50018	production	3.78666116E+03	6.14077054E+02	6.16642673E+00	0.00000000E+00	1579
50019	production	3.78167144E+03	6.16194532E+02	6.13713891E+00	0.00000000E+00	1560
50020	production	3.79071275E+03	6.15942810E+02	6.15432584E+00	0.00000000E+00	1521
50021	production	3.81445240E+03	6.16147116E+02	6.19081434E+00	0.00000000E+00	1565
50022	production	3.76816935E+03	6.14609507E+02	6.13099750E+00	0.00000000E+00	1551
50023	production	3.81844170E+03	6.14365206E+02	6.21526360E+00	0.00000000E+00	1533
50024	production	3.77699129E+03	6.13816776E+02	6.15328782E+00	0.00000000E+00	1566
50025	production	3.78926861E+03	6.13844374E+02	6.17301188E+00	0.00000000E+00	1545
50026	production	3.72236465E+03	6.13189309E+02	6.07049829E+00	0.00000000E+00	1563
50027	production	3.69244280E+03	6.13182335E+02	6.02176969E+00	0.00000000E+00	1518
50028	production	3.70850314E+03	6.13625455E+02	6.04359404E+00	0.00000000E+00	1600
50029	production	3.75757124E+03	6.14164811E+02	6.11818060E+00	0.00000000E+00	1581
50030	production	3.77248996E+03	6.13561449E+02	6.14851204E+00	0.00000000E+00	1546
50031	production	3.72295001E+03	6.14042414E+02	6.06301767E+00	0.00000000E+00	1546
50032	production	3.69345676E+03	6.13192977E+02	6.02331876E+00	0.00000000E+00	1560
50033	production	3.67204884E+03	6.14859988E+02	5.97217076E+00	0.00000000E+00	1570
50034	production	3.71115138E+03	6.14733995E+02	6.03700367E+00	0.00000000E+00	1592
50035	production	3.75723711E+03	6.16001398E+02	6.09939705E+00	0.00000000E+00	1589
50036	production	3.72811538E+03	6.15751070E+02	6.05458206E+00	0.00000000E+00	1619
50037	production	3.72653658E+03	6.14616656E+02	6.06318840E+00	0.00000000E+00	1602
50038	production	3.67910232E+03	6.13403805E+02	5.99784723E+00	0.00000000E+00	1632
50039	production	3.65870424E+03	6.14862546E+02	5.95044252E+00	0.00000000E+00	1566
50040	production	3.68665154E+03	6.14757263E+02	5.99692230E+00	0.00000000E+00	1597
50041	production	3.71263199E+03	6.15165985E+02	6.03517112E+00	0.00000000E+00	1575
50042	production	3.69598784E+03	6.15502315E+02	6.00483173E+00	0.00000000E+00	1621
50043	production	3.63576089E+03	6.14066532E+02	5.92079311E+00	0.00000000E+00	1582
50044	production	3.63701840E+03	6.14484139E+02	5.91881576E+00	0.00000000E+00	1624
50045	production	3.66981371E+03	6.14014704E+02	5.97675217E+00	0.00000000E+00	1583
50046	production	3.64328655E+03	6.13475255E+02	5.93876693E+00	0.00000000E+00	1614
50047	production	3.66697998E+03	6.13160783E+02	5.98045421E+00	0.00000000E+00	1631
50048	production	3.64805091E+03	6.12276614E+02	5.95817451E+00	0.00000000E+00	1642
50049	production	3.62446793E+03	6.10816428E+02	5.93380886E+00	0.00000000E+00	1595
50050	production	3.60519491E+03	6.10929655E+02	5.90116208E+00	0.00000000E+00	1561
50051	production	3.58442405E+03	6.11225107E+02	5.86432725E+00	0.00000000E+00	1578
50052	production	3.55158273E+03	6.11033356E+02	5.81242037E+00	0.00000000E+00	1589
50053	production	3.56932155E+03	6.11477356E+02	5.83720970E+00	0.00000000E+00	1595
50054	production	3.57564854E+03	6.10611665E+02	5.85584709E+00	0.00000000E+00	1605
50055	production	3.60061501E+03	6.11865892E+02	5.88464736E+00	0.00000000E+00	1605
50056	production	3.61174961E+03	6.12708264E+02	5.89472971E+00	0.00000000E+00	1626
50057	production	3.63834273E+03	6.12829236E+02	5.93696012E+00	0.00000000E+00	1632
50058	production	3.66768174E+03	6.13003051E+02	5.98313782E+00	0.00000000E+00	1615
50059	production	3.66563641E+03	6.12469502E+02	5.98501051E+00	0.00000000E+00	1635
50060	production	3.61977567E+03	6.10699791E+02	5.92725872E+00	0.00000000E+00	1662
50061	production	3.59145485E+03	6.11336421E+02	5.87476016E+00	0.00000000E+00	1646
50062	production	3.61099586E+03	6.12140166E+02	5.89896899E+00	0.00000000E+00	1632
50063	production	3.63776487E+03	6.14108071E+02	5.92365585E+00	0.00000000E+00	1605
50064	production	3.60616566E+03	6.11550856E+02	5.89675515E+00	0.00000000E+00	1615
50065	production	3.61462598E+03	6.12063936E+02	5.90563464E+00	0.00000000E+00	1568
50066	production	3.56982937E+03	6.10512321E+02	5.84726835E+00	0.00000000E+00	1603
50067	production	3.57341476E+03	6.10393251E+02	5.85428289E+00	0.00000000E+00	1619
50068	production	3.60060536E+03	6.10227629E+02	5.90042992E+00	0.00000000E+00	1630
50069	production	3.64388443E+03	6.10855092E+02	5.96521905E+00	0.00000000E+00	1650
50070	production	3.66801339E+03	6.10340642E+02	6.00978067E+00	0.00000000E+00	1622
50071	production	3.64522778E+03	6.10897642E+02	5.96700253E+00	0.00000000E+00	1632
50072	production	3.60469633E+03	6.10979859E+02	5.89986114E+00	0.00000000E+00	1633
50073	production	3.61354943E+03	6.09116861E+02	5.93244032E+00	0.00000000E+00	1612
50074	production	3.70183865E+03	6.11143972E+02	6.05722843E+00	0.00000000E+00	1617
50075	production	3.65791229E+03	6.09781771E+02	5.99872358E+00	0.00000000E+00	1657
50076	production	3.67221480E+03	6.09562611E+02	6.02434390E+00	0.00000000E+00	1638
50077	production	3.66956057E+03	6.10567214E+02	6.01008454E+00	0.00000000E+00	1607
50078	production	3.64973897E+03	6.11135374E+02	5.97206303E+00	0.00000000E+00	1665
50079	production	3.61468941E+03	6.09168813E+02	5.93380575E+00	0.00000000E+00	1612
50080	production	3.58509924E+03	6.09188098E+02	5.88504478E+00	0.00000000E+00	1595
50081	production	3.57780094E+03	6.10272488E+02	5.86262860E+00	0.00000000E+00	1627
50082	production	3.58067131E+03	6.11374659E+02	5.85675454E+00	0.00000000E+00	1646
50083	production	3.61135959E+03	6.11677689E+02	5.90402373E+00	0.00000000E+00	1621
50084	production	3.61319793E+03	6.10827675E+02	5.91524922E+00	0.00000000E+00	1658
50085	production	3.58793394E+03	6.10683586E+02	5.87527489E+00	0.00000000E+00	1652
50086	production	3.60992193E+03	6.09020729E+02	5.92742046E+00	0.00000000E+00	1709
50087	production	3.54539971E+03	6.08110715E+02	5.83018786E+00	0.00000000E+00	1641
50088	production	3.55078151E+03	6.08876823E+02	5.83169104E+00	0.00000000E+00	1659
50089	production	3.56258881E+03	6.09080166E+02	5.84912958E+00	0.00000000E+00	1668
50090	production	3.54783390E+03	6.09430134E+02	5.82155969E+00	0.00000000E+00	1707
50091	production	3.55911425E+03	6.09536646E+02	5.83904886E+00	0.00000000E+00	1676
50092	production	3.51776626E+03	6.09385167E+02	5.77264832E+00	0.00000000E+00	1642
50093	production	3.50038013E+03	6.09194302E+02	5.74591738E+00	0.00000000E+00	1646
50094	production	3.51846795E+03	6.08676609E+02	5.78052105E+00	0.00000000E+00	1654
50095	production	3.51390863E+03	6.08477319E+02	5.77492130E+00	0.00000000E+00	1664
50096	production	3.45575626E+03	6.07901659E+02	5.68472911E+00	0.00000000E+00	1630
50097	production	3.48598100E+03	6.07601122E+02	5.73728533E+00	0.00000000E+00	1655
50098	production	3.49949230E+03	6.07238208E+02	5.76296461E+00	0.00000000E+00	1697
50099	production	3.49703784E+03	6.09024347E+02	5.74203291E+00	0.00000000E+00	1644
50100	production	3.46922539E+03	6.08284804E+02	5.70329124E+00	0.00000000E+00	1462
50101	production	3.47483092E+03	6.08520699E+02	5.71029208E+00	0.00000000E+00	1398
50102	production	3.52013688E+03	6.09428163E+02	5.77613096E+00	0.00000000E+00	1379
50103	production	3.51688060E+03	6.09091456E+02	5.77397788E+00	0.00000000E+00	1339
50104	production	3.45769976E+03	6.08802416E+02	5.67951058E+00	0.00000000E+00	1370
50105	production	3.43388475E+03	6.07432642E+02	5.65311200E+00	0.00000000E+00	1419
50106	production	3.43282717E+03	6.08432352E+02	5.64208520E+00	0.00000000E+00	1422
50107	production	3.36165039E+03	6.07528262E+02	5.53332347E+00	0.00000000E+00	1417
50108	production	3.36235672E+03	6.07489510E+02	5.53483914E+00	0.00000000E+00	1453
50109	production	3.35361546E+03	6.07720102E+02	5.51835533E+00	0.00000000E+00	1448
50110	production	3.38153514E+03	6.06417605E+02	5.57624831E+00	0.00000000E+00	1455
50111	production	3.42139007E+03	6.06863620E+02	5.63782365E+00	0.00000000E+00	1490
50112	production	3.44315815E+03	6.05948195E+02	5.68226488E+00	0.00000000E+00	1462
50113	production	3.47018673E+03	6.05563585E+02	5.73050761E+00	0.00000000E+00	1487
50114	production	3.49638278E+03	6.06640175E+02	5.76352000E+00	0.00000000E+00	1515
50115	production	3.49200727E+03	6.06965112E+02	5.75322569E+00	0.00000000E+00	1546
50116	production	3.46051832E+03	6.07486232E+02	5.69645555E+00	0.00000000E+00	1492
50117	production	3.46786116E+03	6.07055238E+02	5.71259572E+00	0.00000000E+00	1511
50118	production	3.46769654E+03	6.08107093E+02	5.70244382E+00	0.00000000E+00	1534
50119	production	3.43472304E+03	6.05876382E+02	5.66901622E+00	0.00000000E+00	1537
50120	production	3.41230118E+03	6.05697740E+02	5.63366998E+00	0.00000000E+00	1536
50121	production	3.42101900E+03	6.06717733E+02	5.63856767E+00	0.00000000E+00	1511
50122	production	3.42761570E+03	6.07673908E+02	5.64055105E+00	0.00000000E+00	1516
50123	production	3.43778272E+03	6.08253431E+02	5.65189203E+00	0.00000000E+00	1511
50124	production	3.43791143E+03	6.08851611E+02	5.64655060E+00	0.00000000E+00	1568
50125	production	3.47828782E+03	6.08654074E+02	5.71472036E+00	0.00000000E+00	1532
50126	production	3.46245080E+03	6.09262968E+02	5.68301535E+00	0.00000000E+00	1532
50127	production	3.48098258E+03	6.10254888E+02	5.70414534E+00	0.00000000E+00	1580
50128	production	3.49567123E+03	6.11010129E+02	5.72113466E+00	0.00000000E+00	1554
50129	production	3.52640868E+03	6.11876908E+02	5.76326486E+00	0.00000000E+00	1548
50130	production	3.56128332E+03	6.11040030E+02	5.82823244E+00	0.00000000E+00	1534
50131	production	3.51968003E+03	6.11552980E+02	5.75531498E+00	0.00000000E+00	1534
50132	production	3.48850673E+03	6.10930797E+02	5.71015039E+00	0.00000000E+00	1488
50133	production	3.51716207E+03	6.10584838E+02	5.76031675E+00	0.00000000E+00	1516
50134	production	3.46579755E+03	6.10429769E+02	5.67763521E+00	0.00000000E+00	1562
50135	production	3.50623850E+03	6.10617256E+02	5.74212154E+00	0.00000000E+00	1552
50136	production	3.49178589E+03	6.10790363E+02	5.71683199E+00	0.00000000E+00	1555
50137	production	3.48554350E+03	6.10448539E+02	5.70980727E+00	0.00000000E+00	1573
50138	production	3.49926338E+03	6.09816659E+02	5.73822203E+00	0.00000000E+00	1606
50139	production	3.53556907E+03	6.08786685E+02	5.80756636E+00	0.00000000E+00	1548
50140	production	3.51389934E+03	6.09693440E+02	5.76338715E+00	0.00000000E+00	1559
50141	production	3.54078426E+03	6.09712657E+02	5.80729991E+00	0.00000000E+00	1599
50142	production	3.54570560E+03	6.09675164E+02	5.81572911E+00	0.00000000E+00	1558
50143	production	3.56372491E+03	6.11491445E+02	5.82792275E+00	0.00000000E+00	1589
50144	production	3.57172791E+03	6.10331310E+02	5.85211319E+00	0.00000000E+00	1576
50145	production	3.61681979E+03	6.11011573E+02	5.91939654E+00	0.00000000E+00	1560
50146	production	3.61165673E+03	6.09955389E+02	5.92118177E+00	0.00000000E+00	1541
50147	production	3.63294754E+03	6.10465215E+02	5.95111310E+00	0.00000000E+00	1605
50148	production	3.59860986E+03	6.09842512E+02	5.90088390E+00	0.00000000E+00	1578
50149	production	3.56643205E+03	6.08304618E+02	5.86290477E+00	0.00000000E+00	1612
50150	production	3.57054899E+03	6.09646097E+02	5.85675690E+00	0.00000000E+00	1568
50151	production	3.55795392E+03	6.10852880E+02	5.82456765E+00	0.00000000E+00	1576
50152	production	3.54390337E+03	6.11320690E+02	5.79712650E+00	0.00000000E+00	1612
50153	production	3.56187203E+03	6.11792034E+02	5.82203075E+00	0.00000000E+00	1587
50154	production	3.58530658E+03	6.11093453E+02	5.86703485E+00	0.00000000E+00	1612
50155	production	3.57627428E+03	6.12346660E+02	5.84027727E+00	0.00000000E+00	1550
50156	production	3.58661304E+03	6.11394790E+02	5.86628001E+00	0.00000000E+00	1590
50157	production	3.60838653E+03	6.11072795E+02	5.90500274E+00	0.00000000E+00	1592
50158	production	3.58480491E+03	6.10657747E+02	5.87039947E+00	0.00000000E+00	1590
50159	production	3.62982239E+03	6.11510027E+02	5.93583463E+00	0.00000000E+00	1594
50160	production	3.58801707E+03	6.11215412E+02	5.87029876E+00	0.00000000E+00	1583
50161	production	3.60067478E+03	6.11440227E+02	5.88884183E+00	0.00000000E+00	1585
50162	production	3.60671090E+03	6.11514870E+02	5.89799377E+00	0.00000000E+00	1561
50163	production	3.59321153E+03	6.11241637E+02	5.87854510E+00	0.00000000E+00	1572
50164	production	3.63267591E+03	6.11651559E+02	5.93912637E+00	0.00000000E+00	1581
50165	production	3.63648879E+03	6.10754497E+02	5.95409254E+00	0.00000000E+00	1601
50166	production	3.62496556E+03	6.10288686E+02	5.93975547E+00	0.00000000E+00	1598
50167	production	3.63573051E+03	6.10683714E+02	5.95354097E+00	0.00000000E+00	1636
50168	production	3.60994576E+03	6.10276145E+02	5.91526605E+00	0.00000000E+00	1635
50169	production	3.58553485E+03	6.10217126E+02	5.87583450E+00	0.00000000E+00	1617
50170	production	3.58960627E+03	6.11145258E+02	5.87357298E+00	0.00000000E+00	1627
50171	production	3.59059030E+03	6.11633485E+02	5.87049333E+00	0.00000000E+00	1602
50172	production	3.62707074E+03	6.10243498E+02	5.94364503E+00	0.00000000E+00	1627
50173	production	3.67508351E+03	6.10464577E+02	6.02014212E+00	0.00000000E+00	1615
50174	production	3.70101172E+03	6.10867163E+02	6.05861952E+00	0.00000000E+00	1606
50175	production	3.72761021E+03	6.10839736E+02	6.10243569E+00	0.00000000E+00	1599
50176	production	3.74962769E+03	6.10855657E+02	6.13832032E+00	0.00000000E+00	1622
50177	production	3.73865157E+03	6.10719914E+02	6.12171223E+00	0.00000000E+00	1586
50178	production	3.73765003E+03	6.12519286E+02	6.10209363E+00	0.00000000E+00	1610
50179	production	3.71119762E+03	6.10715329E+02	6.07680445E+00	0.00000000E+00	1578
50180	production	3.74313561E+03	6.11710203E+02	6.11913222E+00	0.00000000E+00	1581
50181	production	3.73198599E+03	6.12835328E+02	6.08970439E+00	0.00000000E+00	1580
50182	production	3.73410551E+03	6.12943826E+02	6.09208439E+00	0.00000000E+00	1618
50183	production	3.76007457E+03	6.14532498E+02	6.11859354E+00	0.00000000E+00	1627
50184	production	3.75376299E+03	6.13378117E+02	6.11981890E+00	0.00000000E+00	1618
50185	production	3.74857213E+03	6.11920299E+02	6.12591564E+00	0.00000000E+00	1646
50186	production	3.77273123E+03	6.11858731E+02	6.16601683E+00	0.00000000E+00	1654
50187	production	3.75111744E+03	6.10644107E+02	6.14288650E+00	0.00000000E+00	1586
50188	production	3.72047949E+03	6.11360847E+02	6.08557043E+00	0.00000000E+00	1564
50189	production	3.73553123E+03	6.10048818E+02	6.12333165E+00	0.00000000E+00	1582
50190	production	3.72642864E+03	6.11187673E+02	6.09702846E+00	0.00000000E+00	1629
50191	production	3.67896915E+03	6.10612419E+02	6.02504803E+00	0.00000000E+00	1606
50192	production	3.68734512E+03	6.11580103E+02	6.02921041E+00	0.00000000E+00	1628
50193	production	3.64238798E+03	6.11439215E+02	5.95707291E+00	0.00000000E+00	1633
50194	production	3.64685017E+03	6.10778787E+02	5.97081997E+00	0.00000000E+00	1667
50195	production	3.68039866E+03	6.09820196E+02	6.03521938E+00	0.00000000E+00	1602
50196	production	3.63892687E+03	6.11896597E+02	5.94696373E+00	0.00000000E+00	1616
50197	production	3.62955115E+03	6.12353426E+02	5.92721621E+00	0.00000000E+00	1631
50198	production	3.63525926E+03	6.12724855E+02	5.93293911E+00	0.00000000E+00	1631
50199	production	3.63580434E+03	6.12502237E+02	5.93598540E+00	0.00000000E+00	1630
50200	production	3.61747724E+03	6.12693650E+02	5.90421859E+00	0.00000000E+00	1432
50201	production	3.59898762E+03	6.12046772E+02	5.88024932E+00	0.00000000E+00	1353
50202	production	3.61432767E+03	6.09939222E+02	5.92571773E+00	0.00000000E+00	1347
50203	production	3.61351292E+03	6.09949650E+02	5.92428066E+00	0.00000000E+00	1335
50204	production	3.54929115E+03	6.08269188E+02	5.83506647E+00	0.00000000E+00	1415
50205	production	3.55567814E+03	6.09804147E+02	5.83085267E+00	0.00000000E+00	1431
50206	production	3.59140333E+03	6.08441721E+02	5.90262502E+00	0.00000000E+00	1439
50207	production	3.61391353E+03	6.09055561E+02	5.93363522E+00	0.00000000E+00	1427
50208	production	3.60696168E+03	6.09575516E+02	5.91716954E+00	0.00000000E+00	1445
50209	production	3.61151941E+03	6.10824916E+02	5.91252799E+00	0.00000000E+00	1403
50210	production	3.61953238E+03	6.10415798E+02	5.92961781E+00	0.00000000E+00	1407
50211	production	3.65627912E+03	6.10400884E+02	5.98996368E+00	0.00000000E+00	1453
50212	production	3.66849203E+03	6.10969152E+02	6.00438176E+00	0.00000000E+00	1455
50213	production	3.62411885E+03	6.09242693E+02	5.94856351E+00	0.00000000E+00	1438
50214	production	3.63872839E+03	6.10247855E+02	5.96270575E+00	0.00000000E+00	1471
50215	production	3.66561812E+03	6.11235733E+02	5.99706125E+00	0.00000000E+00	1483
50216	production	3.65708941E+03	6.11451760E+02	5.98099416E+00	0.00000000E+00	1477
50217	production	3.69021264E+03	6.13342304E+02	6.01656304E+00	0.00000000E+00	1486
50218	production	3.67722707E+03	6.14372341E+02	5.98533956E+00	0.00000000E+00	1489
50219	production	3.74887730E+03	6.13945462E+02	6.10620572E+00	0.00000000E+00	1545
50220	production	3.74027799E+03	6.13934049E+02	6.09231235E+00	0.00000000E+00	1517
50221	production	3.72592270E+03	6.13866655E+02	6.06959617E+00	0.00000000E+00	1519
50222	production	3.75161648E+03	6.13740003E+02	6.11271299E+00	0.00000000E+00	1511
50223	production	3.76498317E+03	6.14555031E+02	6.12635643E+00	0.00000000E+00	1485
50224	production	3.69979872E+03	6.14388067E+02	6.02192477E+00	0.00000000E+00	1524
50225	production	3.69859127E+03	6.16049638E+02	6.00372281E+00	0.00000000E+00	1507
50226	production	3.70024219E+03	6.15883585E+02	6.00802210E+00	0.00000000E+00	1539
50227	production	3.68625270E+03	6.14336153E+02	6.00038380E+00	0.00000000E+00	1543
50228	production	3.62762321E+03	6.13803092E+02	5.91007646E+00	0.00000000E+00	1553
50229	production	3.60703862E+03	6.14517056E+02	5.86971278E+00	0.00000000E+00	1586
50230	production	3.60211843E+03	6.13780274E+02	5.86874258E+00	0.00000000E+00	1560
50231	production	3.61428503E+03	6.13980272E+02	5.88664683E+00	0.00000000E+00	1520
50232	production	3.62652276E+03	6.13872114E+02	5.90761933E+00	0.00000000E+00	1576
50233	production	3.58754799E+03	6.13224108E+02	5.85030487E+00	0.00000000E+00	1590
50234	production	3.55840636E+03	6.13537729E+02	5.79981669E+00	0.00000000E+00	1579
50235	production	3.54568392E+03	6.13540507E+02	5.77905432E+00	0.00000000E+00	1579
50236	production	3.58281652E+03	6.14195002E+02	5.83335343E+00	0.00000000E+00	1564
50237	production	3.60976936E+03	6.12706944E+02	5.89151044E+00	0.00000000E+00	1534
50238	production	3.61249428E+03	6.11622670E+02	5.90641003E+00	0.00000000E+00	1575
50239	production	3.64041277E+03	6.12333244E+02	5.94514966E+00	0.00000000E+00	1595
50240	production	3.65768522E+03	6.11809725E+02	5.97846858E+00	0.00000000E+00	1591
50241	production	3.67150142E+03	6.12725936E+02	5.99207771E+00	0.00000000E+00	1586
50242	production	3.69471386E+03	6.11794257E+02	6.03914440E+00	0.00000000E+00	1572
50243	production	3.65071296E+03	6.11695687E+02	5.96818491E+00	0.00000000E+00	1584
50244	production	3.62779874E+03	6.11078053E+02	5.93671908E+00	0.00000000E+00	1557
50245	production	3.62969921E+03	6.11834906E+02	5.93248142E+00	0.00000000E+00	1589
50246	production	3.69569930E+03	6.12478269E+02	6.03400886E+00	0.00000000E+00	1560
50247	production	3.67738968E+03	6.12525535E+02	6.00365123E+00	0.00000000E+00	1577
50248	production	3.68926592E+03	6.12159176E+02	6.02664481E+00	0.00000000E+00	1608
50249	production	3.67399455E+03	6.12201885E+02	6.00127939E+00	0.00000000E+00	1598
50250	production	3.64851928E+03	6.12290956E+02	5.95879989E+00	0.00000000E+00	1625
50251	production	3.62757856E+03	6.11792259E+02	5.92942867E+00	0.00000000E+00	1590
50252	production	3.63522874E+03	6.11075642E+02	5.94890140E+00	0.00000000E+00	1625
50253	production	3.63483719E+03	6.11200128E+02	5.94704912E+00	0.00000000E+00	1576
50254	production	3.61304575E+03	6.10095447E+02	5.92209919E+00	0.00000000E+00	1568
50255	production	3.69065106E+03	6.10319366E+02	6.04708168E+00	0.00000000E+00	1558
50256	production	3.72419100E+03	6.10684594E+02	6.09838701E+00	0.00000000E+00	1571
50257	production	3.66078183E+03	6.09410803E+02	6.00708391E+00	0.00000000E+00	1625
50258	production	3.64607030E+03	6.09421860E+02	5.98283477E+00	0.00000000E+00	1598
50259	production	3.67858930E+03	6.11998234E+02	6.01078417E+00	0.00000000E+00	1600
50260	production	3.69731765E+03	6.11969080E+02	6.04167396E+00	0.00000000E+00	1582
50261	production	3.72483687E+03	6.12638015E+02	6.07999631E+00	0.00000000E+00	1624
