lag_sweep	g_R
1180	8.85237453E-01
1185	8.85493701E-01
1190	8.84970730E-01
1195	8.85145248E-01
1200	8.84748058E-01
1205	8.84824321E-01
1210	8.84374429E-01
1215	8.84526394E-01
1220	8.84030418E-01
1225	8.84188018E-01
1230	8.83733701E-01
1235	8.83866808E-01
1240	8.83342543E-01
1245	8.83529384E-01
1250	8.83001407E-01
1255	8.83105697E-01
1260	8.82553009E-01
1265	8.82586875E-01
1270	8.82028063E-01
1275	8.82230551E-01
1280	8.81801562E-01
1285	8.81983835E-01
1290	8.81537565E-01
1295	8.81609328E-01
1300	8.81230305E-01
1305	8.81376161E-01
1310	8.80917820E-01
1315	8.81188325E-01
1320	8.80747399E-01
1325	8.80984745E-01
1330	8.80489643E-01
1335	8.80771908E-01
1340	8.80264596E-01
1345	8.80652509E-01
1350	8.80218019E-01
1355	8.80526767E-01
1360	8.80081524E-01
1365	8.80335025E-01
1370	8.79736166E-01
1375	8.80021717E-01
1380	8.79530326E-01
1385	8.79823932E-01
1390	8.79300082E-01
1395	8.79612467E-01
1400	8.79014477E-01
1405	8.79361605E-01
1410	8.78789711E-01
1415	8.79093917E-01
1420	8.78667791E-01
1425	8.78918532E-01
1430	8.78465592E-01
1435	8.78595517E-01
1440	8.78244264E-01
1445	8.78456825E-01
1450	8.78091156E-01
1455	8.78212508E-01
1460	8.77815435E-01
1465	8.77917438E-01
1470	8.77462820E-01
1475	8.77585797E-01
1480	8.77106330E-01
1485	8.77270820E-01
1490	8.76796932E-01
1495	8.77045361E-01
1500	8.76595753E-01
1505	8.76931714E-01
1510	8.76383188E-01
1515	8.76676275E-01
1520	8.76160211E-01
1525	8.76538677E-01
1530	8.75986966E-01
1535	8.76372642E-01
1540	8.75798097E-01
1545	8.76076099E-01
1550	8.75605610E-01
1555	8.75955851E-01
1560	8.75463687E-01
1565	8.75747094E-01
1570	8.75182790E-01
1575	8.75523188E-01
1580	8.75041576E-01
1585	8.75435937E-01
1590	8.74924202E-01
1595	8.75335953E-01
1600	8.74775066E-01
1605	8.75122509E-01
1610	8.74581588E-01
1615	8.74902835E-01
1620	8.74253876E-01
1625	8.74478141E-01
1630	8.73851338E-01
1635	8.74217426E-01
1640	8.73607729E-01
1645	8.73939183E-01
1650	8.73345231E-01
1655	8.73582337E-01
1660	8.73044441E-01
1665	8.73300368E-01
1670	8.72783392E-01
1675	8.72956417E-01
1680	8.72435784E-01
1685	8.72573810E-01
1690	8.72168957E-01
1695	8.72393918E-01
1700	8.71951753E-01
1705	8.72282616E-01
1710	8.71671626E-01
1715	8.71883282E-01
1720	8.71304099E-01
1725	8.71545473E-01
1730	8.70935928E-01
1735	8.71167654E-01
1740	8.70615724E-01
1745	8.70851313E-01
1750	8.70375816E-01
1755	8.70673998E-01
1760	8.70111229E-01
1765	8.70314054E-01
1770	8.69818761E-01
1775	8.69964073E-01
1780	8.69562172E-01
1785	8.69636551E-01
1790	8.69077002E-01
1795	8.69350442E-01
1800	8.68821367E-01
1805	8.68991437E-01
1810	8.68393191E-01
1815	8.68625511E-01
1820	8.68017890E-01
1825	8.68297224E-01
1830	8.67719178E-01
1835	8.67878742E-01
1840	8.67247122E-01
1845	8.67434432E-01
1850	8.66649669E-01
1855	8.67091756E-01
1860	8.66373893E-01
1865	8.66722297E-01
1870	8.65982718E-01
1875	8.66231045E-01
1880	8.65602854E-01
1885	8.65915082E-01
1890	8.65401063E-01
1895	8.65642186E-01
1900	8.65127525E-01
1905	8.65492553E-01
1910	8.64801709E-01
1915	8.65101741E-01
1920	8.64489384E-01
1925	8.64693144E-01
1930	8.64150416E-01
1935	8.64420581E-01
1940	8.63772787E-01
1945	8.64047624E-01
1950	8.63498202E-01
1955	8.63701303E-01
1960	8.63127188E-01
1965	8.63287691E-01
1970	8.62772475E-01
1975	8.62906536E-01
1980	8.62520312E-01
1985	8.62719532E-01
1990	8.62233956E-01
1995	8.62460132E-01
2000	8.62001421E-01
2005	8.62186632E-01
2010	8.61728984E-01
2015	8.61832522E-01
2020	8.61449495E-01
2025	8.61467972E-01
2030	8.61040528E-01
2035	8.61143734E-01
2040	8.60681880E-01
2045	8.60794396E-01
2050	8.60288144E-01
2055	8.60375526E-01
2060	8.59843478E-01
2065	8.59952767E-01
2070	8.59425887E-01
2075	8.59561804E-01
2080	8.59044756E-01
2085	8.59341136E-01
2090	8.58847420E-01
2095	8.59185813E-01
2100	8.58667566E-01
2105	8.59007865E-01
2110	8.58502399E-01
2115	8.58797275E-01
2120	8.58272225E-01
2125	8.58489182E-01
2130	8.58087168E-01
2135	8.58308559E-01
2140	8.57772649E-01
2145	8.57955283E-01
2150	8.57443071E-01
2155	8.57637577E-01
2160	8.57235978E-01
2165	8.57412612E-01
2170	8.57003668E-01
2175	8.57139705E-01
2180	8.56753075E-01
2185	8.56882729E-01
2190	8.56558727E-01
2195	8.56701969E-01
2200	8.56278444E-01
2205	8.56460791E-01
2210	8.56154729E-01
2215	8.56270035E-01
2220	8.55931908E-01
2225	8.56136959E-01
2230	8.55696572E-01
2235	8.55943929E-01
2240	8.55452012E-01
2245	8.55691879E-01
2250	8.55198515E-01
2255	8.55481369E-01
2260	8.55020694E-01
2265	8.55226255E-01
2270	8.54698652E-01
2275	8.54915600E-01
2280	8.54329092E-01
2285	8.54547889E-01
2290	8.53927021E-01
2295	8.54089777E-01
2300	8.53542892E-01
2305	8.53486125E-01
2310	8.53006742E-01
2315	8.53060539E-01
2320	8.52565843E-01
2325	8.52626035E-01
2330	8.52156484E-01
2335	8.52254070E-01
2340	8.51867982E-01
2345	8.52024041E-01
2350	8.51556383E-01
2355	8.51793559E-01
2360	8.51348219E-01
2365	8.51604492E-01
2370	8.51120097E-01
2375	8.51432429E-01
2380	8.50885934E-01
2385	8.51080607E-01
2390	8.50471197E-01
2395	8.50627679E-01
2400	8.50108037E-01
2405	8.50339923E-01
2410	8.49847748E-01
2415	8.50127970E-01
2420	8.49619441E-01
2425	8.49911679E-01
2430	8.49362319E-01
2435	8.49608344E-01
2440	8.48987822E-01
2445	8.49280786E-01
2450	8.48703382E-01
2455	8.48828586E-01
2460	8.48322788E-01
2465	8.48558272E-01
2470	8.47966702E-01
2475	8.48182291E-01
2480	8.47634818E-01
2485	8.47866058E-01
2490	8.47405817E-01
2495	8.47724249E-01
2500	8.47141744E-01
2505	8.47378702E-01
2510	8.46751363E-01
2515	8.47185180E-01
2520	8.46546559E-01
2525	8.46817060E-01
2530	8.46269679E-01
2535	8.46518040E-01
2540	8.46011808E-01
2545	8.46202548E-01
2550	8.45671727E-01
2555	8.45739602E-01
2560	8.45167280E-01
2565	8.45268136E-01
2570	8.44747866E-01
2575	8.45011162E-01
2580	8.44481150E-01
2585	8.44839126E-01
2590	8.44240311E-01
2595	8.44682660E-01
2600	8.44151601E-01
2605	8.44558833E-01
2610	8.43990271E-01
2615	8.44467633E-01
2620	8.43883146E-01
2625	8.44192900E-01
2630	8.43639051E-01
2635	8.44025080E-01
2640	8.43530738E-01
2645	8.44034816E-01
2650	8.43394326E-01
2655	8.43871387E-01
2660	8.43212967E-01
2665	8.43494308E-01
2670	8.42847625E-01
2675	8.43218710E-01
2680	8.42557903E-01
2685	8.42948713E-01
2690	8.42283004E-01
2695	8.42553808E-01
2700	8.41872387E-01
2705	8.42217165E-01
2710	8.41409352E-01
2715	8.41808703E-01
2720	8.41196241E-01
2725	8.41466452E-01
2730	8.40907402E-01
2735	8.41434786E-01
2740	8.40788489E-01
2745	8.41340308E-01
2750	8.40587914E-01
2755	8.41214455E-01
2760	8.40428421E-01
2765	8.40980774E-01
2770	8.40176897E-01
2775	8.40761873E-01
2780	8.40083568E-01
2785	8.40669276E-01
2790	8.39981119E-01
2795	8.40507763E-01
2800	8.39799702E-01
2805	8.40400238E-01
2810	8.39668468E-01
2815	8.40203816E-01
2820	8.39377903E-01
2825	8.39875755E-01
2830	8.39082902E-01
2835	8.39501734E-01
2840	8.38799836E-01
2845	8.39196533E-01
2850	8.38306465E-01
2855	8.38840970E-01
2860	8.38104614E-01
2865	8.38656913E-01
2870	8.37970929E-01
2875	8.38573036E-01
2880	8.37878225E-01
2885	8.38468115E-01
2890	8.37870855E-01
2895	8.38485407E-01
2900	8.37879817E-01
2905	8.38356900E-01
2910	8.37624233E-01
2915	8.38057852E-01
2920	8.37326497E-01
2925	8.37706963E-01
2930	8.37046563E-01
2935	8.37571944E-01
2940	8.36808043E-01
2945	8.37209897E-01
2950	8.36560221E-01
2955	8.37135426E-01
2960	8.36314130E-01
2965	8.36868367E-01
2970	8.36105715E-01
2975	8.36664670E-01
2980	8.35766471E-01
2985	8.36490811E-01
2990	8.35641790E-01
2995	8.36259844E-01
3000	8.35477628E-01
3005	8.36242978E-01
3010	8.35627448E-01
3015	8.36258470E-01
3020	8.35629552E-01
3025	8.36195176E-01
3030	8.35638630E-01
3035	8.36339298E-01
3040	8.35759944E-01
3045	8.36318367E-01
3050	8.35656777E-01
3055	8.36122987E-01
3060	8.35295069E-01
3065	8.35836413E-01
3070	8.35030790E-01
3075	8.35523281E-01
3080	8.34821228E-01
3085	8.35274264E-01
3090	8.34658315E-01
3095	8.35265006E-01
3100	8.34715281E-01
3105	8.35335668E-01
3110	8.34703735E-01
3115	8.35283485E-01
3120	8.34496024E-01
3125	8.35000689E-01
3130	8.34332148E-01
3135	8.34927141E-01
3140	8.34190489E-01
3145	8.34875719E-01
3150	8.34020633E-01
3155	8.34655100E-01
3160	8.33852945E-01
3165	8.34404747E-01
3170	8.33638436E-01
3175	8.34123735E-01
3180	8.33299415E-01
3185	8.33984349E-01
3190	8.33303005E-01
3195	8.34038526E-01
3200	8.33215847E-01
3205	8.33974989E-01
3210	8.33173299E-01
3215	8.34021357E-01
3220	8.33200150E-01
3225	8.34154007E-01
3230	8.33344037E-01
3235	8.34344358E-01
3240	8.33451870E-01
3245	8.34552181E-01
3250	8.33681207E-01
3255	8.34585551E-01
3260	8.33635053E-01
3265	8.34472028E-01
3270	8.33541332E-01
3275	8.34462377E-01
3280	8.33363590E-01
3285	8.34104452E-01
3290	8.32962283E-01
3295	8.33789717E-01
3300	8.32785127E-01
3305	8.33508933E-01
3310	8.32620091E-01
3315	8.33323057E-01
3320	8.32335003E-01
3325	8.33181515E-01
3330	8.32318770E-01
3335	8.32971339E-01
3340	8.31970952E-01
3345	8.32659618E-01
3350	8.31835199E-01
3355	8.32568649E-01
3360	8.31841696E-01
3365	8.32541431E-01
3370	8.31804736E-01
3375	8.32428532E-01
3380	8.31639219E-01
3385	8.32228249E-01
3390	8.31571170E-01
3395	8.32138172E-01
3400	8.31340499E-01
3405	8.31943921E-01
3410	8.31044417E-01
3415	8.31690802E-01
3420	8.30864883E-01
3425	8.31483216E-01
3430	8.30782036E-01
3435	8.31463105E-01
3440	8.30751639E-01
3445	8.31348183E-01
3450	8.30652640E-01
3455	8.31157823E-01
3460	8.30558610E-01
3465	8.31044576E-01
3470	8.30271093E-01
3475	8.30675583E-01
3480	8.29912502E-01
3485	8.30439887E-01
3490	8.29596182E-01
3495	8.30099796E-01
3500	8.29372898E-01
3505	8.29731119E-01
3510	8.28906604E-01
3515	8.29207985E-01
3520	8.28439180E-01
3525	8.28772348E-01
3530	8.28066594E-01
3535	8.28425758E-01
3540	8.27753423E-01
3545	8.28160818E-01
3550	8.27641704E-01
3555	8.27961284E-01
3560	8.27558423E-01
3565	8.27871163E-01
3570	8.27484175E-01
3575	8.27940116E-01
3580	8.27325284E-01
3585	8.27789451E-01
3590	8.27292582E-01
3595	8.27585354E-01
3600	8.26898030E-01
3605	8.27337201E-01
3610	8.26586333E-01
3615	8.27050360E-01
3620	8.26427233E-01
3625	8.26701858E-01
3630	8.26266020E-01
3635	8.26577552E-01
3640	8.26112340E-01
3645	8.26667932E-01
3650	8.26146287E-01
3655	8.26685745E-01
3660	8.26171131E-01
3665	8.26537984E-01
3670	8.25972346E-01
3675	8.26387913E-01
3680	8.25894690E-01
3685	8.26386609E-01
3690	8.25783545E-01
3695	8.26267554E-01
3700	8.25528268E-01
3705	8.26083832E-01
3710	8.25291320E-01
3715	8.25728496E-01
3720	8.25087894E-01
3725	8.25400330E-01
3730	8.24645701E-01
3735	8.25182292E-01
3740	8.24379873E-01
3745	8.24873236E-01
3750	8.24137003E-01
3755	8.24575141E-01
3760	8.23959767E-01
3765	8.24537002E-01
3770	8.23773280E-01
3775	8.24274042E-01
3780	8.23643083E-01
3785	8.24217174E-01
3790	8.23670663E-01
3795	8.24158541E-01
3800	8.23442141E-01
3805	8.23979203E-01
3810	8.23380632E-01
3815	8.23817232E-01
3820	8.23050303E-01
3825	8.23492661E-01
3830	8.22721243E-01
3835	8.23249472E-01
3840	8.22412369E-01
3845	8.22932324E-01
3850	8.22098465E-01
3855	8.22459647E-01
3860	8.21684038E-01
3865	8.22058409E-01
3870	8.21401621E-01
3875	8.21604469E-01
3880	8.20977674E-01
3885	8.21412705E-01
3890	8.20718499E-01
3895	8.21072014E-01
3900	8.20230563E-01
3905	8.20768257E-01
3910	8.19887719E-01
3915	8.20350794E-01
3920	8.19588284E-01
3925	8.20086359E-01
3930	8.19264824E-01
3935	8.19832977E-01
3940	8.19088971E-01
3945	8.19563656E-01
3950	8.18909027E-01
3955	8.19446536E-01
3960	8.18792377E-01
3965	8.19518671E-01
3970	8.18693001E-01
3975	8.19274137E-01
3980	8.18465433E-01
3985	8.19057539E-01
3990	8.18271536E-01
3995	8.18945417E-01
4000	8.17940371E-01
4005	8.18647912E-01
4010	8.17658723E-01
4015	8.18434946E-01
4020	8.17543168E-01
4025	8.18422012E-01
4030	8.17286533E-01
4035	8.18106534E-01
4040	8.16907621E-01
4045	8.17878053E-01
4050	8.16756591E-01
4055	8.17759586E-01
4060	8.16619848E-01
4065	8.17524045E-01
4070	8.16351453E-01
4075	8.17289983E-01
4080	8.16240899E-01
4085	8.16862695E-01
4090	8.15840716E-01
4095	8.16404739E-01
4100	8.15350443E-01
4105	8.15982879E-01
4110	8.15008436E-01
4115	8.15681579E-01
4120	8.14610957E-01
4125	8.15355252E-01
4130	8.14356795E-01
4135	8.15162779E-01
4140	8.14220380E-01
4145	8.15050647E-01
4150	8.14164220E-01
4155	8.14939235E-01
4160	8.14010576E-01
4165	8.14848711E-01
4170	8.13970627E-01
4175	8.14803977E-01
4180	8.13866949E-01
4185	8.14664957E-01
4190	8.13604698E-01
4195	8.14410807E-01
4200	8.13541848E-01
4205	8.14204915E-01
4210	8.13236319E-01
4215	8.13824636E-01
4220	8.12894133E-01
4225	8.13596685E-01
4230	8.12713441E-01
4235	8.13214547E-01
4240	8.12363839E-01
4245	8.12924293E-01
4250	8.12213610E-01
4255	8.12748945E-01
4260	8.11951532E-01
4265	8.12525896E-01
4270	8.11713066E-01
4275	8.12203882E-01
4280	8.11662535E-01
4285	8.12230451E-01
4290	8.11549430E-01
4295	8.11916508E-01
4300	8.11193875E-01
4305	8.11624148E-01
4310	8.10859375E-01
4315	8.11229593E-01
4320	8.10485282E-01
4325	8.10915838E-01
4330	8.10117692E-01
4335	8.10407739E-01
4340	8.09713573E-01
4345	8.09999083E-01
4350	8.09335528E-01
4355	8.09554494E-01
4360	8.08865474E-01
4365	8.09341097E-01
4370	8.08872484E-01
4375	8.09284295E-01
4380	8.08736455E-01
4385	8.09055907E-01
4390	8.08677243E-01
4395	8.09262359E-01
4400	8.08706193E-01
4405	8.08975749E-01
4410	8.08339318E-01
4415	8.08701694E-01
4420	8.08064813E-01
4425	8.08531186E-01
4430	8.07932788E-01
4435	8.08454307E-01
4440	8.07913695E-01
4445	8.08285313E-01
4450	8.07713415E-01
4455	8.08201367E-01
4460	8.07359424E-01
4465	8.07673885E-01
4470	8.06801971E-01
4475	8.07217530E-01
4480	8.06346926E-01
4485	8.06871440E-01
4490	8.06090974E-01
4495	8.06327265E-01
4500	8.05480724E-01
4505	8.06019972E-01
4510	8.05304637E-01
4515	8.05805944E-01
4520	8.05071568E-01
4525	8.05580062E-01
4530	8.04683597E-01
4535	8.05032721E-01
4540	8.04054479E-01
4545	8.04569008E-01
4550	8.03838909E-01
4555	8.04439999E-01
4560	8.03732451E-01
4565	8.03970329E-01
4570	8.03360562E-01
4575	8.03696142E-01
4580	8.03020712E-01
4585	8.03517087E-01
4590	8.02748017E-01
4595	8.02953245E-01
4600	8.02309441E-01
4605	8.02412375E-01
4610	8.01818450E-01
4615	8.02025449E-01
4620	8.01526207E-01
4625	8.01660507E-01
4630	8.01078064E-01
4635	8.01371262E-01
4640	8.00630224E-01
4645	8.01067332E-01
4650	8.00224457E-01
4655	8.00471491E-01
4660	7.99909805E-01
4665	8.00395683E-01
4670	7.99743052E-01
4675	8.00136080E-01
4680	7.99550205E-01
4685	7.99702725E-01
4690	7.99003485E-01
4695	7.99443471E-01
4700	7.98582342E-01
4705	7.99125785E-01
4710	7.98426357E-01
4715	7.98993984E-01
4720	7.98172189E-01
4725	7.98592495E-01
4730	7.97750876E-01
4735	7.98292212E-01
4740	7.97647976E-01
4745	7.97942147E-01
4750	7.97342260E-01
4755	7.97794749E-01
4760	7.97235549E-01
4765	7.97873756E-01
4770	7.97253005E-01
4775	7.97817310E-01
4780	7.97324261E-01
4785	7.97763212E-01
4790	7.97367141E-01
4795	7.97770692E-01
4800	7.97119497E-01
4805	7.97657003E-01
4810	7.96929751E-01
4815	7.97406186E-01
4820	7.96710054E-01
4825	7.97243827E-01
4830	7.96389919E-01
4835	7.96970463E-01
4840	7.96408668E-01
4845	7.97075290E-01
4850	7.96580227E-01
4855	7.97352017E-01
4860	7.96939880E-01
4865	7.97572179E-01
4870	7.97008936E-01
4875	7.97708329E-01
4880	7.96913192E-01
4885	7.97687202E-01
4890	7.96777883E-01
4895	7.97319756E-01
4900	7.96364726E-01
4905	7.96888549E-01
4910	7.95944375E-01
4915	7.96651554E-01
4920	7.95670370E-01
4925	7.96067884E-01
4930	7.95292862E-01
4935	7.95818100E-01
4940	7.95015934E-01
4945	7.95524114E-01
4950	7.94592930E-01
4955	7.95105119E-01
4960	7.94078968E-01
4965	7.94683155E-01
4970	7.93897489E-01
4975	7.94377045E-01
4980	7.93723273E-01
4985	7.94313218E-01
4990	7.93672554E-01
4995	7.94153249E-01
5000	7.93424110E-01
5005	7.93983529E-01
5010	7.92977838E-01
5015	7.93420523E-01
5020	7.92618289E-01
5025	7.93120014E-01
5030	7.92313081E-01
5035	7.92766777E-01
5040	7.92233037E-01
5045	7.92697964E-01
5050	7.92151319E-01
5055	7.92709075E-01
5060	7.91830663E-01
5065	7.92218786E-01
5070	7.91123069E-01
5075	7.91696941E-01
5080	7.90734513E-01
5085	7.91360747E-01
5090	7.90543913E-01
5095	7.91265566E-01
5100	7.90785555E-01
5105	7.91606566E-01
5110	7.91016883E-01
5115	7.92146834E-01
5120	7.91220132E-01
5125	7.92188626E-01
5130	7.91281482E-01
5135	7.91980437E-01
5140	7.90949773E-01
5145	7.91719627E-01
5150	7.90390208E-01
5155	7.91133623E-01
5160	7.90145113E-01
5165	7.90994715E-01
5170	7.90011810E-01
5175	7.90916157E-01
5180	7.89782030E-01
5185	7.90603287E-01
5190	7.89832283E-01
5195	7.91003850E-01
5200	7.89824855E-01
5205	7.91211644E-01
5210	7.90293428E-01
5215	7.91486560E-01
5220	7.90589394E-01
5225	7.91812121E-01
5230	7.90728324E-01
5235	7.91622150E-01
5240	7.90602845E-01
5245	7.91600362E-01
5250	7.90536974E-01
5255	7.91460101E-01
5260	7.90650904E-01
5265	7.91732834E-01
5270	7.90851608E-01
5275	7.91845306E-01
5280	7.91078827E-01
5285	7.92215981E-01
5290	7.91359194E-01
5295	7.92425431E-01
5300	7.91958908E-01
5305	7.92771393E-01
5310	7.92120139E-01
5315	7.93303611E-01
5320	7.92749889E-01
5325	7.94091463E-01
5330	7.93263901E-01
5335	7.94826205E-01
5340	7.94047372E-01
5345	7.95169551E-01
5350	7.94149034E-01
5355	7.95327469E-01
5360	7.94364110E-01
5365	7.95751455E-01
5370	7.95078817E-01
5375	7.96248415E-01
5380	7.95483105E-01
5385	7.96757708E-01
5390	7.95813229E-01
5395	7.97203149E-01
5400	7.96199894E-01
5405	7.97265215E-01
5410	7.96290528E-01
5415	7.97129924E-01
5420	7.96084557E-01
5425	7.97097661E-01
5430	7.96293962E-01
5435	7.97468008E-01
5440	7.96598665E-01
5445	7.97976129E-01
5450	7.97037496E-01
5455	7.98578868E-01
5460	7.97500390E-01
5465	7.98607546E-01
5470	7.97754763E-01
5475	7.98760403E-01
5480	7.97751323E-01
5485	7.98553451E-01
5490	7.97426570E-01
5495	7.98462956E-01
5500	7.97068453E-01
5505	7.98525803E-01
5510	7.97562976E-01
5515	7.98647095E-01
5520	7.98029066E-01
5525	7.98952711E-01
5530	7.98256545E-01
5535	7.99293759E-01
5540	7.98548743E-01
5545	7.99472513E-01
5550	7.98565818E-01
5555	7.99172297E-01
5560	7.98598781E-01
5565	7.99035164E-01
5570	7.98195369E-01
5575	7.98561723E-01
5580	7.97399471E-01
5585	7.98201656E-01
5590	7.96828582E-01
5595	7.97686670E-01
5600	7.95821261E-01
5605	7.96608307E-01
5610	7.94986318E-01
5615	7.96238651E-01
5620	7.94957402E-01
5625	7.96347559E-01
5630	7.95143871E-01
5635	7.96664071E-01
5640	7.95327645E-01
5645	7.96599161E-01
5650	7.95236313E-01
5655	7.96492284E-01
5660	7.95234664E-01
5665	7.96295207E-01
5670	7.95224748E-01
5675	7.96298276E-01
5680	7.95285695E-01
5685	7.96770582E-01
5690	7.95599676E-01
5695	7.96766381E-01
5700	7.95330282E-01
5705	7.96787007E-01
5710	7.95307688E-01
5715	7.96320212E-01
5720	7.94171960E-01
5725	7.95354776E-01
5730	7.93365988E-01
5735	7.94482333E-01
5740	7.92650289E-01
5745	7.93830457E-01
5750	7.91876395E-01
5755	7.93301119E-01
5760	7.91171245E-01
5765	7.92747518E-01
5770	7.90902524E-01
5775	7.92408801E-01
5780	7.90758124E-01
5785	7.92478596E-01
5790	7.90349889E-01
5795	7.91792262E-01
5800	7.89097711E-01
5805	7.90697020E-01
5810	7.88339209E-01
5815	7.89909579E-01
5820	7.86910398E-01
5825	7.88558854E-01
5830	7.86285292E-01
5835	7.88322017E-01
5840	7.86544043E-01
5845	7.88502891E-01
5850	7.86740153E-01
5855	7.88323077E-01
5860	7.86031341E-01
5865	7.87502621E-01
5870	7.85810782E-01
5875	7.87150125E-01
5880	7.85124624E-01
5885	7.86437171E-01
5890	7.83860167E-01
5895	7.85566349E-01
5900	7.82830101E-01
5905	7.84677065E-01
