lag_sweep	g1
5	8.97204193E+00
10	1.31431044E+01
15	1.62402473E+01
20	1.88448585E+01
25	2.11709557E+01
30	2.30980702E+01
35	2.51053670E+01
40	2.67785791E+01
45	2.84370566E+01
50	2.99284690E+01
55	3.14363506E+01
60	3.28898996E+01
65	3.43515158E+01
70	3.57046870E+01
75	3.70454368E+01
80	3.83613584E+01
85	3.96310984E+01
90	4.07388858E+01
95	4.19810060E+01
100	4.30803687E+01
105	4.41554044E+01
110	4.51974165E+01
115	4.62885743E+01
120	4.73428748E+01
125	4.83452729E+01
130	4.94370111E+01
135	5.05298773E+01
140	5.15681910E+01
145	5.26060040E+01
150	5.36263961E+01
155	5.46473613E+01
160	5.55446302E+01
165	5.65019676E+01
170	5.74086563E+01
175	5.83426583E+01
180	5.93385806E+01
185	6.04343545E+01
190	6.15298495E+01
195	6.25508547E+01
200	6.34972639E+01
205	6.45278400E+01
210	6.54971167E+01
215	6.65121093E+01
220	6.74758972E+01
225	6.83813151E+01
230	6.92647781E+01
235	7.01434877E+01
240	7.11137744E+01
245	7.20452554E+01
250	7.28463257E+01
255	7.36085590E+01
260	7.44271165E+01
265	7.53877371E+01
270	7.62344843E+01
275	7.69286587E+01
280	7.77366260E+01
285	7.85634679E+01
290	7.92586308E+01
295	8.01762983E+01
300	8.10158837E+01
305	8.17374989E+01
310	8.24925075E+01
315	8.32343786E+01
320	8.39916861E+01
325	8.47550847E+01
330	8.54447792E+01
335	8.61536686E+01
340	8.70069400E+01
345	8.77995145E+01
350	8.85894933E+01
355	8.93429989E+01
360	9.00072427E+01
365	9.07951536E+01
370	9.16074918E+01
375	9.25118438E+01
380	9.32565238E+01
385	9.40106121E+01
390	9.47900131E+01
395	9.56290678E+01
400	9.64733266E+01
405	9.72541260E+01
410	9.81485822E+01
415	9.88207069E+01
420	9.97266943E+01
425	1.00515855E+02
430	1.01206842E+02
435	1.01966018E+02
440	1.02674249E+02
445	1.03360492E+02
450	1.04076533E+02
455	1.04674624E+02
460	1.05458624E+02
465	1.06236368E+02
470	1.06963085E+02
475	1.07676924E+02
480	1.08414231E+02
485	1.09130567E+02
490	1.09683729E+02
495	1.10412217E+02
500	1.11198470E+02
505	1.11926873E+02
510	1.12493709E+02
515	1.13149825E+02
520	1.13703877E+02
525	1.14245683E+02
530	1.14904659E+02
535	1.15527654E+02
540	1.16219049E+02
545	1.16809102E+02
550	1.17428792E+02
555	1.17909231E+02
560	1.18469428E+02
565	1.19071422E+02
570	1.19728631E+02
575	1.20307831E+02
580	1.21005307E+02
585	1.21583619E+02
590	1.22180891E+02
595	1.22909819E+02
600	1.23511858E+02
605	1.24194623E+02
610	1.24890771E+02
615	1.25604406E+02
620	1.26403485E+02
625	1.27108940E+02
630	1.27818591E+02
635	1.28459851E+02
640	1.29266533E+02
645	1.29960549E+02
650	1.30483609E+02
655	1.31220942E+02
660	1.31963930E+02
665	1.32610575E+02
670	1.33245567E+02
675	1.34040615E+02
680	1.34891650E+02
685	1.35608098E+02
690	1.36253666E+02
695	1.37135554E+02
700	1.37816662E+02
705	1.38540199E+02
710	1.39368676E+02
715	1.40150256E+02
720	1.40883977E+02
725	1.41641555E+02
730	1.42366941E+02
735	1.43166364E+02
740	1.44046878E+02
745	1.44951997E+02
750	1.45788382E+02
755	1.46605873E+02
760	1.47267696E+02
765	1.48016588E+02
770	1.48820279E+02
775	1.49730831E+02
780	1.50366743E+02
785	1.50837329E+02
790	1.51459157E+02
795	1.51806538E+02
800	1.52400358E+02
805	1.52911429E+02
810	1.53645477E+02
815	1.54388727E+02
820	1.54947445E+02
825	1.55506119E+02
830	1.55935401E+02
835	1.56262423E+02
840	1.56799031E+02
845	1.57449867E+02
850	1.58025056E+02
855	1.58805737E+02
860	1.59546158E+02
865	1.60181808E+02
870	1.60839886E+02
875	1.61343019E+02
880	1.61815249E+02
885	1.62515903E+02
890	1.63236942E+02
895	1.63736769E+02
900	1.64288040E+02
905	1.65021087E+02
910	1.65549366E+02
915	1.65941276E+02
920	1.66618244E+02
925	1.66850587E+02
930	1.67495621E+02
935	1.68014832E+02
940	1.68567008E+02
945	1.69237098E+02
950	1.69950157E+02
955	1.70283845E+02
960	1.70725077E+02
965	1.71253207E+02
970	1.71774185E+02
975	1.72498016E+02
980	1.72922171E+02
985	1.73267616E+02
990	1.73674043E+02
995	1.73861908E+02
1000	1.74171358E+02
1005	1.74660965E+02
1010	1.75083972E+02
1015	1.75628762E+02
1020	1.76179113E+02
1025	1.76518892E+02
1030	1.77094300E+02
1035	1.77679138E+02
1040	1.78005460E+02
1045	1.78789485E+02
1050	1.79256292E+02
1055	1.79360785E+02
1060	1.80038740E+02
1065	1.80357534E+02
1070	1.81073143E+02
1075	1.81802527E+02
1080	1.82344759E+02
1085	1.82826921E+02
1090	1.83470074E+02
1095	1.83992529E+02
1100	1.84403734E+02
1105	1.84986403E+02
1110	1.85432111E+02
1115	1.86642393E+02
1120	1.87672422E+02
1125	1.89066758E+02
1130	1.89725176E+02
1135	1.90331721E+02
1140	1.90820072E+02
1145	1.90779777E+02
1150	1.91101385E+02
1155	1.91424688E+02
1160	1.91474995E+02
1165	1.91763894E+02
1170	1.92264773E+02
1175	1.92785744E+02
1180	1.94163093E+02
1185	1.94324005E+02
1190	1.93962584E+02
1195	1.93508499E+02
1200	1.93940484E+02
1205	1.92941251E+02
1210	1.92064336E+02
1215	1.90413649E+02
1220	1.88696072E+02
1225	1.87752215E+02
1230	1.84172991E+02
1235	1.83176319E+02
1240	1.82301401E+02
1245	1.79801925E+02
