lag_sweep	g_CM
5	8.86129826E-01
10	1.45850895E+00
15	1.93981002E+00
20	2.37683340E+00
25	2.78791566E+00
30	3.17111631E+00
35	3.52953426E+00
40	3.88075695E+00
45	4.21946206E+00
50	4.55681890E+00
55	4.87985819E+00
60	5.19852570E+00
65	5.52186322E+00
70	5.83007363E+00
75	6.13545464E+00
80	6.43180694E+00
85	6.72761821E+00
90	7.01735082E+00
95	7.30295974E+00
100	7.58812749E+00
105	7.87793674E+00
110	8.16226778E+00
115	8.44878370E+00
120	8.73710828E+00
125	9.02002609E+00
130	9.30261465E+00
135	9.57984697E+00
140	9.85396506E+00
145	1.01325209E+01
150	1.04150219E+01
155	1.06864312E+01
160	1.09523425E+01
165	1.12238023E+01
170	1.15002227E+01
175	1.17783214E+01
180	1.20542478E+01
185	1.23333373E+01
190	1.25963827E+01
195	1.28585088E+01
200	1.31175134E+01
205	1.33844345E+01
210	1.36501887E+01
215	1.39162791E+01
220	1.41770498E+01
225	1.44397012E+01
230	1.47088306E+01
235	1.49720514E+01
240	1.52276771E+01
245	1.54919540E+01
250	1.57550999E+01
255	1.60097042E+01
260	1.62605645E+01
265	1.65068814E+01
270	1.67619562E+01
275	1.70159777E+01
280	1.72724635E+01
285	1.75301578E+01
290	1.77839113E+01
295	1.80317362E+01
300	1.82833770E+01
305	1.85338507E+01
310	1.87886279E+01
315	1.90433613E+01
320	1.92929781E+01
325	1.95483068E+01
330	1.98096799E+01
335	2.00662443E+01
340	2.03199567E+01
345	2.05714747E+01
350	2.08213685E+01
355	2.10753149E+01
360	2.13170483E+01
365	2.15598345E+01
370	2.18038006E+01
375	2.20466948E+01
380	2.22819856E+01
385	2.25252451E+01
390	2.27699814E+01
395	2.30165293E+01
400	2.32556979E+01
405	2.34929997E+01
410	2.37335216E+01
415	2.39782502E+01
420	2.42261395E+01
425	2.44689286E+01
430	2.47071969E+01
435	2.49493129E+01
440	2.51862964E+01
445	2.54160328E+01
450	2.56475312E+01
455	2.58708195E+01
460	2.60933850E+01
465	2.63126584E+01
470	2.65355136E+01
475	2.67531511E+01
480	2.69737721E+01
485	2.71864092E+01
490	2.74022936E+01
495	2.76149148E+01
500	2.78414120E+01
505	2.80630110E+01
510	2.82879258E+01
515	2.85126904E+01
520	2.87341633E+01
525	2.89553609E+01
530	2.91900198E+01
535	2.94288153E+01
540	2.96567612E+01
545	2.98874424E+01
550	3.01090571E+01
555	3.03324017E+01
560	3.05575800E+01
565	3.07761103E+01
570	3.09890135E+01
575	3.12050047E+01
580	3.14174089E+01
585	3.16314740E+01
590	3.18459719E+01
595	3.20574670E+01
600	3.22545451E+01
605	3.24579501E+01
610	3.26583894E+01
615	3.28692922E+01
620	3.30783772E+01
625	3.32823170E+01
630	3.34926686E+01
635	3.36948880E+01
640	3.38873974E+01
645	3.40857294E+01
650	3.42811426E+01
655	3.44767637E+01
660	3.46773922E+01
665	3.48851772E+01
670	3.50987254E+01
675	3.53119846E+01
680	3.55176684E+01
685	3.57298811E+01
690	3.59444237E+01
695	3.61495557E+01
700	3.63637984E+01
705	3.65724426E+01
710	3.67978738E+01
715	3.70274905E+01
720	3.72474928E+01
725	3.74583855E+01
730	3.76782969E+01
735	3.78940342E+01
740	3.81133785E+01
745	3.83272233E+01
750	3.85462756E+01
755	3.87606122E+01
760	3.89784116E+01
765	3.92100140E+01
770	3.94293225E+01
775	3.96542878E+01
780	3.98762548E+01
785	4.00987964E+01
790	4.03175802E+01
795	4.05443944E+01
800	4.07708660E+01
805	4.09994552E+01
810	4.12321734E+01
815	4.14693029E+01
820	4.17101830E+01
825	4.19388428E+01
830	4.21782254E+01
835	4.24088674E+01
840	4.26413368E+01
845	4.28697643E+01
850	4.31060009E+01
855	4.33398587E+01
860	4.35599575E+01
865	4.37861990E+01
870	4.40177682E+01
875	4.42437775E+01
880	4.44697505E+01
885	4.46924753E+01
890	4.49213830E+01
895	4.51391272E+01
900	4.53590511E+01
905	4.55848547E+01
910	4.58150968E+01
915	4.60496185E+01
920	4.62831347E+01
925	4.65047309E+01
930	4.67431453E+01
935	4.69913399E+01
940	4.72297943E+01
945	4.74701454E+01
950	4.77124338E+01
955	4.79550459E+01
960	4.81934870E+01
965	4.84230051E+01
970	4.86511921E+01
975	4.88865838E+01
980	4.91191628E+01
985	4.93459398E+01
990	4.95805338E+01
995	4.98157684E+01
1000	5.00441350E+01
1005	5.02705719E+01
1010	5.04891695E+01
1015	5.07156613E+01
1020	5.09375974E+01
1025	5.11662995E+01
1030	5.13956430E+01
1035	5.16273948E+01
1040	5.18540614E+01
1045	5.20849302E+01
1050	5.23116228E+01
1055	5.25321461E+01
1060	5.27560330E+01
1065	5.29751190E+01
1070	5.31746622E+01
1075	5.33869259E+01
1080	5.35898210E+01
1085	5.37916292E+01
1090	5.39887805E+01
1095	5.41911311E+01
1100	5.44038265E+01
1105	5.46196693E+01
1110	5.48357323E+01
1115	5.50544704E+01
1120	5.52581053E+01
1125	5.54608471E+01
1130	5.56756303E+01
1135	5.58845119E+01
1140	5.60898556E+01
1145	5.63014292E+01
1150	5.65190606E+01
1155	5.67339511E+01
1160	5.69391615E+01
1165	5.71384845E+01
1170	5.73434480E+01
1175	5.75499418E+01
1180	5.77499709E+01
1185	5.79532989E+01
1190	5.81536519E+01
1195	5.83604640E+01
1200	5.85721200E+01
1205	5.87779304E+01
1210	5.89761532E+01
1215	5.91708319E+01
1220	5.93735124E+01
1225	5.95795714E+01
1230	5.97771594E+01
1235	5.99658179E+01
1240	6.01608832E+01
1245	6.03552477E+01
1250	6.05480443E+01
1255	6.07406903E+01
1260	6.09291464E+01
1265	6.11210763E+01
1270	6.13097884E+01
1275	6.14997231E+01
1280	6.16949081E+01
1285	6.18894279E+01
1290	6.20742255E+01
1295	6.22622079E+01
1300	6.24521162E+01
1305	6.26562020E+01
1310	6.28608004E+01
1315	6.30552629E+01
1320	6.32540068E+01
1325	6.34447674E+01
1330	6.36308850E+01
1335	6.38082098E+01
1340	6.39992902E+01
1345	6.41791462E+01
1350	6.43709628E+01
1355	6.45525628E+01
1360	6.47526193E+01
1365	6.49530915E+01
1370	6.51408873E+01
1375	6.53132162E+01
1380	6.54987886E+01
1385	6.56739711E+01
1390	6.58433439E+01
1395	6.60138819E+01
1400	6.61944477E+01
1405	6.63790478E+01
1410	6.65628450E+01
1415	6.67577819E+01
1420	6.69453779E+01
1425	6.71340518E+01
1430	6.73308060E+01
1435	6.75310593E+01
1440	6.77308445E+01
1445	6.79227101E+01
1450	6.81224706E+01
1455	6.83190631E+01
1460	6.85164069E+01
1465	6.87153323E+01
1470	6.88995968E+01
1475	6.90943733E+01
1480	6.93093465E+01
1485	6.95173129E+01
1490	6.97250067E+01
1495	6.99357824E+01
1500	7.01483548E+01
1505	7.03740343E+01
1510	7.05977091E+01
1515	7.08138297E+01
1520	7.10133825E+01
1525	7.12375792E+01
1530	7.14644951E+01
1535	7.16742161E+01
1540	7.18906124E+01
1545	7.20981026E+01
1550	7.23202455E+01
1555	7.25322690E+01
1560	7.27656417E+01
1565	7.29746077E+01
1570	7.31682815E+01
1575	7.33750128E+01
1580	7.35743220E+01
1585	7.37789482E+01
1590	7.39677792E+01
1595	7.41648495E+01
1600	7.43607990E+01
1605	7.45686047E+01
1610	7.47816075E+01
1615	7.49746406E+01
1620	7.51558304E+01
1625	7.53401998E+01
1630	7.55184340E+01
1635	7.57093076E+01
1640	7.59130326E+01
1645	7.61107214E+01
1650	7.63144425E+01
1655	7.65237303E+01
1660	7.67223808E+01
1665	7.69141677E+01
1670	7.71153162E+01
1675	7.73009937E+01
1680	7.74940298E+01
1685	7.76989859E+01
1690	7.79121183E+01
1695	7.81157250E+01
1700	7.83226212E+01
1705	7.85233340E+01
1710	7.87035598E+01
1715	7.88883835E+01
1720	7.90753679E+01
1725	7.92524145E+01
1730	7.94322609E+01
1735	7.96159468E+01
1740	7.98096260E+01
1745	8.00097356E+01
1750	8.02116027E+01
1755	8.04151535E+01
1760	8.06152973E+01
1765	8.08080488E+01
1770	8.10000546E+01
1775	8.11807685E+01
1780	8.13717396E+01
1785	8.15637432E+01
1790	8.17477480E+01
1795	8.19314852E+01
1800	8.21126416E+01
1805	8.22864840E+01
1810	8.24447543E+01
1815	8.26146893E+01
1820	8.27751656E+01
1825	8.29421085E+01
1830	8.31158471E+01
1835	8.32650980E+01
1840	8.34242038E+01
